ticker,n_events,ievr_coef,ievr_tstat,ievr_pvalue,intercept,r_squared,adj_r_squared,f_stat,f_pvalue,aic,bic,nobs,date_range_start,date_range_end,revr_mean,revr_std,ievr_mean,ievr_std,success,error
CCI,12,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
O,4,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
AVY,5,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
ABBV,15,0.09911638133391841,0.39101279420288426,0.7026413409154088,1.079078017050031,0.012580628359502577,-0.06970431927720555,0.152891005230345,0.7026413409154111,5.093093543783397,6.371208203013913,14.0,2020-02-07,2023-07-27,1.4001329929009516,0.6187648504319192,1.7502434603058077,0.2950502959479764,True,
NEM,15,-1.652128963736994,-2.5900554983717146,0.023655487738304698,3.469599500191413,0.35857646684682487,0.305124505750727,6.708387484645562,0.023655487738304594,9.672824333355784,10.950938992586302,14.0,2020-02-20,2023-07-20,1.246391410874924,0.371428695733436,1.4064661250055837,0.28839780174828367,True,
HLT,8,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
MPC,15,0.17038420918263802,0.5754817155629008,0.5747921283518215,0.8748814370021436,0.02484245390867723,-0.0501696650214245,0.33117920494721764,0.5747921283518224,-1.7733812557836934,-0.3572808535792733,15.0,2020-01-29,2023-08-01,1.1023793030829736,0.20923232915335402,1.3352051059906072,0.19355156760367023,True,
CPT,3,,,,,,,,,,,,,,,,,,False,exog contains inf or nans
WMT,15,-0.22253636801159846,-0.7461602690412618,0.4688496137601782,1.7973043327549976,0.041068466683563676,-0.0326954974177005,0.5567551470957317,0.46884961376017675,25.988768476177288,27.40486887838171,15.0,2020-02-18,2023-08-17,1.3950542602941687,0.5323174015904222,1.807570043741631,0.48475680248272957,True,
VLO,15,-0.13360050199392492,-0.22158508892272666,0.8283628319646865,1.1657505531626524,0.004074989155205544,-0.07891876174852719,0.049099951632891804,0.8283628319646883,-8.623866176474998,-7.345751517244481,14.0,2020-01-30,2023-07-27,1.021895399104003,0.17529107553898077,1.2674612428215934,0.1395167074274697,True,
