Train_Period,Test_Period,Train_Obs,Test_Obs,RF_R2,XGB_R2,RF_RMSE,XGB_RMSE,RF_MAE,XGB_MAE
2015-2021,2022-2022,1038,153,0.07633876620345015,-0.08623841689622891,0.22993558944727827,0.24935174825744372,0.17271941903444765,0.1854105407328412
