earnings_date,revr,ievr,ratio,vol_st,vol_mt,avg_pre,avg_post,normative_implied_vol,normative_realized_vol,skew_ratio,underlying_price,methodology,ticker,SMB,HML,RMW,CMA,RF,Mkt_Return,Mkt_Volatility,Factor_Volatility,SMB_HML_Interaction,RMW_CMA_Interaction,SMB_RMW_Interaction,HML_CMA_Interaction,SMB_Deviation,HML_Deviation,RMW_Deviation,CMA_Deviation,High_Volatility_Regime,SMB_Momentum,HML_Momentum,RMW_Momentum,CMA_Momentum
2018-07-31,1.5525116728464294,1.3414833063120812,0.8640729276144885,0.3341424689790152,0.2152823712744077,0.1850423866914095,0.2482312727066706,0.1850423866914095,0.1490368330366487,1.4101144449264538,187.18,ST/MT Ratio (Expanding EWM),AAPL,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,0.0016,0.0336,0.08738127529812818,0.06566590375283504,-9.456999999999998e-05,4.7430000000000005e-05,-0.00029529,1.5189999999999999e-05,,,,,0,-0.003466666666666667,-0.01631666666666667,0.0074333333333333335,-0.0128
2018-11-01,1.4383609709928036,1.2412437510021015,0.8629570573966248,0.3768795808135645,0.2621443850519404,0.2042797191316742,0.2535609248286551,0.2042797191316742,0.1864090931131695,1.2966641671803047,229.28,ST/MT Ratio (Expanding EWM),AAPL,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,0.0018,0.0189,0.12328923863677783,0.06587000377879203,-2.9160000000000005e-05,-2.44e-05,4.941e-05,1.44e-05,,,,,0,0.00016666666666666653,-0.009350000000000002,0.0047666666666666664,-0.009366666666666667
2019-01-29,1.1515410580682617,1.0862749659927275,0.943322826730104,0.3413566175883027,0.2962745630454881,0.3711787305273019,0.4032021628807687,0.3711787305273019,0.2339611178192021,1.3657780642137334,157.74,ST/MT Ratio (Expanding EWM),AAPL,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021,0.0857,0.17167305872183053,0.0662127734799447,-0.00011349000000000001,0.00012045,-0.00021243,6.435e-05,,,,,0,0.008066666666666666,-0.006450000000000002,0.0032166666666666663,-0.00815
2019-04-30,1.4644701194511998,1.2897079538100436,0.8806652567915505,0.3397236253974487,0.2318632856434808,0.2097243003624932,0.2704830982847541,0.2097243003624932,0.1957607576458341,1.401369962176738,191.24,ST/MT Ratio (Expanding EWM),AAPL,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.0418,0.17161388744398381,0.06836956340577377,-0.00024494999999999996,-0.00035098,-0.00018515,-0.00046434,,,,,0,0.006783333333333333,-0.0027500000000000024,0.0005833333333333333,-0.01161666666666667
2019-07-30,1.1668466272637843,1.241758801718878,1.0642005321905588,0.2136618677862913,0.1830739262418847,0.215823666629179,0.268000937656024,0.215823666629179,0.1928372813506872,1.266515717634634,201.55,ST/MT Ratio (Expanding EWM),AAPL,-0.0182,0.005,-0.0013,0.0037,0.0019,0.0141,0.19734218320654925,0.06067500873615739,-9.1e-05,-4.81e-06,2.366e-05,1.8500000000000002e-05,,,,,0,0.0031833333333333336,-8.333333333333528e-05,-0.0005166666666666667,-0.007066666666666666
2019-10-30,1.2285811213733775,1.1900844604660674,0.9686657557750225,0.2054126714730982,0.1671849588843484,0.2371308286426188,0.2822057142650225,0.2371308286426188,0.1635204787221084,1.489191349713901,223.97,ST/MT Ratio (Expanding EWM),AAPL,0.0025,-0.0192,0.0043,-0.0103,0.0015,0.0222,0.17859526614921536,0.06449212161981287,-4.7999999999999994e-05,-4.429e-05,1.075e-05,0.00019775999999999998,,,,,0,-0.00425,0.0019499999999999993,0.0034999999999999996,-0.0063
2020-01-28,1.290380176191389,1.1425377030686803,0.8854271974643383,0.1993476685619253,0.1537593435694619,0.2490706645703523,0.284572625,0.2490706645703523,0.1338550687058109,1.0987793887708863,291.52,ST/MT Ratio (Expanding EWM),AAPL,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013,0.00039999999999999996,0.12190972442381655,0.07097642402736258,0.00271814,0.00026061,0.00052003,0.00136218,,,,,0,-0.008316666666666668,-0.009233333333333335,-0.0010333333333333334,-0.010466666666666666
2020-04-30,1.0111683072460893,1.0013477879266288,0.9902879478627978,0.2430442061004036,0.2402422712611882,0.5428377499999999,0.5435693801655682,0.5428377499999999,0.2321018147020647,1.5208892692724474,254.29,ST/MT Ratio (Expanding EWM),AAPL,0.025699999999999997,-0.0134,0.0276,-0.0102,0.0,0.1358,0.2468062324246216,0.09480860544443176,-0.00034438,-0.00028152,0.0007093199999999999,0.00013668000000000003,,,,,0,-0.0026833333333333344,-0.012066666666666668,0.0045833333333333325,-0.012833333333333335
2020-07-30,1.5890824914499706,1.1740540083266453,0.7388250859496732,0.5324386066523017,0.3348999178869198,0.2926328751176264,0.3435667999999999,0.2926328751176264,0.1919088616155213,1.2706583623807135,364.8,ST/MT Ratio (Expanding EWM),AAPL,-0.0319,-0.0144,0.0038,0.0097,0.0001,0.0584,0.23708228529352415,0.09817915754517346,0.00045935999999999997,3.686e-05,-0.00012122,-0.00013968,,,,,0,-0.01285,-0.013816666666666666,0.006433333333333333,-0.008466666666666667
2020-10-29,0.3598288629346786,1.091195103326757,3.032539119922814,0.3985525598303024,1.107017094643927,0.4422759949422933,0.4826094,0.4422759949422933,1.6700570296182358,1.2018084020687172,114.09,ST/MT Ratio (Expanding EWM),AAPL,0.0467,0.0425,-0.0077,-0.005699999999999999,0.0001,-0.0207,0.25077696537687894,0.09756301509123437,0.00198475,4.3889999999999995e-05,-0.00035959,-0.00024224999999999998,,,,,0,-0.0031500000000000013,-0.010283333333333334,0.002466666666666666,-0.005783333333333334
2021-01-27,1.242839612644955,1.156970554536231,0.9309089787329988,0.3712293439133627,0.2986266960207873,0.3463080067990785,0.4006681666666667,0.3463080067990785,0.2605709060753252,1.0114922180423398,136.69,ST/MT Ratio (Expanding EWM),AAPL,0.0681,0.0322,-0.0365,0.049699999999999994,0.0,-0.0007000000000000001,0.27532365086797883,0.11619200385442557,0.00219282,-0.0018140499999999998,-0.0024856499999999994,0.0016003399999999998,,,,,0,0.011233333333333331,-0.005749999999999999,-0.0034000000000000002,0.0018833333333333317
2021-04-28,0.6680357884670967,1.1645719386028943,1.7432777685087364,0.1308367990060189,0.1958402660011204,0.2868763095913135,0.3340881000000001,0.2868763095913135,0.2400807909399397,1.3737950519135451,121.39,ST/MT Ratio (Expanding EWM),AAPL,-0.0316,-0.0102,0.024300000000000002,-0.027200000000000002,0.0,0.049699999999999994,0.1501062775018238,0.11318610932049111,0.00032232000000000007,-0.0006609600000000001,-0.0007678800000000002,0.00027744000000000005,,,,,0,0.005549999999999997,-0.00425,-6.666666666666626e-05,-0.0009333333333333346
2021-07-27,1.0039840818144588,1.3052841723874469,1.300104449891736,0.1529401837140423,0.1522865846285727,0.1812281225837034,0.2365542,0.1812281225837034,0.1429607590437412,1.34147079793357,134.78,ST/MT Ratio (Expanding EWM),AAPL,-0.0455,-0.0179,0.055,-0.0059,0.0,0.0134,0.1500456990992471,0.12581998459939575,0.00081445,-0.0003245,-0.0025025,0.00010560999999999999,,,,,0,0.005249999999999998,0.003133333333333333,0.011083333333333334,0.0017333333333333315
2021-10-28,1.169204214400593,1.103914399334333,0.9441587583570834,0.1529927983251272,0.1308231389253059,0.2668982306759159,0.2946328,0.2668982306759159,0.1420408694198396,1.6316916818195828,141.91,ST/MT Ratio (Expanding EWM),AAPL,-0.027000000000000003,-0.0053,0.0171,-0.0154,0.0,0.0663,0.14140236593108715,0.12306546249095505,0.0001431,-0.00026334000000000004,-0.00046170000000000006,8.162000000000001e-05,,,,,0,-0.003533333333333336,0.004483333333333333,0.009333333333333332,0.0008666666666666649
2022-01-27,1.25512559955305,1.1142600851634514,0.8877677943627629,0.256351480103224,0.204190145851616,0.2703527994446142,0.3012433333333333,0.2703527994446142,0.2026164805316245,1.1492695743907115,179.29,ST/MT Ratio (Expanding EWM),AAPL,-0.0401,0.1286,0.0077,0.07730000000000001,0.0,-0.061500000000000006,0.12939692282416768,0.12492137477587278,-0.005156859999999999,0.0005952100000000001,-0.00030877,0.00994078,,,,,0,-0.0049000000000000024,0.028316666666666667,0.009983333333333334,0.012133333333333335
2022-04-28,0.9855039551114958,1.1544536711334843,1.1714348432045354,0.1469812151322145,0.1490884163581162,0.2264664286989566,0.261445,0.2264664286989566,0.158128913881403,1.3443450089929698,178.96,ST/MT Ratio (Expanding EWM),AAPL,-0.0034999999999999996,0.061799999999999994,0.0341,0.0592,0.0,-0.0941,0.15991455388880185,0.11910657149390999,-0.00021629999999999995,0.00201872,-0.00011934999999999999,0.00365856,,,,,0,-0.01326666666666667,0.03153333333333333,0.016949999999999996,0.022949999999999998
2022-07-28,0.9470349807493764,1.1187303946203777,1.1812978584330025,0.1566376410375382,0.1653487748532424,0.3361965061543069,0.37611325,0.3361965061543069,0.1731794577276406,1.3444082477631083,137.44,ST/MT Ratio (Expanding EWM),AAPL,0.0178,-0.0415,0.0076,-0.06849999999999999,0.0008,0.0965,0.20492152821817597,0.1255615589418754,-0.0007387,-0.0005206,0.00013528,0.00284275,,,,,0,-0.02165,0.019249999999999993,0.0243,0.003250000000000003
2022-10-27,1.4376675427363212,1.0127562419764686,0.7044439773947206,0.3300400622376749,0.2295326098511128,0.4096104104877378,0.4148355,0.4096104104877378,0.1643853307129339,1.4525534846658592,151.76,ST/MT Ratio (Expanding EWM),AAPL,0.0181,0.0797,0.0327,0.0643,0.0023,0.0809,0.2229324072041078,0.1318774859542921,0.00144257,0.00210261,0.0005918700000000001,0.005124709999999999,,,,,0,-0.013366666666666667,0.03423333333333333,0.0257,0.018500000000000003
2023-02-02,1.127467834382578,1.0073507061002207,0.8934629222942437,0.2326762648425608,0.2063475799450077,0.4120015394729244,0.4150300417024284,0.4120015394729244,0.2115066971387549,1.2018863018555723,125.07,ST/MT Ratio (Expanding EWM),AAPL,0.0058,-0.008,0.0097,-0.0151,0.0034000000000000002,-0.022299999999999997,0.2413598897158273,0.12132506120750641,-4.6399999999999996e-05,-0.00014647,5.626e-05,0.00012080000000000001,,,,,0,-0.004816666666666668,0.03588333333333333,0.01815,0.016966666666666668
2023-05-04,1.1888383000177736,1.204897060850289,1.0135079437062848,0.1655510853755693,0.1392331724922654,0.2327241371080308,0.280408628790386,0.2327241371080308,0.1220286847400023,1.427676926009871,165.63,ST/MT Ratio (Expanding EWM),AAPL,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.0069,0.22078029185760048,0.12975978582166603,0.00033496999999999997,0.00126024,7.654e-05,0.00551532,,,,,0,-0.0010333333333333338,0.023783333333333326,0.012333333333333333,0.007733333333333335
2023-08-03,1.4792040210128263,1.2702510813129282,0.8587396081056987,0.2511620523243875,0.1698989810247401,0.1648308351318065,0.2093765465598902,0.1648308351318065,0.1113974799154255,1.2612448795277875,192.46,ST/MT Ratio (Expanding EWM),AAPL,-0.0365,-0.0115,0.0339,-0.0241,0.0045000000000000005,-0.0191,0.18590475322790234,0.12255349129098168,0.00041975,-0.00081699,-0.00123735,0.00027715,,,,,0,-0.0004333333333333342,0.000433333333333329,0.0167,-0.009166666666666665
2015-01-26,1.6014190271486264,1.2072330066725987,0.7538520438477071,0.4308924004916677,0.2690590176489442,0.174542216651922,0.210713125,0.174542216651922,0.164172656489756,1.689139991932478,47.88,ST/MT Ratio (Expanding EWM),MSFT,-0.009300000000000001,-0.0345,0.0158,-0.016399999999999998,0.0,-0.030899999999999997,0.18590475322790234,0.12255349129098168,0.0003208500000000001,-0.00025912,-0.00014694000000000003,0.0005658,,,,,0,-0.001400000000000001,-0.01561666666666667,0.01365,-0.021766666666666667
2015-04-23,1.5493390991024532,1.3653009871157364,0.881215085778619,0.5311499650738319,0.3426767525491456,0.1442586666666666,0.1969565,0.1442586666666666,0.1974349312076689,1.2951711247970097,42.9,ST/MT Ratio (Expanding EWM),MSFT,-0.0301,0.018000000000000002,0.0005,-0.0062,0.0,0.006,0.18590475322790234,0.12255349129098168,-0.0005418,-3.1e-06,-1.505e-05,-0.00011160000000000002,,,,,0,-0.009383333333333334,-0.005700000000000003,0.012466666666666666,-0.011383333333333334
2015-07-21,1.2253393364283631,1.3118710541569696,1.0706185749172392,0.2378192956690466,0.194068042140443,0.1736871350869339,0.227855125,0.1736871350869339,0.2064446419033523,1.4055084168973182,46.23,ST/MT Ratio (Expanding EWM),MSFT,-0.0458,-0.0416,0.0031,-0.024399999999999998,0.0,0.015700000000000002,0.18590475322790234,0.12255349129098168,0.0019052799999999999,-7.563999999999999e-05,-0.00014198,0.0010150399999999998,,,,,0,-0.020033333333333334,-0.025916666666666668,0.007533333333333332,-0.026166666666666668
2015-10-22,1.6782033149638096,1.2330052497743225,0.7347174438163425,0.4769022022865504,0.2842061937875339,0.2299513053318803,0.2835311666666666,0.2299513053318803,0.1442008797944403,1.6108890276910264,43.9,ST/MT Ratio (Expanding EWM),MSFT,-0.0206,-0.004699999999999999,0.0095,0.0060999999999999995,0.0,0.0775,0.18590475322790234,0.12255349129098168,9.681999999999998e-05,5.794999999999999e-05,-0.00019569999999999999,-2.8669999999999995e-05,,,,,0,-0.024433333333333335,-0.025366666666666666,0.007499999999999999,-0.022633333333333335
2016-01-28,1.2376806795821536,1.438092243964466,1.161925097231034,0.2333646621194446,0.188546702169696,0.1877234934914721,0.2699637,0.1877234934914721,0.1744368550740564,1.196339513948743,56.55,ST/MT Ratio (Expanding EWM),MSFT,-0.0344,0.0208,0.0278,0.0305,0.0001,-0.0573,0.1436613790069614,0.06704021750817975,-0.00071552,0.0008479,-0.00095632,0.0006343999999999999,,,,,0,-0.02945,-0.008916666666666665,0.015099999999999997,-0.005749999999999999
2016-04-21,1.5507469631659048,1.4143769447705872,0.9120617214578236,0.3957790030292547,0.2551581791915014,0.1903148244852511,0.2691769,0.1903148244852511,0.1894610712790256,1.7562719490781384,54.07,ST/MT Ratio (Expanding EWM),MSFT,0.0123,0.0322,-0.0285,0.0177,0.0001,0.0092,0.14754077402535204,0.07172442010491917,0.00039606,-0.00050445,-0.00035055000000000004,0.00056994,,,,,0,-0.021316666666666664,-0.0016333333333333339,0.0046999999999999984,0.0012166666666666673
2016-07-19,1.386661015321484,1.316721065898093,0.9495623309153348,0.2735866256270419,0.1972036651493631,0.2006188947997315,0.2641591249999999,0.2006188947997315,0.1734731702548579,1.4526173904723074,50.07,ST/MT Ratio (Expanding EWM),MSFT,0.024700000000000003,-0.0124,0.0131,-0.0116,0.0002,0.039599999999999996,0.15124127322683026,0.0656245916508951,-0.00030628000000000003,-0.00015196,0.0003235700000000001,0.00014383999999999998,,,,,0,-0.01565,0.00205,0.004249999999999999,0.002016666666666667
2016-10-20,1.5615953072264217,1.4561237647181942,0.9324591063893772,0.2324664118589799,0.1489045060887973,0.159137314158763,0.231723625,0.159137314158763,0.0998642469277923,1.6635382629945907,56.81,ST/MT Ratio (Expanding EWM),MSFT,-0.04019999999999999,0.041100000000000005,0.009899999999999999,0.0025,0.0002,-0.019899999999999998,0.10864368366361662,0.0722922502404767,-0.0016522199999999998,2.475e-05,-0.00039797999999999987,0.00010275000000000002,,,,,0,-0.017333333333333336,0.0059,0.005816666666666664,0.003466666666666667
2017-01-26,1.123486902272515,1.5906927147547092,1.4158533682387942,0.149393845244548,0.1329715902202048,0.14976129442872,0.2382242,0.14976129442872,0.1461147730044856,1.0559383057125622,63.28,ST/MT Ratio (Expanding EWM),MSFT,-0.0144,-0.0276,-0.0051,-0.0106,0.0004,0.0198,0.08520569229810879,0.08100998852599643,0.00039744,5.406e-05,7.344e-05,0.00029256,,,,,0,-0.0121,0.008233333333333334,0.004449999999999998,0.005766666666666667
2017-04-27,1.0363790430577475,1.6391150933893508,1.581578771173607,0.0872987155329966,0.084149897865857,0.110237225396032,0.1806915,0.110237225396032,0.0896603340897267,1.732204909035405,65.29,ST/MT Ratio (Expanding EWM),MSFT,0.0040999999999999995,-0.020499999999999997,0.0179,-0.016,0.0005,0.011300000000000001,0.0667713806411644,0.080791705146476,-8.404999999999998e-05,-0.00028639999999999997,7.338999999999999e-05,0.00032799999999999995,,,,,0,-0.007983333333333334,0.0056,0.005849999999999998,0.002083333333333334
2017-07-20,0.8433708814543438,1.3400217591501258,1.5888878648968014,0.0974048583008029,0.115459017466607,0.1572550584056538,0.2107252,0.1572550584056538,0.1197911570028295,1.4424767177478388,69.91,ST/MT Ratio (Expanding EWM),MSFT,-0.016399999999999998,-0.0023,-0.0075,-0.0015,0.0007000000000000001,0.019499999999999997,0.059997719653636476,0.08213790737806483,3.771999999999999e-05,1.1249999999999999e-05,0.00012299999999999998,3.45e-06,,,,,0,-0.0049833333333333335,0.0017500000000000005,-3.3333333333334866e-05,-0.0032499999999999994
2017-10-26,1.6266220761885453,1.3442558233166668,0.8264094303124724,0.2914245667694751,0.1791270875879504,0.1544125726663136,0.20757,0.1544125726663136,0.0992965020945396,1.514452226368795,73.26,ST/MT Ratio (Expanding EWM),MSFT,-0.0191,0.0013,0.0092,-0.031400000000000004,0.0009,0.0234,0.04687525999927888,0.08343749904334338,-2.4829999999999998e-05,-0.00028888000000000004,-0.00017571999999999998,-4.0820000000000006e-05,,,,,0,-0.010216666666666667,-0.0034,0.006249999999999999,-0.011433333333333332
2018-01-31,1.0382945382077222,1.5584859451393531,1.5010056277764616,0.147100361743069,0.1416388377624535,0.1356211107328118,0.2113635949412751,0.1356211107328118,0.1605168935582537,1.319051632842724,85.95,ST/MT Ratio (Expanding EWM),MSFT,-0.0321,-0.0132,-0.0075,-0.0105,0.0011,0.0569,0.05512276381776485,0.06328028655883447,0.00042371999999999993,7.875e-05,0.00024074999999999997,0.0001386,,,,,0,-0.01968333333333333,-0.0035333333333333328,0.0028166666666666652,-0.011250000000000001
2018-04-26,1.0066259240151998,1.0819480804708466,1.0748263626623125,0.1733146547251788,0.1720573398543655,0.2941970454191359,0.3183059285714286,0.2941970454191359,0.2099288464707418,1.477771720972762,89.47,ST/MT Ratio (Expanding EWM),MSFT,0.0089,0.0053,-0.0242,0.0124,0.0014000000000000002,0.0043,0.08331615580535273,0.06523764334752036,4.717e-05,-0.00030008,-0.00021538,6.572e-05,,,,,0,-0.011500000000000002,-0.0095,-0.002866666666666668,-0.009600000000000001
2018-07-19,1.1570408015198348,1.3332790640337011,1.1523181051890028,0.1504520597796363,0.1300184935942269,0.1648654103477648,0.2198115999999999,0.1648654103477648,0.1299349502086371,1.3381414466714692,100.86,ST/MT Ratio (Expanding EWM),MSFT,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,0.0016,0.0336,0.08738127529812818,0.06566590375283504,-9.456999999999998e-05,4.7430000000000005e-05,-0.00029529,1.5189999999999999e-05,,,,,0,-0.012316666666666668,-0.004083333333333334,0.0005333333333333324,-0.007316666666666667
2018-10-24,1.4567009228617829,1.2431521939157733,0.8534024894235123,0.2960734298651968,0.203236124510535,0.1694613507751032,0.21066625,0.1694613507751032,0.1368045934484404,1.6369529569823813,114.67,ST/MT Ratio (Expanding EWM),MSFT,-0.0438,0.0338,0.0103,0.036000000000000004,0.0019,-0.0745,0.12552398901477682,0.06833696294641133,-0.0014804399999999998,0.00037080000000000007,-0.00045114,0.0012168,,,,,0,-0.0203,0.004966666666666665,-0.0007333333333333341,0.0013499999999999999
2019-01-30,1.2070037124832715,1.0510608263465346,0.870801651623836,0.2358321609421087,0.1951955351496768,0.3677409145998068,0.3865180695807034,0.3677409145998068,0.1913345426998729,1.4827193108858896,101.57,ST/MT Ratio (Expanding EWM),MSFT,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021,0.0857,0.17167305872183053,0.0662127734799447,-0.00011349000000000001,0.00012045,-0.00021243,6.435e-05,,,,,0,-0.012716666666666668,0.0046999999999999984,-0.0007000000000000009,-0.0011500000000000002
2019-04-24,1.291452390947993,1.240571033485161,0.9606014454582548,0.1782841822251063,0.1380056689362276,0.1932432674383151,0.239732,0.1932432674383151,0.1333452991963472,1.569145340868553,117.66,ST/MT Ratio (Expanding EWM),MSFT,-0.0115,0.0213,0.0161,-0.0218,0.0021,0.0418,0.17161388744398381,0.06836956340577377,-0.00024494999999999996,-0.00035098,-0.00018515,-0.00046434,,,,,0,-0.011450000000000002,0.008033333333333332,0.000449999999999999,0.00045000000000000015
