model_number,model_type,r_squared,adj_r_squared,nobs,f_stat,f_pvalue,aic,bic,ievr_coef,ievr_tstat,ievr_pvalue,ievr_std_error
1,Model 1,0.0002847108444790081,-6.265374522063105e-05,2880.0,0.81963116829258,0.36536380763278486,3007.503587920549,3019.4346790668087,0.02354535410153221,0.9053348376665888,0.3653638076321677,0.026007343495383473
2,Model 2,0.10160249927849374,0.08572414118868277,2880.0,6.398803875300632,2.1393154711250914e-38,2797.752818349065,3101.9956425786945,0.18212223888216264,6.077429738779504,1.385134905599092e-09,0.02996698385833371
3,Model 3,0.0364596990830065,0.028359885695263043,2880.0,4.501301121106875,2.3430282727461515e-12,2947.357694495401,3096.4963338236507,-0.09826913797802567,-3.2834791967166246,0.0010377083029743579,0.029928357114700682
4,Model 4,0.11921532485574671,0.09630111199561475,2880.0,5.202680344441025,1.2015194364414321e-39,2786.7304454533587,3228.180817864978,0.1170194480798561,3.0557240482413532,0.002266304454866343,0.03829516220458577
5,Model 5,0.054308355087327786,0.05266310170369404,2880.0,33.00911314181971,7.50561201608021e-33,2855.5081588267876,2891.3014322655677,-0.12636350153568002,-4.087759620224077,4.4749501614591675e-05,0.030912654675314104
6,Model 6,0.0003502351898762024,2.8933674960374134e-06,2880.0,1.008330029123013,0.31538766234949517,842.3494444906091,854.2805356368691,,,,
7,Model 7,0.07172255330534516,0.07043103685776986,2880.0,55.53359652523559,3.5833704186796774e-45,3947.254966337571,3977.0826942032213,,,,
