earnings_date,revr,ievr,ratio,vol_t_minus_3,vol_t_plus_4,kink_tte,ticker
2010-07-20,1.0001715561844027,inf,inf,0.26338815425957673,0.2634333401263384,26.0,AAPL
2011-01-18,1.682383251520977,1.3372554412438575,0.7948577947592483,0.1155574047962139,0.19441184241838008,33.0,AAPL
2011-04-20,1.114794210799777,1.3697478424559557,1.2287001754998974,0.19166427358919563,0.2136662226143799,26.0,AAPL
2011-07-19,0.9705580027040943,1.3691054832123328,1.4106374677225226,0.2098915116576463,0.20371188633898832,26.0,AAPL
2011-10-18,1.1324011953524435,1.3496490192986739,1.1918470457624473,0.33956942090498354,0.38452881813794043,33.0,AAPL
2012-01-24,1.9182788368269341,1.206242529497373,0.6288150118429313,0.16471332639652356,0.31596608816981836,29.0,AAPL
2012-04-24,1.314966903174329,1.2383464521138523,0.941732030764033,0.39577320562845403,0.520428666564625,26.0,AAPL
2012-07-24,1.4147809936019684,1.1755420624279007,0.8309003780401544,0.18354291578205656,0.2596730287587404,26.0,AAPL
2012-10-25,0.8799059657693518,1.4650853841075628,1.6650476768009586,0.3434946725101227,0.30224301155164673,25.0,AAPL
2013-01-23,1.7564030891274087,1.2002709241877438,0.6833687162233616,0.36395834008446454,0.6392575528380375,32.0,AAPL
2013-04-23,0.9836853848825298,1.2430073717517276,1.2636228929030655,0.32464597822727764,0.319349504043065,32.0,AAPL
2013-07-23,1.4956186157499687,1.2195468218554466,0.815412972941576,0.18992173941072601,0.2840504889982963,32.0,AAPL
2013-10-28,1.0678120737072423,1.2021880133285794,1.1258423115172402,0.19954631245062374,0.21307796169853382,22.0,AAPL
2014-01-27,1.6601508066856894,1.237703752458233,0.7455369400621947,0.22998693719414132,0.38181299931002466,22.0,AAPL
2014-04-23,2.775446905816559,1.3610526092360602,0.49039043275649596,0.14734158551575652,0.4089387476178124,32.0,AAPL
2014-07-22,0.7875983026575247,1.2393450076622097,1.5735750108658122,1.0934881647142682,0.8612294225050495,26.0,AAPL
2014-10-20,1.0847801609243624,1.424131504074734,1.3128295993735761,0.20876357458874528,0.22646258403752423,21.0,AAPL
2015-01-27,1.3941883764067227,1.274817403865276,0.914379595640365,0.28941335705130095,0.4034967383777724,25.0,AAPL
2015-04-27,1.5719357969389747,1.361961457691218,0.8664230818735479,0.17298992094173085,0.2719290492379499,21.0,AAPL
2015-07-21,1.2863306310072617,1.5988265284561958,1.2429359061474219,0.21001424004481706,0.27014774991736007,25.0,AAPL
2015-10-27,1.2796378506976946,1.5344005437563164,1.199089682225106,0.23739123870855353,0.30377481447547683,25.0,AAPL
2016-01-26,1.2144876292995053,1.3791208595463242,1.1355577663164642,0.3827229488488585,0.4648122868259659,32.0,AAPL
2016-04-26,1.6679750928916484,1.42784513817581,0.8560350476819516,0.18940208184206744,0.315917955054394,32.0,AAPL
2016-07-26,2.192574509072375,1.8262864854516936,0.8329415843771489,0.14512379323692662,0.31819472971117524,25.0,AAPL
2016-10-25,1.2231691194459027,1.263473957918487,1.0329511576378274,0.13096657380480356,0.1601942687576684,32.0,AAPL
2017-01-31,2.978157403684448,1.724797025127173,0.5791490479963646,0.09142190934630767,0.27226883617867464,24.0,AAPL
2017-05-02,1.378025200826312,1.8085237301508927,1.3124025083622843,0.09880738190702877,0.13615906229555544,25.0,AAPL
2017-08-01,1.608571356561205,1.4836041425188424,0.9223116751814375,0.1549095308408957,0.24918303416899942,25.0,AAPL
2017-11-02,0.9664064024909711,1.350205134827132,1.3971400969063288,0.22740410090382954,0.21976477906616368,24.0,AAPL
2018-02-01,1.4133349174165588,1.3230417810895772,0.9361134185434059,0.1767378918696791,0.2497898338100096,24.0,AAPL
2018-05-01,1.3608853328172519,1.4335981032920706,1.0534304902267493,0.2575327952961716,0.35047260383798773,25.0,AAPL
2018-07-31,2.028902589455148,1.433768372625343,0.7066718629455615,0.1494595121895382,0.3032387913000573,39.0,AAPL
2018-11-01,1.357140047754525,1.4650192059638854,1.079490070599459,0.32143370501436763,0.4362305537731128,24.0,AAPL
2019-01-29,1.0860213071719473,1.2078602103816598,1.112188317489817,0.4025454616486596,0.43717294845581234,32.0,AAPL
2019-04-30,1.7750025400213278,1.3608248389598563,0.7666607840141485,0.14972154635296375,0.2657561250724316,32.0,AAPL
2019-07-30,1.3083412894477582,1.4006253801983668,1.070535181832839,0.1734353660110978,0.2269126504028036,32.0,AAPL
2019-10-30,1.3384747917551014,1.4520989864448408,1.0848907991317098,0.16443605182147883,0.22009351021878493,32.0,AAPL
2020-01-28,2.042595075082813,1.4304199840883023,0.7002954239622402,0.16050929381969703,0.3278554930611333,25.0,AAPL
2020-04-30,0.8620976857772856,1.3991096828561411,1.6229131639469303,0.5346248399049465,0.4608988372411062,24.0,AAPL
2020-07-30,1.7280073887468654,1.3671779791780831,0.7911875771373569,0.31386615682435015,0.5423630380700595,31.0,AAPL
2020-10-29,1.3253417478010137,1.083394537269007,0.8174454166757806,0.3448797642340758,0.4570835495111915,38.0,AAPL
2021-01-27,1.140118277495297,1.1709608500915865,1.0270520815296873,0.3353549040772595,0.38234425558616564,32.0,AAPL
2021-04-28,0.8859461462140159,1.2871330928704863,1.45283446219716,0.22799819000775887,0.20199411778114493,25.0,AAPL
2021-07-27,0.899782529837843,1.5065365782819957,1.674334106657417,0.22768146792348076,0.20486380720538322,25.0,AAPL
2021-10-28,1.194190404332273,1.5586222435740247,1.3051706310146767,0.16425418759913812,0.1961507747022838,31.0,AAPL
2022-01-27,1.7996827942418927,1.2619039668129912,0.7011813253149214,0.22359267547282746,0.4023958909669588,31.0,AAPL
2022-04-28,1.3889838907426393,1.3564255871986968,0.9765596248013109,0.26749645953467044,0.3715482731243475,24.0,AAPL
2022-07-28,1.0788814774928634,1.3238728055251565,1.227079000931234,0.2658716490587239,0.2868439975599401,31.0,AAPL
2022-10-27,1.423942461270828,1.2878029264407858,0.9043925309253426,0.3418415107051496,0.4867626421180289,31.0,AAPL
2023-02-02,1.118400699630221,1.2338440946468323,1.1032218551497515,0.2580988172193772,0.288657897751884,31.0,AAPL
2023-05-04,1.4010635803664533,1.2915100917871483,0.9218069114674646,0.1933117305501615,0.27084202533144436,31.0,AAPL
2023-08-03,2.018395307408265,1.723988645107986,0.8541382546720672,0.12789245513286293,0.25813753129309264,25.0,AAPL
2000-01-18,1.1840002145482755,1.1242527769585193,0.9495376463149111,0.4224370499839785,0.5001655578141712,33.0,MSFT
2000-04-20,1.3867166709583665,1.0322207571110154,0.7443631267500683,0.6984069538553157,0.9684925660244169,32.0,MSFT
2000-07-18,1.2710207083642833,1.1899127063556203,0.9361867186939515,0.3620521121240665,0.4601757320167159,33.0,MSFT
2000-10-18,2.65256175264087,1.1049971306353954,0.41657734434844684,0.38247282766326895,1.01453279408399,33.0,MSFT
2001-01-18,1.0672194214250763,1.188052517914654,1.1132223552755693,0.6955359299197751,0.7422894527093348,32.0,MSFT
2001-04-19,0.9158093483176307,1.2205301747689432,1.332733911278689,0.59791926133574,0.5475800490704432,32.0,MSFT
2001-07-19,1.0287706310551477,1.2531406742835807,1.2180953037105173,0.4581943770819809,0.4713769184565498,32.0,MSFT
2001-10-18,0.9615943631095103,inf,inf,0.48404746233668483,0.4654573112604191,32.0,MSFT
2002-01-17,1.630546542805326,inf,inf,0.2301490813786012,0.37526878897169985,32.0,MSFT
2002-04-18,1.0204656814949424,1.2958226108119855,1.2698345807314715,0.3635559616773033,0.37099638219457853,32.0,MSFT
2002-07-18,1.1722742558631476,inf,inf,0.3773023738712074,0.4423018595652688,32.0,MSFT
2002-10-17,1.0704826266132321,inf,inf,0.4878133949584915,0.522195764332284,32.0,MSFT
2003-01-16,1.3788303677364657,inf,inf,0.3009301072902443,0.4149315704979816,32.0,MSFT
2003-04-15,0.8801490413088698,inf,inf,0.5269636793376384,0.4638065771736172,33.0,MSFT
2003-07-17,1.1197118460870172,inf,inf,0.27560481400392817,0.30859797507880743,32.0,MSFT
2003-10-23,1.8097570552077662,inf,inf,0.23344630976778036,0.42248110611445816,25.0,MSFT
2004-01-22,1.0666464333039158,inf,inf,0.14610776022712116,0.15584532132428253,25.0,MSFT
2004-04-22,1.8409697607564068,inf,inf,0.17904254747435885,0.32961191578908805,25.0,MSFT
2004-07-22,1.3725549604018241,inf,inf,0.1930977333892471,0.26503725180576004,25.0,MSFT
2005-01-27,1.0354072174115143,inf,inf,0.10714860298392674,0.11094243686511866,25.0,MSFT
2005-07-21,1.4476693209659277,inf,inf,0.14353276275628177,0.20778797719575004,25.0,MSFT
2005-10-27,1.1576403383447564,inf,inf,0.16157985296696564,0.1870513556583741,25.0,MSFT
2006-01-26,1.7175623346858417,inf,inf,0.15011101248713032,0.2578250210694511,25.0,MSFT
2006-04-27,4.66533731794477,inf,inf,0.11442999505298461,0.5338545262129245,25.0,MSFT
2006-07-20,1.5054253225482384,1.2293790174316679,0.8166323490232608,0.2072869958386722,0.3120550925704884,32.0,MSFT
2006-10-26,0.844482401575057,inf,inf,0.12804983825144747,0.10813583492787997,25.0,MSFT
2007-01-25,0.9882390782681979,inf,inf,0.1808373055105595,0.17871049211425982,25.0,MSFT
2007-04-26,1.2978897923136672,inf,inf,0.1558121886218331,0.2022270491303289,25.0,MSFT
2007-07-19,1.1178661477937046,1.5272525073487928,1.3662212693023046,0.17318550853021814,0.1935982172743687,32.0,MSFT
2007-10-25,2.1189356555788867,inf,inf,0.22319698951554548,0.4729400593023563,25.0,MSFT
2008-01-24,1.1196708857348685,inf,inf,0.2745340094583831,0.30738773753461257,26.0,MSFT
2008-04-24,1.5891580272755677,inf,inf,0.274727722810743,0.4365857660198293,25.0,MSFT
2008-07-17,1.7528429078201229,inf,inf,0.24743755665419115,0.4337191663096388,32.0,MSFT
2008-10-23,0.9029482181357199,inf,inf,0.9975759524843943,0.9007594287508275,25.0,MSFT
2009-01-22,1.3881171449859302,inf,inf,0.5210832757365217,0.7233246290152967,25.0,MSFT
2009-04-23,1.2775783186261427,inf,inf,0.5041615750855832,0.6441058974137472,25.0,MSFT
2009-07-23,1.6169495422834717,inf,inf,0.3051019924572353,0.49333452705350184,25.0,MSFT
2009-10-23,1.4175914370745155,inf,inf,0.2030683379801867,0.2878679370616663,24.0,MSFT
2010-04-22,1.0084383164252249,inf,inf,0.13539764226467121,0.13654017041332991,25.0,MSFT
2010-07-22,0.9454479326707449,inf,inf,0.27632620055527185,0.2612520350577434,25.0,MSFT
2011-01-27,1.3475327149014422,1.5579905196541652,1.156180107855946,0.17434210681646642,0.2349316925200302,25.0,MSFT
2011-07-21,1.2544986910965212,1.6605774850576336,1.3236980611005424,0.1799742325522978,0.22577743916795853,25.0,MSFT
2011-10-20,0.8182939980486006,1.463041468556239,1.787916655927061,0.2472736794170099,0.20234256774233297,32.0,MSFT
2012-01-19,1.59953027532662,1.4766087576875524,0.9231514904499276,0.18110374463417336,0.2896809225173812,32.0,MSFT
2012-04-19,1.42553119757046,1.496308178266353,1.049649548755242,0.1931173558563197,0.2752948155655001,32.0,MSFT
2012-07-19,1.1109894974640444,1.3940388332004447,1.2547722875711171,0.25640448088299206,0.28486268536372455,32.0,MSFT
2012-10-18,1.308602605833543,1.4898901144906254,1.1385351884895625,0.14980941881639687,0.19604099584154552,32.0,MSFT
2013-01-24,0.9285658544020692,1.4866479956615521,1.6010151446058163,0.17069173826686024,0.15849851978314144,26.0,MSFT
2013-04-18,1.1083184221662228,1.5114824375249885,1.3637619002766157,0.2809597815425515,0.3113929017714073,32.0,MSFT
2013-07-18,2.921787230986306,1.4605793684510244,0.49989244697943913,0.1958460690527237,0.5722205437971105,32.0,MSFT
2013-10-24,2.2014780876295763,1.4167660707196423,0.6435522018959242,0.14739212044790653,0.32448052345532546,25.0,MSFT
2014-01-23,1.0143423669764429,1.4716394424930177,1.4508310905712125,0.2477826305763295,0.25133641999444356,25.0,MSFT
2014-04-24,0.9455408364243175,1.3997038315942587,1.4803208678827835,0.22325131382622598,0.21109323400807753,31.0,MSFT
2014-07-22,0.874308485089828,1.5749452629931053,1.801361064031413,0.18522932362547812,0.16194756933320525,32.0,MSFT
2014-10-23,1.0070037141490387,1.5569292785108217,1.5461008302501582,0.25228150986568837,0.25404841744587553,31.0,MSFT
2015-01-26,2.1335696700820965,1.7509221739097807,0.820653854646522,0.2266482740351699,0.483569883257894,22.0,MSFT
2015-04-23,2.1885360999009347,1.6161368336188073,0.7384556433370977,0.2285121690568051,0.5001071312474833,24.0,MSFT
2015-07-21,1.4366654763090314,1.4098077708482752,0.9813055259532255,0.15498022806824097,0.22265474317614173,25.0,MSFT
2015-10-22,2.782658654990262,1.5629056583275514,0.5616591368563029,0.17075206771726503,0.47514471909093087,24.0,MSFT
2016-01-28,1.217618738948059,1.4415090737738738,1.1838755660242557,0.3176342017710718,0.3867573562072658,31.0,MSFT
2016-04-21,2.3086695585529036,1.3971254061092178,0.6051647369513329,0.15920781837262402,0.36755824376049673,31.0,MSFT
2016-07-19,1.4472396255511342,1.4040972781794696,0.9701899073173628,0.19926906541924205,0.28839008762126833,25.0,MSFT
2016-10-20,1.9341228957874355,1.4995749212696619,0.7753255620600794,0.1222903609959418,0.23652458713636182,31.0,MSFT
2017-01-26,1.4770533734472162,1.5429104212794995,1.044586775952844,0.10124707309950974,0.14954733087328775,24.0,MSFT
2017-04-27,0.9151208800682002,1.6783812591946579,1.83405416240702,0.1193774510855005,0.10924479809766174,24.0,MSFT
2017-07-20,0.852966378835898,1.5412859172960272,1.8069714768822733,0.1679288148098961,0.1432376330706012,31.0,MSFT
2017-10-26,3.2574571009471343,2.234234868749161,0.6858831289288622,0.09024843786928016,0.2939804147866729,24.0,MSFT
2018-01-31,2.0224502050085222,1.6338459335372215,0.8078547147865808,0.14722948696893115,0.2977643061036144,24.0,MSFT
2018-04-26,1.049496947337818,1.4777201067893713,1.408027065288561,0.28939330629817617,0.303717391539934,24.0,MSFT
2018-07-19,1.0495487238688863,1.5914310609684383,1.5163003153412877,0.1655694618350683,0.1737732173806542,31.0,MSFT
2018-10-24,1.4700344921569204,1.9938170076051247,1.356306275970219,0.3085092694190142,0.45351926719608304,32.0,MSFT
2019-01-30,1.1369663070569798,1.5213730030509858,1.3380985818208078,0.29902301080953714,0.3399790883251788,32.0,MSFT
2019-04-24,1.487955727519804,1.435912164813581,0.9650234467708446,0.11206443356629464,0.1667469157762307,24.0,MSFT
2019-07-18,1.0088438155543893,1.4287365596689598,1.4162118433405146,0.1418147421393162,0.1430689255616896,31.0,MSFT
2019-10-23,1.1715971155074114,1.4004535336386363,1.195337130061223,0.17905486694456407,0.20978016562981464,32.0,MSFT
2020-01-29,1.424082674557838,1.4750445644191983,1.0357857663545997,0.16573089887405307,0.2360145017254361,25.0,MSFT
2020-04-29,0.9228843849283344,1.3249505280944507,1.4356625268909913,0.5562788722340838,0.5133810848503799,25.0,MSFT
2020-07-22,1.0533820488328902,1.2249665540110843,1.1628891486885538,0.3258669184361579,0.3432623621891403,32.0,MSFT
2020-10-27,1.3251218817498769,1.2668196876311117,0.9560023912353068,0.24644807273114858,0.32657373389113015,25.0,MSFT
2021-01-26,1.1358439019974211,1.3804722037233292,1.2153714091308856,0.24938138971869792,0.2832583307836254,25.0,MSFT
2021-04-27,1.0596687096287167,1.5663961472706536,1.4781942063944518,0.19877185648875445,0.2106323166759429,25.0,MSFT
2021-07-27,0.9239848806575374,1.7848774787812614,1.931717191639635,0.14574208366440555,0.13466348178143658,25.0,MSFT
2021-10-26,1.2955119340146835,1.6361799218207218,1.2629601309424736,0.182975792546372,0.23704732287961988,32.0,MSFT
2022-01-25,1.1787382479402926,1.4781773807713898,1.2540336103917322,0.2750129415064292,0.3241682728321945,25.0,MSFT
2022-04-26,1.4673858155590365,1.4291593982391277,0.973949307050276,0.30491023930451056,0.44742096017415023,32.0,MSFT
2022-07-26,1.4698459108694821,1.301873411696856,0.8857210147468706,0.2762786273608096,0.40608701068691944,32.0,MSFT
2022-10-25,1.4011285989606246,1.315169831997758,0.9386503372876467,0.36949802398227016,0.5177142486609975,32.0,MSFT
2023-01-24,0.8891671869770893,1.2582593891366092,1.4150987660873164,0.33353670912904265,0.2965698974098665,21.0,MSFT
2023-04-25,1.9235054304528028,1.3415947632921517,0.6974738631106092,0.20718226870255113,0.39851621894288886,32.0,MSFT
2023-07-25,1.183189867070285,1.413655737206258,1.1947835056317995,0.2717413022263495,0.32152155525870063,32.0,MSFT
2004-10-21,2.718758898655688,1.172845440651719,0.4313900144774301,0.31039425606591436,0.8438871457708169,25.0,GOOGL
2005-04-21,1.4949207158697084,0.9934850779799724,0.6645737579480843,0.24867507546431333,0.37174952183206506,25.0,GOOGL
2005-07-21,1.3526865379470479,1.0157805679754934,0.7509356672663634,0.2317430683132543,0.31347572876988217,25.0,GOOGL
2005-10-20,2.396713979737303,1.094945178180893,0.4568526688782893,0.2515234712240504,0.6028298197147348,32.0,GOOGL
2006-04-20,1.0266684617243802,1.1534024704220882,1.1234420004339543,0.3429167883827436,0.35206185162837617,32.0,GOOGL
2006-07-20,1.0113833395970562,1.2145922656572994,1.2009217653725672,0.22873142504611155,0.23133515253393003,32.0,GOOGL
2006-10-19,2.04189610859308,1.1693322404596709,0.5726698021210156,0.20844060005840961,0.4256140501320731,32.0,GOOGL
2007-04-19,1.0442278578099762,1.215436511459686,1.1639571788563272,0.17924545686987586,0.18717309944940094,32.0,GOOGL
2007-07-19,2.3063241650909223,1.2103417004284982,0.5247925329615505,0.11986578472755952,0.27644935588475694,32.0,GOOGL
2007-10-18,0.8855066594722004,inf,inf,0.25958171554189013,0.2298613377895621,32.0,GOOGL
2008-04-17,2.398836690388037,inf,inf,0.4092720072879813,0.9817767074311696,32.0,GOOGL
2008-07-17,1.8910375770897745,inf,inf,0.27948865900029113,0.5285235565399807,32.0,GOOGL
2008-10-16,0.9187024000526512,inf,inf,0.9809566545454156,0.9012072328784928,32.0,GOOGL
2009-01-22,1.2269194532503567,1.138102460116507,0.9276097604463313,0.46771861329678777,0.5738530653011098,25.0,GOOGL
2009-04-16,1.0890971379800016,inf,inf,0.34942084693591596,0.3805532443484543,32.0,GOOGL
2009-07-16,1.057236780119948,inf,inf,0.27468839356801017,0.29041067275216415,32.0,GOOGL
2009-10-15,1.1151777370945752,inf,inf,0.21691831062642852,0.24190247077875873,32.0,GOOGL
2010-01-21,1.5422863485667546,1.3537625161104094,0.8777634045509511,0.19834633278622688,0.3059068413444762,25.0,GOOGL
2010-04-15,2.7865455993292674,inf,inf,0.1415331893410451,0.39438868591732523,32.0,GOOGL
2010-07-15,1.4310429924466719,inf,inf,0.302204124391682,0.43246709449919885,32.0,GOOGL
2010-10-14,2.569212888476926,inf,inf,0.20388856053147997,0.5238331175304862,32.0,GOOGL
2011-01-20,1.2492584804169469,1.3679640293710236,1.0950208069946086,0.15619482443479912,0.19512770902240895,32.0,GOOGL
2011-04-14,2.07816844471004,inf,inf,0.19810395911643056,0.4116933966078939,32.0,GOOGL
2011-07-14,2.294517907955876,1.4119188576264692,0.6153444489279709,0.27699249694678824,0.635564244613819,32.0,GOOGL
2011-10-13,1.1299752036078463,inf,inf,0.34378957413111977,0.38847369402706683,39.0,GOOGL
2012-01-19,1.8518686917151126,1.2323263661029547,0.6654501864069167,0.23656249925598039,0.4380826860060297,32.0,GOOGL
2012-04-12,2.0001014058701774,1.2680785410486204,0.6340071245022308,0.14544108340990583,0.2908969153994344,39.0,GOOGL
2012-07-19,1.1105345687835266,1.2670429900827833,1.1409307064350955,0.19800682550933993,0.21989342458320982,32.0,GOOGL
2012-10-18,2.47762779537297,1.2707615483366892,0.5128944511802246,0.15519929760463227,0.38452609356759854,32.0,GOOGL
2013-01-22,1.697815099140286,1.4618316808516592,0.8610075865103799,0.17174509347987446,0.29159141291339075,26.0,GOOGL
2013-04-18,1.8054864521860683,1.3377226150217238,0.7409208822375932,0.15291069110166977,0.27607818117847355,32.0,GOOGL
2013-07-18,1.2490720165725053,1.243224797063359,0.9953187490940744,0.1263273317099744,0.1577919349672015,32.0,GOOGL
2013-10-17,4.512059299646093,1.272925166621636,0.28211623165535055,0.1437408124691943,0.6485670696403131,32.0,GOOGL
2014-01-30,1.6392004677526038,1.3744877976072034,0.838511106266136,0.22312796080906436,0.36575145772690293,24.0,GOOGL
2014-07-17,1.5153524994398686,1.37691345898429,0.9086423518575705,0.17007203828858952,0.25771908830544715,32.0,GOOGL
2014-10-16,1.055002611981033,1.4330656497803747,1.3583527031174198,0.23487454219979575,0.24779325550863388,32.0,GOOGL
2015-01-29,1.4054201124784533,1.6280574239115577,1.1584133523181792,0.23284967350530852,0.32725161432840183,24.0,GOOGL
2015-04-23,1.1537447019859812,1.4927813330797775,1.2938575843600413,0.20073314714516252,0.23159480503170365,31.0,GOOGL
2015-07-16,3.5524860588345577,1.6553533530719513,0.4659704009127098,0.2121883362424267,0.7537961063485203,38.0,GOOGL
2015-10-22,1.697485827250782,1.3787797629940737,0.8122481736575798,0.19608909744689523,0.3328584637945022,24.0,GOOGL
2016-02-01,1.1538538503716531,1.3570350493076238,1.1760891978395067,0.33597512658643813,0.38766619344086517,25.0,GOOGL
2016-04-21,2.2475461477116325,1.2835932050918482,0.5711087206813328,0.12769449909794356,0.2869992795315496,24.0,GOOGL
2016-07-28,1.1763870499211895,1.4664696097087397,1.2465876854110083,0.1595086887352925,0.18764395577810802,24.0,GOOGL
2016-10-27,1.0131665441109219,1.4176037385589502,1.3991813555222865,0.13808901810555374,0.1399071732536744,31.0,GOOGL
2017-01-26,1.3900709297975,1.4250707839907444,1.025178466395483,0.13586572429247926,0.18886299369485743,24.0,GOOGL
2017-04-27,1.338117654519814,1.9019993651323384,1.421399201114998,0.14462866361951499,0.19353016813888052,24.0,GOOGL
2017-07-24,1.2466971781860112,1.7427421876341422,1.3978873283164834,0.15411156999699177,0.1921304594410656,21.0,GOOGL
2017-10-26,1.4471906487874306,1.6544034867404227,1.1431828198493483,0.1594625286555839,0.23077268030235873,24.0,GOOGL
2018-02-01,3.1231540401805833,1.9655943327216117,0.6293619550728146,0.11548215066640977,0.3606685454225405,24.0,GOOGL
2018-04-23,1.1501924323532446,1.4710847029305638,1.2789900729226564,0.27737198349203424,0.31903115635934687,21.0,GOOGL
2018-07-23,1.3960902111076574,1.5284489202025355,1.0948067023475974,0.19016191055247833,0.2654831818478449,21.0,GOOGL
2018-10-25,1.5067796284116721,1.6870492797722676,1.1196390288011933,0.2861755518412706,0.4312034916638949,31.0,GOOGL
2019-02-04,0.9677405471361056,1.3244335218638381,1.3685832693311406,0.2956815005050325,0.28614297707676484,35.0,GOOGL
2019-04-29,3.0975811157730355,1.4645180076546196,0.47279407799757744,0.12052368455064762,0.3733318892674724,20.0,GOOGL
2019-07-25,2.9167846518805662,1.3705979557098444,0.4699002906594993,0.157658156742217,0.45985489182947914,31.0,GOOGL
2019-10-28,1.2083340401170346,1.423421376240288,1.1780032085352996,0.14646199143956262,0.17697500983975326,21.0,GOOGL
2020-02-03,1.3368267003716485,1.8910066777880628,1.4145488545840292,0.18580833140264227,0.24839353857055602,21.0,GOOGL
2020-04-28,1.148787984164939,1.2819288912989526,1.1158968486520116,0.5142464614552067,0.5907601558190799,32.0,GOOGL
2020-07-30,1.0390328110593412,1.3843553784706149,1.3323500121802714,0.27100084810353886,0.2815787730044855,31.0,GOOGL
2020-10-29,1.324317111140541,1.1684534710609755,0.8823064062463627,0.3060076546117391,0.4052511731423108,38.0,GOOGL
2021-02-02,1.2155975637032237,1.2927931040416227,1.0635041913898122,0.35726114086899285,0.4342857724461819,32.0,GOOGL
2021-04-27,1.110011926439566,1.410312052088581,1.2705377469341674,0.21684677118940987,0.24070250223015663,32.0,GOOGL
2021-07-27,1.0992507033950183,1.4841628877058533,1.3501586882064662,0.21785357138923975,0.23947569158673865,32.0,GOOGL
2021-10-26,1.2180135849607503,1.5216772197265553,1.2493105483512241,0.24843704172296072,0.30259969182602686,32.0,GOOGL
