feature,random_forest_mean,random_forest_std,xgboost_mean,xgboost_std,average_importance,difference,agreement
normative_iv_rv_ratio,0.41078833809154863,0.05054232494137723,0.2646899309295874,0.029523577504172192,0.33773913451056803,0.1460984071619612,0.644346263964773
ievr,0.20303862804889544,0.02563336554639857,0.14647046046761367,0.021600968739544518,0.17475454425825454,0.056568167581281775,0.7213920911263294
vol_hl21,0.10329542078190591,0.05413681497883872,0.13382604374335363,0.018333266772459122,0.11856073226262978,-0.03053062296144772,0.7718633674922188
dispersion_pct_ibes,0.0735839208752799,0.020133164980092804,0.11808235112291116,0.013912751589852182,0.09583313599909553,-0.044498430247631254,0.6231576537520571
IV_RATIO,0.07765562076088459,0.01639245150381561,0.112348655382028,0.009712755248052358,0.0950021380714563,-0.03469303462114341,0.6912020486300086
z_score_momentum,0.06591902973256998,0.012898205967042825,0.11381590624268238,0.012589080818145934,0.08986746798762618,-0.0478968765101124,0.5791723837968223
SMIRK,0.0657190417089155,0.010610282127953409,0.11076666615330256,0.010962763118978163,0.08824285393110903,-0.04504762444438706,0.5933106411089366
