window_id,algorithm,train_start,train_end,test_start,test_end,test_year,train_r2,test_r2,test_rmse,train_size,test_size,importance_ievr,importance_raw_ievr,importance_normative_iv_rv_ratio,importance_raw_normative_iv_rv_ratio,importance_IV_RATIO,importance_raw_IV_RATIO,importance_SMIRK,importance_raw_SMIRK,importance_vol_hl21,importance_raw_vol_hl21,importance_z_score_momentum,importance_raw_z_score_momentum,importance_dispersion_pct_ibes,importance_raw_dispersion_pct_ibes
7,XGBoost,2008-01,2012-12,2013-01,2013-06,2013,0.6171576205092727,0.05333647116407536,0.2234018268989992,3739,477,0.1259908378124237,0.1259908229112625,0.22475191950798035,0.22475190460681915,0.11705773323774338,0.11705772578716278,0.12695510685443878,0.1269550919532776,0.13779878616333008,0.13779877126216888,0.13136884570121765,0.13136883080005646,0.13607680797576904,0.13607679307460785
8,RandomForest,2008-07,2013-06,2013-07,2013-12,2013,0.37791054627286214,0.2421489289508889,0.21965538250075328,3857,457,0.17728998218464148,0.17728998218464148,0.37850082131680607,0.37850082131680607,0.08419190967306447,0.08419190967306447,0.08537500968302704,0.08537500968302704,0.09113200243575044,0.09113200243575044,0.09101782529180868,0.09101782529180868,0.09249244941490174,0.09249244941490174
8,XGBoost,2008-07,2013-06,2013-07,2013-12,2013,0.6092821874247638,0.1822756402290132,0.22816728945853643,3857,457,0.131337508559227,0.131337508559227,0.23024390637874603,0.23024390637874603,0.11271652579307556,0.11271652579307556,0.12789328396320343,0.12789328396320343,0.13539552688598633,0.13539552688598633,0.12957848608493805,0.12957848608493805,0.1328347772359848,0.1328347772359848
9,RandomForest,2009-01,2013-12,2014-01,2014-06,2014,0.39107772629683,0.20426332011271742,0.19523348008547778,4011,493,0.1843100298415229,0.1843100298415229,0.40927414211924257,0.40927414211924257,0.06871040259232583,0.06871040259232583,0.07783794537811789,0.07783794537811789,0.09298656840039773,0.09298656840039773,0.08329001443030298,0.08329001443030298,0.08359089723809009,0.08359089723809009
9,XGBoost,2009-01,2013-12,2014-01,2014-06,2014,0.6140793688514978,0.11421538791611041,0.20598408786005892,4011,493,0.12520967423915863,0.12520965933799744,0.2537696957588196,0.2537696659564972,0.10566579550504684,0.10566578060388565,0.12369657307863235,0.12369655817747116,0.1304316222667694,0.13043160736560822,0.13067075610160828,0.13067074120044708,0.13055594265460968,0.1305559277534485
10,RandomForest,2009-07,2014-06,2014-07,2014-12,2014,0.383298321455283,0.28967444110456997,0.20234461650252727,4147,520,0.17854965856757907,0.17854965856757907,0.42515508736137647,0.42515508736137647,0.07239036133487492,0.07239036133487492,0.07463214839941305,0.07463214839941305,0.08507971591436865,0.08507971591436865,0.08078600219230796,0.08078600219230796,0.08340702623007995,0.08340702623007995
10,XGBoost,2009-07,2014-06,2014-07,2014-12,2014,0.5904479551541393,0.24963880856554632,0.20796876629471617,4147,520,0.12884023785591125,0.12884023785591125,0.2535756528377533,0.2535756528377533,0.11246663331985474,0.11246663331985474,0.11745363473892212,0.11745363473892212,0.13379687070846558,0.13379687070846558,0.12709714472293854,0.12709714472293854,0.12676985561847687,0.12676985561847687
11,RandomForest,2010-01,2014-12,2015-01,2015-06,2015,0.39056444313046934,0.23001747420015017,0.20989310778052522,4365,570,0.1693980085354694,0.1693980085354694,0.4615764145227415,0.4615764145227415,0.07448667100884607,0.07448667100884607,0.06807570133882412,0.06807570133882412,0.08243206770929444,0.08243206770929444,0.07157204394850218,0.07157204394850218,0.07245909293632229,0.07245909293632229
11,XGBoost,2010-01,2014-12,2015-01,2015-06,2015,0.5976264635768612,0.21388715975582673,0.21208023128489595,4365,570,0.1253521591424942,0.125352144241333,0.26406770944595337,0.264067679643631,0.10898416489362717,0.10898414999246597,0.12190528959035873,0.12190527468919754,0.1374993920326233,0.1374993771314621,0.11893067508935928,0.11893066018819809,0.12326065450906754,0.12326063960790634
12,RandomForest,2010-07,2015-06,2015-07,2015-12,2015,0.4083035543758329,0.17034298066003606,0.21818948352133033,4578,566,0.17528508879750496,0.17528508879750496,0.4540276809265527,0.4540276809265527,0.07812883694811919,0.07812883694811919,0.06310457018656909,0.06310457018656909,0.08073467796408501,0.08073467796408501,0.07369879076788566,0.07369879076788566,0.07502035440928333,0.07502035440928333
12,XGBoost,2010-07,2015-06,2015-07,2015-12,2015,0.5922308706422852,0.10579706396421129,0.22651791948015546,4578,566,0.1359155774116516,0.1359155923128128,0.2686164379119873,0.2686164677143097,0.10681934654712677,0.10681936144828796,0.11726371198892593,0.11726372689008713,0.1281891167163849,0.12818913161754608,0.1253192126750946,0.1253192275762558,0.11787650734186172,0.11787652224302292
13,RandomForest,2011-01,2015-12,2016-01,2016-06,2016,0.4213853970905048,0.18408651313500846,0.22153561199704008,4781,592,0.17961996308276548,0.17961996308276545,0.47916199169744716,0.4791619916974471,0.07137961448301668,0.07137961448301666,0.05719398890267923,0.057193988902679224,0.07471557544167676,0.07471557544167674,0.07211519879772699,0.07211519879772697,0.06581366759468782,0.0658136675946878
13,XGBoost,2011-01,2015-12,2016-01,2016-06,2016,0.5968910466059503,0.15056762912181754,0.2260403114513756,4781,592,0.13295108079910278,0.1329510658979416,0.3089534044265747,0.3089533746242523,0.10413505882024765,0.10413505136966705,0.10375236719846725,0.10375235974788666,0.12167848646640778,0.12167847901582718,0.11540521681308746,0.11540520936250687,0.11312445998191833,0.11312445253133774
14,RandomForest,2011-07,2016-06,2016-07,2016-12,2016,0.4188243212622704,0.21412769905418516,0.2294397889573026,4973,609,0.1845078484628752,0.1845078484628752,0.47297575943288916,0.47297575943288916,0.07549906366114269,0.07549906366114269,0.059593222663534076,0.059593222663534076,0.07179723870827272,0.07179723870827272,0.06730871071702223,0.06730871071702223,0.06831815635426394,0.06831815635426394
14,XGBoost,2011-07,2016-06,2016-07,2016-12,2016,0.5769295691667979,0.18012302600584718,0.23435114966524428,4973,609,0.13637205958366394,0.13637205958366394,0.30782970786094666,0.30782970786094666,0.10671630501747131,0.10671630501747131,0.10334345698356628,0.10334345698356628,0.11945036053657532,0.11945036053657532,0.1135450080037117,0.1135450080037117,0.11274311691522598,0.11274311691522598
15,RandomForest,2012-01,2016-12,2017-01,2017-06,2017,0.42505468008013336,0.2134116538211529,0.23581837994266172,5195,637,0.21257159628415656,0.21257159628415656,0.461427815491629,0.461427815491629,0.07153714413008093,0.07153714413008093,0.0631843901454002,0.0631843901454002,0.06737105445887512,0.06737105445887512,0.061178150865235405,0.061178150865235405,0.06272984862462293,0.06272984862462293
15,XGBoost,2012-01,2016-12,2017-01,2017-06,2017,0.578944751495394,0.2033665273755838,0.23731936237714474,5195,637,0.14518588781356812,0.14518588781356812,0.2973906993865967,0.2973906993865967,0.10692672431468964,0.10692672431468964,0.10965784639120102,0.10965784639120102,0.12275312095880508,0.12275312095880508,0.1050976887345314,0.1050976887345314,0.11298804730176926,0.11298804730176926
16,RandomForest,2012-07,2017-06,2017-07,2017-12,2017,0.43440606904851065,0.1680511892844041,0.22787529995344513,5403,644,0.21598475806325002,0.21598475806324993,0.4732856568848911,0.47328565688489094,0.06811494653261159,0.06811494653261156,0.06188622506898229,0.06188622506898227,0.06434575596473509,0.06434575596473506,0.06505377087428747,0.06505377087428744,0.05132888661124262,0.05132888661124261
16,XGBoost,2012-07,2017-06,2017-07,2017-12,2017,0.5901355403672846,0.1441207140844677,0.2311294088577003,5403,644,0.15102477371692657,0.15102477371692657,0.31314197182655334,0.31314197182655334,0.10645052790641785,0.10645052790641785,0.09984103590250015,0.09984103590250015,0.11635125428438187,0.11635125428438187,0.10422908514738083,0.10422908514738083,0.10896134376525879,0.10896134376525879
17,RandomForest,2013-01,2017-12,2018-01,2018-06,2018,0.42933944876027996,0.15564413009033307,0.2086855080412183,5646,672,0.22305894896387052,0.22305894896387057,0.46354167822770515,0.46354167822770526,0.07402848579220038,0.0740284857922004,0.06337588460015865,0.06337588460015867,0.0646722213141791,0.06467222131417912,0.05870714722549729,0.0587071472254973,0.05261563387638874,0.052615633876388755
17,XGBoost,2013-01,2017-12,2018-01,2018-06,2018,0.5760292339441224,0.13120751348401627,0.21168376716675472,5646,672,0.1632579118013382,0.1632579118013382,0.29638001322746277,0.29638001322746277,0.1145244762301445,0.1145244762301445,0.10313760489225388,0.10313760489225388,0.11791795492172241,0.11791795492172241,0.1000467836856842,0.1000467836856842,0.10473525524139404,0.10473525524139404
18,RandomForest,2013-07,2018-06,2018-07,2018-12,2018,0.43116683549649826,0.04602618400996705,0.21372710870261682,5847,678,0.2317914349962686,0.2317914349962686,0.4657946512411992,0.4657946512411992,0.06525535428698681,0.06525535428698681,0.06163461252159144,0.06163461252159144,0.06514983309356265,0.06514983309356265,0.05502755773318552,0.05502755773318552,0.05534655612720569,0.05534655612720569
18,XGBoost,2013-07,2018-06,2018-07,2018-12,2018,0.5712743970462636,0.00666738149295254,0.21809149610413744,5847,678,0.16165141761302948,0.1616514027118683,0.3050827383995056,0.3050827085971832,0.10926693677902222,0.10926692932844162,0.10403139144182205,0.10403138399124146,0.11441344022750854,0.11441343277692795,0.09965644031763077,0.09965643286705017,0.10589762032032013,0.10589761286973953
19,RandomForest,2014-01,2018-12,2019-01,2019-06,2019,0.4248192805523271,0.13442295032289808,0.22344598445389585,6077,671,0.2305342085869035,0.2305342085869036,0.45026833310498293,0.45026833310498315,0.06758529719867204,0.06758529719867207,0.0629086186798002,0.06290861867980023,0.0698800764236463,0.06988007642364633,0.05985948307552006,0.05985948307552009,0.05896398293047468,0.05896398293047471
19,XGBoost,2014-01,2018-12,2019-01,2019-06,2019,0.5631734926491222,0.10587152688584034,0.22710131578719028,6077,671,0.16134113073349,0.16134113073349,0.2970360517501831,0.2970360517501831,0.10559434443712234,0.10559434443712234,0.10544055700302124,0.10544055700302124,0.11633622646331787,0.11633622646331787,0.1070808470249176,0.1070808470249176,0.10717085748910904,0.10717085748910904
20,RandomForest,2014-07,2019-06,2019-07,2019-12,2019,0.42703478940445405,0.1843061707107042,0.21228142446306258,6262,681,0.23010091362385748,0.23010091362385748,0.4499744054832258,0.4499744054832258,0.06541215338912212,0.06541215338912212,0.06475118922352209,0.06475118922352209,0.0745895356796527,0.0745895356796527,0.055630532239420646,0.055630532239420646,0.059541270361199314,0.059541270361199314
20,XGBoost,2014-07,2019-06,2019-07,2019-12,2019,0.5554232336666267,0.16098069699732354,0.21529521670559107,6262,681,0.1709391325712204,0.1709391325712204,0.28926217555999756,0.28926217555999756,0.1055554449558258,0.1055554449558258,0.10246963053941727,0.10246963053941727,0.11997287720441818,0.11997287720441818,0.10777750611305237,0.10777750611305237,0.10402318835258484,0.10402318835258484
21,RandomForest,2015-01,2019-12,2020-01,2020-06,2020,0.4197755039857439,0.3978113633324155,0.20365986434285283,6433,667,0.2515673832469611,0.2515673832469611,0.4392507991206606,0.4392507991206606,0.06275741810815255,0.06275741810815255,0.05851577110917902,0.05851577110917902,0.07284524975585985,0.07284524975585985,0.05344792935511636,0.05344792935511636,0.061615449304070556,0.061615449304070556
21,XGBoost,2015-01,2019-12,2020-01,2020-06,2020,0.5526525770070063,0.41233445032759364,0.2011890260135178,6433,667,0.17133447527885437,0.17133449018001556,0.28470873832702637,0.28470876812934875,0.10777952522039413,0.10777954012155533,0.10548403114080429,0.10548404604196548,0.11748193949460983,0.11748195439577103,0.10440406203269958,0.10440407693386078,0.10880716145038605,0.10880717635154724
22,RandomForest,2015-07,2020-06,2020-07,2020-12,2020,0.43529634218637125,0.2142421341187951,0.20141128251339246,6538,685,0.2285893651117331,0.2285893651117331,0.38043377246794197,0.38043377246794197,0.05657326116842098,0.05657326116842098,0.053693191824493086,0.053693191824493086,0.1860202122349237,0.1860202122349237,0.04457384301158611,0.04457384301158611,0.0501163541809011,0.0501163541809011
22,XGBoost,2015-07,2020-06,2020-07,2020-12,2020,0.5697694714043381,0.1998554666765604,0.2032467676528236,6538,685,0.17271339893341064,0.17271339893341064,0.274244487285614,0.274244487285614,0.10228686779737473,0.10228686779737473,0.09975568950176239,0.09975568950176239,0.15971848368644714,0.15971848368644714,0.09609315544366837,0.09609315544366837,0.09518791735172272,0.09518791735172272
23,RandomForest,2016-01,2020-12,2021-01,2021-06,2021,0.4395715319151213,0.17746005527979458,0.1948702775359498,6661,620,0.2339130350688678,0.2339130350688678,0.3386077409014802,0.3386077409014802,0.06108336364218829,0.06108336364218829,0.05691118613969293,0.05691118613969293,0.20746366780320302,0.20746366780320302,0.04919117963589526,0.04919117963589526,0.05282982680867259,0.05282982680867259
23,XGBoost,2016-01,2020-12,2021-01,2021-06,2021,0.565405836573081,0.1712146450728005,0.19560868747706528,6661,620,0.17382404208183289,0.17382404208183289,0.25255250930786133,0.25255250930786133,0.10173345357179642,0.10173345357179642,0.10321550816297531,0.10321550816297531,0.16600079834461212,0.16600079834461212,0.09851648658514023,0.09851648658514023,0.10415724664926529,0.10415724664926529
24,RandomForest,2016-07,2021-06,2021-07,2021-12,2021,0.446803974263304,0.18343190651382335,0.2155976254621834,6695,678,0.2326087292482223,0.2326087292482223,0.3360962444559565,0.3360962444559565,0.06019493285163364,0.06019493285163364,0.05164182025233809,0.05164182025233809,0.2158474850333341,0.2158474850333341,0.051174818644388276,0.051174818644388276,0.05243596951412719,0.05243596951412719
24,XGBoost,2016-07,2021-06,2021-07,2021-12,2021,0.5666187681592436,0.15300171889472458,0.21957810597796604,6695,678,0.19015298783779144,0.19015298783779144,0.2440146505832672,0.2440146505832672,0.10288797318935394,0.10288797318935394,0.09291750192642212,0.09291750192642212,0.17029142379760742,0.17029142379760742,0.09421026706695557,0.09421026706695557,0.1055251732468605,0.1055251732468605
25,RandomForest,2017-01,2021-12,2022-01,2022-06,2022,0.43874954529577814,0.030848818854480098,0.21460136943539615,6772,692,0.2297148064826496,0.22971480648264966,0.34243673248155654,0.3424367324815566,0.06915133436649093,0.06915133436649094,0.05435967928389644,0.054359679283896456,0.20073178148468745,0.2007317814846875,0.05142336845345327,0.051423368453453286,0.05218229744726568,0.05218229744726569
25,XGBoost,2017-01,2021-12,2022-01,2022-06,2022,0.556551126246714,-0.024383618238163818,0.22063176367969042,6772,692,0.18065214157104492,0.18065214157104492,0.25250664353370667,0.25250664353370667,0.1076606959104538,0.1076606959104538,0.09418278932571411,0.09418278932571411,0.15606634318828583,0.15606634318828583,0.10320241749286652,0.10320241749286652,0.10572895407676697,0.10572895407676697
26,RandomForest,2017-07,2022-06,2022-07,2022-12,2022,0.4307635556459877,0.17734302553217374,0.20357676558538065,6833,731,0.2030003956821557,0.2030003956821557,0.32856850138446253,0.32856850138446253,0.06880080890744228,0.06880080890744228,0.05525805508389906,0.05525805508389906,0.2358160110859728,0.2358160110859728,0.052798305924941974,0.052798305924941974,0.055757921931125685,0.055757921931125685
26,XGBoost,2017-07,2022-06,2022-07,2022-12,2022,0.5442458340243767,0.16009243909777227,0.20570012871693208,6833,731,0.16463571786880493,0.16463571786880493,0.2471625804901123,0.2471625804901123,0.10785355418920517,0.10785355418920517,0.09710804373025894,0.09710804373025894,0.18114708364009857,0.18114708364009857,0.10005414485931396,0.10005414485931396,0.1020389050245285,0.1020389050245285
