ticker,season,year,quarter,earnings_date,analysis_date,revr
NOC,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.2244726770145984
JCI,Q2 2006,2006,Q2,2006-04-19,2006-03-20,1.5460516238463262
CMI,Q2 2006,2006,Q2,2006-04-28,2006-03-29,1.4142690767571877
STT,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.7365636439704566
ODP,Q2 2006,2006,Q2,2006-04-25,2006-03-26,2.2742505072869283
DHR,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.5579904005529557
CAM,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.5633026019934
APOL,Q2 2006,2006,Q2,2006-06-20,2006-05-21,0.8065685468100764
SWN,Q2 2006,2006,Q2,2006-05-01,2006-04-01,0.8856949683910958
WMB,Q2 2006,2006,Q2,2006-05-04,2006-04-04,1.2204369858511601
WY,Q2 2006,2006,Q2,2006-04-26,2006-03-27,1.0279061003945449
MMC,Q2 2006,2006,Q2,2006-05-03,2006-04-03,0.8567663134989315
SO,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.2283052255890488
VRSN,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.8810475407093366
TLAB,Q2 2006,2006,Q2,2006-04-26,2006-03-27,1.8634737813273112
ADI,Q2 2006,2006,Q2,2006-05-11,2006-04-11,1.3258375172472385
JBL,Q2 2006,2006,Q2,2006-06-21,2006-05-22,0.5208089233314166
BEN,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.6526458184413546
BEAS,Q2 2006,2006,Q2,2006-05-17,2006-04-17,1.5417502533593375
HSY,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.9286573965159504
YUM,Q2 2006,2006,Q2,2006-04-24,2006-03-25,1.6351809178950103
MAR,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.871788299688618
HUM,Q2 2006,2006,Q2,2006-05-01,2006-04-01,1.0259524299286555
EXPD,Q2 2006,2006,Q2,2006-05-03,2006-04-03,2.6673326398494512
A,Q2 2006,2006,Q2,2006-05-15,2006-04-15,2.0520761130788605
WWY,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.4547053932837861
RYL,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.8767435759868436
DHI,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.0452888869285117
URBN,Q2 2006,2006,Q2,2006-05-11,2006-04-11,0.9942236229692559
PEG,Q2 2006,2006,Q2,2006-05-01,2006-04-01,0.6908651311329032
PCG,Q2 2006,2006,Q2,2006-05-03,2006-04-03,1.2294610985202874
APD,Q2 2006,2006,Q2,2006-04-26,2006-03-27,0.6797688245748825
STLD,Q2 2006,2006,Q2,2006-04-19,2006-03-20,1.0073333667674498
CTSH,Q2 2006,2006,Q2,2006-05-03,2006-04-03,1.448975801454621
NTRS,Q2 2006,2006,Q2,2006-04-18,2006-03-19,2.9879261566543582
PMCS,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.7922440648730816
AVP,Q2 2006,2006,Q2,2006-04-28,2006-03-29,1.8816078815407886
ROK,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.1441250350106265
SYK,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.9373906404942465
WEN,Q2 2006,2006,Q2,2006-04-03,2006-03-04,0.7002472991430757
PXD,Q2 2006,2006,Q2,2006-05-09,2006-04-09,1.002548778252652
FITB,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.344798093990277
FLR,Q2 2006,2006,Q2,2006-05-08,2006-04-08,1.8041731576305708
PDE,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.065568250257713
THE,Q2 2006,2006,Q2,2006-05-04,2006-04-04,1.423758725585294
CRDN,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.7459281198676686
TXT,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.3525162779037545
NDAQ,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.6309489265127664
AFL,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.520909625329002
PGR,Q2 2006,2006,Q2,2006-04-12,2006-03-13,1.3135616994213575
MEE,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.9752877338120197
GYI,Q2 2006,2006,Q2,2006-04-20,2006-03-21,3.2775212905055033
ETN,Q2 2006,2006,Q2,2006-04-17,2006-03-18,0.9295517205991046
RTN,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.0846256611305425
LUV,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.2364731889472607
PAYX,Q2 2006,2006,Q2,2006-06-28,2006-05-29,0.8961510676041072
VRTX,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.8248313888979869
EXP,Q2 2006,2006,Q2,2006-05-02,2006-04-02,1.225284478554554
L,Q2 2006,2006,Q2,2006-05-02,2006-04-02,12.74806887570994
RAI,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.9960290785020888
GIS,Q2 2006,2006,Q2,2006-06-29,2006-05-30,0.8483734250735511
PALM,Q2 2006,2006,Q2,2006-06-29,2006-05-30,1.0645328765083641
CB,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.8517354375020149
PPG,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.2607275522220498
PH,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.128823316858638
CDE,Q2 2006,2006,Q2,2006-05-08,2006-04-08,0.8106679441612702
SYY,Q2 2006,2006,Q2,2006-05-01,2006-04-01,1.8833784960026898
ACS,Q2 2006,2006,Q2,2006-04-27,2006-03-28,2.808708854864644
LXK,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.7600196336432171
FNSR,Q2 2006,2006,Q2,2006-06-07,2006-05-08,1.6685226594896294
AEP,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.1435910073436826
WDC,Q2 2006,2006,Q2,2006-04-27,2006-03-28,1.5473853607953831
ETR,Q2 2006,2006,Q2,2006-05-02,2006-04-02,1.014527729066312
NOVL,Q2 2006,2006,Q2,2006-05-31,2006-05-01,3.0895232197707405
BCR,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.226320160460322
CLX,Q2 2006,2006,Q2,2006-05-03,2006-04-03,1.1044087140663428
GNW,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.8077797805169109
KEY,Q2 2006,2006,Q2,2006-04-16,2006-03-17,1.4185614615407707
CHRW,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.3066577188372512
JBLU,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.079630645776806
NCC,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.4530513677394736
MVK,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.2045484827902477
BZH,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.6605441472538232
CYMI,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.310656467258496
DGX,Q2 2006,2006,Q2,2006-04-20,2006-03-21,2.9001030827415115
BDX,Q2 2006,2006,Q2,2006-04-26,2006-03-27,1.0450253909683713
CBRL,Q2 2006,2006,Q2,2006-05-23,2006-04-23,0.9695925481020572
AMG,Q2 2006,2006,Q2,2006-04-26,2006-03-27,1.2225544957743526
MAN,Q2 2006,2006,Q2,2006-04-18,2006-03-19,1.652890748913832
MUR,Q2 2006,2006,Q2,2006-04-25,2006-03-26,1.114697321874293
WYNN,Q2 2006,2006,Q2,2006-05-03,2006-04-03,1.7915905040760265
CLF,Q2 2006,2006,Q2,2006-04-26,2006-03-27,1.2719434877957527
INTU,Q2 2006,2006,Q2,2006-05-17,2006-04-17,1.1841586956493393
AMKR,Q2 2006,2006,Q2,2006-04-26,2006-03-27,0.9543585404693231
WCC,Q2 2006,2006,Q2,2006-04-20,2006-03-21,1.5515465761076743
MAS,Q2 2006,2006,Q2,2006-05-02,2006-04-02,1.1739082772060894
CRS,Q2 2006,2006,Q2,2006-04-24,2006-03-25,1.4629697426525894
LCC,Q2 2006,2006,Q2,2006-05-09,2006-04-09,1.0279727207876155
CAG,Q2 2006,2006,Q2,2006-06-28,2006-05-29,0.9791022304957047
MNST,Q2 2006,2006,Q2,2006-05-09,2006-04-09,1.8184233709816453
NFX,Q2 2006,2006,Q2,2006-04-26,2006-03-27,0.9209132889615079
MCK,Q2 2006,2006,Q2,2006-05-04,2006-04-04,1.1473577747526755
CY,Q2 2006,2006,Q2,2006-04-20,2006-03-21,0.9280235388338381
BDK,Q2 2006,2006,Q2,2006-04-27,2006-03-28,0.6769452681264312
CMA,Q2 2006,2006,Q2,2006-04-19,2006-03-20,2.1425594185086037
CKFR,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.7817546963347446
VMC,Q2 2006,2006,Q2,2006-04-25,2006-03-26,0.9276694673505433
AAPL,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.1881270767768528
MSFT,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.9750873538578201
XOM,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.7832998503612502
INTC,Q3 2006,2006,Q3,2006-07-19,2006-06-19,0.9363489366262815
MO,Q3 2006,2006,Q3,2006-07-25,2006-06-25,0.7245142698906858
CSCO,Q3 2006,2006,Q3,2006-08-08,2006-07-09,1.8311421548958624
GE,Q3 2006,2006,Q3,2006-07-14,2006-06-14,1.127862748255793
PFE,Q3 2006,2006,Q3,2006-07-20,2006-06-20,1.0977062517545197
C,Q3 2006,2006,Q3,2006-07-17,2006-06-17,0.8799369910983158
GS,Q3 2006,2006,Q3,2006-09-12,2006-08-13,1.088266686550675
QCOM,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.0255051705850864
BAC,Q3 2006,2006,Q3,2006-07-19,2006-06-19,0.9850976647810518
CVX,Q3 2006,2006,Q3,2006-07-28,2006-06-28,0.8602628338566587
COP,Q3 2006,2006,Q3,2006-07-26,2006-06-26,0.7410686424561223
WMT,Q3 2006,2006,Q3,2006-08-15,2006-07-16,0.7916888060079956
ORCL,Q3 2006,2006,Q3,2006-09-19,2006-08-20,1.7438854889041255
AMGN,Q3 2006,2006,Q3,2006-07-20,2006-06-20,1.4799237571971648
T,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.1201622755577092
VLO,Q3 2006,2006,Q3,2006-08-01,2006-07-02,0.9334324973082123
JPM,Q3 2006,2006,Q3,2006-07-19,2006-06-19,0.993692107698468
EBAY,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.0539649375325637
IBM,Q3 2006,2006,Q3,2006-07-18,2006-06-18,0.962040043387161
HD,Q3 2006,2006,Q3,2006-08-15,2006-07-16,0.9196358877254561
HAL,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.7466373836738989
MRK,Q3 2006,2006,Q3,2006-07-24,2006-06-24,1.4327427818323457
HPQ,Q3 2006,2006,Q3,2006-08-16,2006-07-17,0.8615530185109054
MMM,Q3 2006,2006,Q3,2006-07-25,2006-06-25,0.652408650483088
UPS,Q3 2006,2006,Q3,2006-07-25,2006-06-25,2.1246162593329205
JNJ,Q3 2006,2006,Q3,2006-07-18,2006-06-18,0.8045061736688164
TXN,Q3 2006,2006,Q3,2006-07-24,2006-06-24,1.0661138760568087
AMD,Q3 2006,2006,Q3,2006-07-20,2006-06-20,1.815291896295798
AMAT,Q3 2006,2006,Q3,2006-08-15,2006-07-16,0.8807306199105192
PG,Q3 2006,2006,Q3,2006-08-02,2006-07-03,1.066449207126912
WFC,Q3 2006,2006,Q3,2006-07-18,2006-06-18,6.7304634101596745
UNH,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.336424829504922
AIG,Q3 2006,2006,Q3,2006-08-09,2006-07-10,1.3444629113757791
CAT,Q3 2006,2006,Q3,2006-07-21,2006-06-21,1.1993751019908556
BHI,Q3 2006,2006,Q3,2006-07-28,2006-06-28,0.6839375025107546
OXY,Q3 2006,2006,Q3,2006-08-04,2006-07-05,5.944599685658623
CMCSA,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.87880296625257
X,Q3 2006,2006,Q3,2006-07-25,2006-06-25,0.9169021470116382
TWX,Q3 2006,2006,Q3,2006-08-02,2006-07-03,0.9727757513290248
BA,Q3 2006,2006,Q3,2006-07-26,2006-06-26,0.8250016354068603
MRO,Q3 2006,2006,Q3,2006-08-01,2006-07-02,0.954467792967993
AMZN,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.8858597141503226
DIS,Q3 2006,2006,Q3,2006-08-09,2006-07-10,0.7400478943166481
NEM,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.7759697787971573
VZ,Q3 2006,2006,Q3,2006-08-01,2006-07-02,0.6518931598186094
ABT,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.0997356959235827
GLW,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.089387520870624
MS,Q3 2006,2006,Q3,2006-09-20,2006-08-21,0.716208023582629
PEP,Q3 2006,2006,Q3,2006-07-13,2006-06-13,1.4629422456929762
KO,Q3 2006,2006,Q3,2006-07-18,2006-06-18,0.7940808411808802
APA,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.789308089509804
WYE,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.960556968877185
GILD,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.9398733670491114
FCX,Q3 2006,2006,Q3,2006-07-18,2006-06-18,0.7371157475385567
SBUX,Q3 2006,2006,Q3,2006-08-02,2006-07-03,0.8982796549361345
AXP,Q3 2006,2006,Q3,2006-07-24,2006-06-24,0.7299524617624339
MDT,Q3 2006,2006,Q3,2006-08-22,2006-07-23,0.4872823112111461
BBY,Q3 2006,2006,Q3,2006-09-12,2006-08-13,1.2156072356332799
EOG,Q3 2006,2006,Q3,2006-07-31,2006-07-01,0.7528619568010798
NUE,Q3 2006,2006,Q3,2006-07-21,2006-06-21,0.8391221170484633
LOW,Q3 2006,2006,Q3,2006-08-21,2006-07-22,1.1077750548101688
DVN,Q3 2006,2006,Q3,2006-08-02,2006-07-03,0.7144248801858517
TGT,Q3 2006,2006,Q3,2006-08-10,2006-07-11,1.216187931562978
CME,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.202789171267584
FDX,Q3 2006,2006,Q3,2006-09-21,2006-08-22,1.0931002939345897
COF,Q3 2006,2006,Q3,2006-07-20,2006-06-20,2.122315329511252
APC,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.834868459828593
ATI,Q3 2006,2006,Q3,2006-07-26,2006-06-26,0.849385959125823
EXC,Q3 2006,2006,Q3,2006-07-31,2006-07-01,1.159044770203003
DO,Q3 2006,2006,Q3,2006-07-26,2006-06-26,0.9429250368581026
AKAM,Q3 2006,2006,Q3,2006-07-26,2006-06-26,1.397389134239594
GENZ,Q3 2006,2006,Q3,2006-07-12,2006-06-12,1.7109876887033018
AET,Q3 2006,2006,Q3,2006-07-27,2006-06-27,1.4987348596504548
MCD,Q3 2006,2006,Q3,2006-07-25,2006-06-25,0.6573341347281749
LLY,Q3 2006,2006,Q3,2006-07-21,2006-06-21,1.2365173591745444
BMY,Q3 2006,2006,Q3,2006-07-27,2006-06-27,1.6461458488626928
NTAP,Q3 2006,2006,Q3,2006-08-16,2006-07-17,0.8980906080145685
DE,Q3 2006,2006,Q3,2006-08-15,2006-07-16,1.0060306991864043
KSS,Q3 2006,2006,Q3,2006-08-10,2006-07-11,0.7994809782586261
CELG,Q3 2006,2006,Q3,2006-07-27,2006-06-27,1.1450247960916105
HON,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.9630076165469333
TIE,Q3 2006,2006,Q3,2006-07-24,2006-06-24,0.9128997419089279
F,Q3 2006,2006,Q3,2006-07-20,2006-06-20,0.9335718106146186
CSX,Q3 2006,2006,Q3,2006-07-18,2006-06-18,2.215166117893049
LMT,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.5231177948596835
NOV,Q3 2006,2006,Q3,2006-07-27,2006-06-27,0.805229698746448
BSX,Q3 2006,2006,Q3,2006-07-27,2006-06-27,1.3230006598904558
ADM,Q3 2006,2006,Q3,2006-08-01,2006-07-02,0.7638042546214054
MXIM,Q3 2006,2006,Q3,2006-08-04,2006-07-05,0.984334660684464
LVS,Q3 2006,2006,Q3,2006-08-02,2006-07-03,0.7116933529052837
UNP,Q3 2006,2006,Q3,2006-07-20,2006-06-20,1.4928339211837556
USB,Q3 2006,2006,Q3,2006-07-18,2006-06-18,1.0428306473555373
LRCX,Q3 2006,2006,Q3,2006-07-19,2006-06-19,1.2215415407771044
CVS,Q3 2006,2006,Q3,2006-08-03,2006-07-04,1.0633915679772405
WM,Q3 2006,2006,Q3,2006-07-28,2006-06-28,1.0114454011853635
LLTC,Q3 2006,2006,Q3,2006-07-25,2006-06-25,1.1243419666518344
NKE,Q3 2006,2006,Q3,2006-09-21,2006-08-22,1.2864934174773008
