gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
024468,P,01,LC,76841.0,11112.0,1991-09-17,
024473,P,01,LU,76845.0,11117.0,1991-09-20,2009-10-30
022140,P,02,LC,76887.0,11108.0,1991-09-10,2008-12-05
024376,P,01,LC,76908.0,11064.0,1991-08-06,2003-05-11
018666,P,01,LC,76908.0,11064.0,2014-04-15,2024-08-30
021232,P,02,LC,76963.0,11101.0,1991-08-29,2021-03-25
038496,P,01,LC,76963.0,11101.0,2021-03-26,
024617,P,01,LU,77037.0,11161.0,1991-10-24,
024607,P,01,LC,77063.0,29110.0,1991-10-18,2007-12-31
024699,P,01,LU,77103.0,11209.0,1991-11-19,2008-11-28
013204,C,01,LC,77150.0,29360.0,1991-12-18,2006-11-09
008215,C,02,LU,77157.0,22462.0,1991-12-11,
024800,P,01,LU,77178.0,11253.0,1991-12-13,
024782,P,01,LU,77182.0,11257.0,1991-12-17,
024837,P,01,LC,77259.0,11282.0,1992-01-14,2023-02-02
024843,P,01,LU,77264.0,11286.0,1992-01-17,
024856,P,01,LU,77274.0,11300.0,1992-01-22,
024893,P,01,LC,77281.0,11310.0,1992-01-23,2017-08-25
024870,P,01,LC,77284.0,11313.0,1992-01-28,2005-08-31
024878,P,01,LC,77292.0,11316.0,1992-01-29,2020-12-31
024925,P,01,LU,77338.0,11344.0,1992-02-13,
024926,P,01,LC,77339.0,11341.0,1992-02-13,2005-05-31
024975,P,01,LU,77357.0,11361.0,1992-02-26,
024982,P,01,LU,77362.0,11365.0,1992-02-28,
025056,C,01,LC,77418.0,11412.0,1992-03-19,2018-06-15
025062,P,01,LU,77421.0,11416.0,1992-03-19,2012-08-31
025095,P,01,LC,77437.0,11432.0,1992-03-25,2016-11-28
029293,P,01,LC,77437.0,11432.0,2016-11-29,
004611,C,02,LU,77462.0,22856.0,1992-03-17,
004242,C,01,LC,77481.0,22983.0,1992-03-13,2012-05-31
025119,P,01,LU,77496.0,11446.0,1992-04-01,
025167,P,01,LC,77516.0,11470.0,1992-04-15,2020-12-02
025180,P,01,LU,77520.0,11473.0,1992-04-16,
025157,P,01,LC,77546.0,29476.0,1992-04-09,2007-09-24
025279,P,01,LU,77605.0,29489.0,1992-05-19,
025283,P,01,LU,77606.0,29494.0,1992-05-19,
025296,P,01,LC,77608.0,29493.0,1992-05-20,2007-11-13
025274,C,01,LC,77610.0,11522.0,1992-05-14,
025313,P,01,LC,77649.0,11547.0,1992-06-01,
025338,P,01,LU,77659.0,11558.0,1992-06-05,2023-09-30
025339,P,01,LU,77660.0,11561.0,1992-06-05,
025340,P,01,LU,77661.0,11559.0,1992-06-05,
025356,P,01,LC,77668.0,11569.0,1992-06-09,2018-12-31
025430,P,01,LC,77699.0,11591.0,1992-06-25,
025434,P,01,LU,77702.0,11592.0,1992-06-26,
010793,P,01,LC,77730.0,4620.0,1972-12-14,
025509,P,01,LC,77763.0,11606.0,1992-07-07,2019-09-26
025509,P,01,LC,77763.0,11606.0,2019-12-26,2021-02-04
025124,P,01,LC,77768.0,29540.0,1992-07-06,2018-10-30
025807,P,01,LC,77803.0,29530.0,1992-07-22,2006-08-31
025737,P,01,LU,77902.0,11706.0,1992-09-18,
025783,P,01,LC,77976.0,11735.0,1992-10-06,2011-02-28
025880,P,01,LU,78034.0,11778.0,1992-10-28,
025895,P,01,LU,78038.0,29602.0,1992-10-30,
025906,P,01,LC,78051.0,11786.0,1992-11-03,2014-08-14
025937,P,01,LC,78081.0,11806.0,1992-11-18,1994-10-31
025937,C,01,LC,78081.0,11806.0,1994-11-01,1994-11-24
025937,P,02,LC,78081.0,11806.0,1994-11-25,
026013,P,01,LC,78170.0,11857.0,1992-12-16,
026015,P,01,LC,78208.0,11856.0,1992-12-16,2012-01-18
014898,P,01,LU,78664.0,26127.0,1993-08-02,
016665,P,01,LU,78717.0,28879.0,1989-09-20,2007-11-30
026061,P,01,LC,78840.0,11901.0,1993-01-19,2020-06-30
036691,P,01,LC,78840.0,11901.0,2020-07-01,
027794,P,01,LC,78875.0,11946.0,1993-02-09,
027786,P,01,LC,78877.0,11937.0,1993-02-05,2020-06-26
027810,P,01,LC,78881.0,11952.0,1993-02-11,2015-10-16
027816,P,01,LC,78889.0,11948.0,1993-02-10,2011-12-01
027845,P,01,LC,78916.0,11965.0,1993-02-17,2020-05-29
027925,P,01,LC,78955.0,12009.0,1993-04-30,2023-11-30
027981,P,01,LU,78963.0,12036.0,1993-03-24,2024-01-31
028018,P,01,LC,78972.0,12053.0,1993-03-31,2010-10-31
028018,C,01,LC,78972.0,12053.0,2010-11-01,2010-11-22
027928,P,01,LC,78975.0,12011.0,1993-03-12,
027980,P,01,LC,78977.0,12037.0,1993-04-06,2016-04-15
021440,P,01,LU,78981.0,28858.0,1993-03-05,
027965,P,01,LC,78987.0,12027.0,1993-03-19,
027937,P,01,LU,78999.0,12013.0,1993-03-16,2016-09-30
028118,P,01,LC,79089.0,12074.0,1993-04-08,
028195,P,01,LU,79094.0,12108.0,1993-04-29,
028180,P,01,LU,79103.0,12097.0,1993-04-23,
028139,P,01,LU,79108.0,12083.0,1993-04-14,
028320,P,01,LC,79157.0,12165.0,1993-05-27,2007-10-12
028296,P,01,LU,79159.0,12146.0,1993-05-20,2017-04-28
028317,P,01,LC,79192.0,12158.0,1993-05-25,2007-11-07
028256,P,01,LC,79212.0,29842.0,1993-05-12,2010-06-25
010816,P,01,LU,79244.0,21800.0,1993-05-21,2019-04-30
028477,P,01,LU,79265.0,12214.0,1993-06-22,2021-05-28
028397,P,01,LU,79299.0,12185.0,1993-06-08,
028349,P,01,LC,79323.0,29870.0,1993-06-03,
010991,P,01,LC,79338.0,7195.0,1984-08-23,
028648,P,01,LU,79411.0,12305.0,1993-07-23,2015-03-31
028742,P,01,LU,79545.0,29936.0,1993-08-13,
028853,P,01,LC,79564.0,12407.0,1993-09-17,
028877,P,01,LC,79588.0,12415.0,1993-09-21,2016-03-02
028858,P,01,LC,79617.0,12408.0,1993-09-17,2008-12-01
011032,P,01,LU,79637.0,4655.0,1981-07-09,
010484,C,04,LC,79641.0,23504.0,1993-09-02,2010-09-30
028924,P,01,LU,79667.0,29955.0,1993-09-28,2019-08-30
001111,C,02,LC,79678.0,12499.0,1993-10-22,2008-07-09
180405,P,01,LC,79678.0,12499.0,2008-07-10,2023-10-31
029015,P,01,LU,79686.0,12484.0,1993-10-15,
012441,C,01,LC,79698.0,12457.0,1993-10-05,1999-06-30
012441,C,01,LC,79698.0,12457.0,1999-07-01,1999-07-26
012441,N,01,LC,79698.0,12457.0,1999-07-27,2003-09-30
012441,P,01,LC,79698.0,12457.0,2003-10-01,
029095,P,01,LU,79718.0,12522.0,1993-10-29,2006-01-03
029011,P,01,LU,79758.0,29992.0,1993-10-15,
012459,P,01,LC,79785.0,21242.0,1993-11-18,
029133,P,01,LU,79839.0,12539.0,1993-11-05,
029278,P,01,LU,79847.0,12604.0,1993-11-23,2011-02-28
029108,P,01,LU,79857.0,12530.0,1993-11-02,
029282,P,01,LC,79859.0,12608.0,1993-11-23,
029217,P,01,LU,79866.0,12574.0,1993-11-16,
029241,P,01,LC,79879.0,12583.0,1993-11-17,
029150,P,01,LU,79881.0,12546.0,1993-11-09,
029127,P,01,LU,79906.0,30033.0,1993-11-04,
029173,P,01,LU,79915.0,30044.0,1993-11-12,2019-02-28
029264,P,01,LC,79922.0,30050.0,1993-11-19,
029312,P,01,LU,79977.0,12630.0,1993-12-02,
029381,P,01,LC,79991.0,12667.0,1993-12-13,2005-12-30
029353,P,01,LC,80032.0,12651.0,1993-12-09,2013-02-28
029386,P,01,LC,80049.0,12675.0,1993-12-14,2014-12-31
029356,P,01,LC,80055.0,12656.0,1993-12-09,2005-07-29
029511,P,01,LC,80079.0,30069.0,1994-01-25,2015-12-08
029392,P,01,LU,80080.0,30070.0,1994-01-04,
029609,P,01,LU,80167.0,12569.0,1994-01-20,
029751,P,01,LU,80191.0,30249.0,1994-03-11,
029755,P,01,LC,80193.0,30251.0,1994-02-23,
029733,P,01,LC,80204.0,30260.0,1994-02-17,
029791,P,01,LC,80266.0,12884.0,1994-02-28,2016-08-16
029736,P,01,LU,80286.0,12863.0,1994-02-18,
029968,P,01,LU,80303.0,12961.0,1994-03-30,2020-03-31
029837,P,01,LU,80306.0,12902.0,1994-03-04,
029901,P,01,LU,80320.0,12926.0,1994-03-17,
029830,P,01,LC,80361.0,12895.0,1994-03-03,2015-07-01
030032,P,01,LC,80415.0,30381.0,1994-04-12,
016477,P,01,LC,80422.0,30388.0,1994-04-07,2009-07-01
030059,P,01,LU,80432.0,13001.0,1994-04-14,
030098,P,01,LC,80446.0,13008.0,1994-04-25,2013-07-31
030007,P,01,LC,80485.0,12981.0,1994-04-07,2020-07-16
030137,P,01,LU,80539.0,13036.0,1994-05-03,
006242,P,03,LC,80543.0,13043.0,1994-05-04,2009-02-03
006242,P,05,LC,80543.0,13043.0,2010-07-01,2011-05-31
030234,P,01,LU,80557.0,13097.0,1994-06-10,2013-06-28
030255,P,01,LU,80560.0,13113.0,1994-05-26,2015-02-27
030259,P,01,LC,80563.0,13115.0,1994-05-26,
030161,P,01,LC,80568.0,13049.0,1994-05-05,2013-02-21
030128,P,01,LC,80599.0,21606.0,1994-05-31,2008-09-17
030399,P,01,LC,80670.0,13181.0,1994-06-28,2011-05-02
030463,P,01,LU,80719.0,30446.0,1994-07-14,
030576,P,01,LU,80791.0,13252.0,1994-08-10,
030612,P,01,LU,80795.0,13269.0,1994-08-17,
030608,P,01,LU,80797.0,13268.0,1994-08-16,2010-01-29
030671,P,01,LU,80864.0,30474.0,1994-09-16,
030697,P,01,LC,80913.0,13331.0,1994-09-27,2010-02-05
030674,P,01,LU,80918.0,13098.0,1994-09-19,2017-02-28
030662,P,01,LC,80924.0,13304.0,1994-09-13,
015060,C,01,LN,80926.0,13311.0,1994-10-07,1995-01-30
015060,C,01,LC,80926.0,13311.0,1995-01-31,2024-04-30
030651,P,01,LU,80928.0,13300.0,1994-09-12,
030870,P,01,LC,80957.0,13398.0,1994-10-26,2008-02-18
030870,P,01,LC,80957.0,13398.0,2010-02-10,2022-05-16
030857,P,01,LC,80960.0,13396.0,1994-10-25,
030861,P,01,LC,80987.0,13394.0,1994-10-25,2017-09-08
030990,P,01,LC,81055.0,30513.0,1994-11-16,
007171,P,01,LC,81061.0,30521.0,1994-12-01,
011124,C,01,LC,81116.0,13447.0,1994-11-29,
031166,P,01,LU,81126.0,30827.0,1994-12-14,2006-04-28
031224,C,01,LU,81128.0,30829.0,1994-12-20,
031122,P,01,LU,81138.0,13457.0,1994-12-06,2017-01-31
031122,C,01,LU,81138.0,13457.0,2017-02-01,2017-02-28
031203,P,01,LC,81173.0,13480.0,1994-12-16,2017-05-03
031203,N,01C,LX,81173.0,13480.0,2017-05-03,2017-05-03
031168,P,01,LC,81178.0,13467.0,1994-12-14,2006-09-29
031549,P,01,LC,81262.0,13582.0,1995-02-22,2007-03-30
001567,C,02,LC,81285.0,30847.0,1995-02-03,2008-06-05
031554,P,01,LC,81293.0,30853.0,1995-02-23,2009-12-31
031587,P,01,LC,81481.0,13603.0,1995-03-07,
031607,P,01,LU,81501.0,13617.0,1995-03-14,2023-10-31
031707,P,01,LC,81530.0,30877.0,1995-04-11,2011-10-21
031673,P,01,LC,81540.0,13650.0,1995-04-04,
016243,P,01,LC,81593.0,5849.0,1983-03-11,2008-09-26
013888,P,01,LC,81593.0,5849.0,2015-09-28,
031846,P,01,LC,81655.0,30886.0,1995-05-30,
060979,P,01,LU,81677.0,30913.0,1995-06-16,
060900,P,01,LU,81696.0,13790.0,1995-06-21,2024-01-31
031887,P,01,LU,81736.0,13753.0,1995-06-02,
014590,P,02,LC,81774.0,20763.0,1995-07-31,
060992,P,01,LC,81776.0,30922.0,1995-07-13,2017-12-29
060894,P,01,LC,81857.0,13833.0,1995-07-19,2016-04-01
020653,N,01C,LX,82196.0,13960.0,1995-08-25,2002-04-30
020653,P,01,LC,82196.0,13960.0,1995-08-25,2020-07-29
061355,P,01,LU,82255.0,13998.0,1995-09-28,2007-12-31
061325,P,01,LC,82272.0,13979.0,1995-09-20,
061409,P,01,LC,82298.0,30963.0,1995-10-11,2020-04-24
061483,P,01,LU,82307.0,30975.0,1995-10-31,
061399,P,01,LC,82508.0,14031.0,1995-10-06,
061448,P,01,LU,82513.0,14073.0,1995-10-24,2015-05-29
061420,P,01,LU,82515.0,14046.0,1995-10-13,
061414,P,01,LC,82526.0,14043.0,1995-10-12,2008-08-20
180698,P,01,LC,82526.0,14043.0,2008-08-21,2017-08-02
032271,P,01,LC,82526.0,14043.0,2017-08-03,
015274,P,01,LC,82540.0,14037.0,1995-10-10,2019-05-31
015274,N,01C,LX,82540.0,14037.0,2011-04-29,
061498,P,01,LU,82551.0,14099.0,1995-11-07,2007-04-30
061490,P,01,LC,82567.0,14092.0,1995-11-02,
061494,P,01,LU,82581.0,14098.0,1995-11-03,
061518,P,01,LU,82584.0,14112.0,1995-11-09,2007-07-31
061591,P,01,LU,82598.0,14152.0,1995-11-21,
061627,P,01,LU,82606.0,14173.0,1995-11-29,2006-05-31
061600,P,01,LU,82607.0,14165.0,1995-11-22,2017-09-30
061513,P,01,LU,82618.0,14105.0,1995-11-08,2016-05-11
061581,P,01,LU,82634.0,31190.0,1995-11-21,
061567,P,01,LC,82642.0,31196.0,1995-11-17,
061552,P,01,LC,82643.0,31197.0,1995-11-15,2016-11-29
061574,P,01,LU,82651.0,31208.0,1995-11-17,
061711,P,01,LC,82670.0,14232.0,1995-12-14,2008-03-25
061711,P,01,LC,82670.0,14232.0,2013-05-30,
061676,P,01,LU,82686.0,14201.0,1995-12-08,2022-10-31
061685,P,01,LU,82759.0,14205.0,1995-12-11,2022-03-31
061737,P,01,LU,82766.0,14235.0,1995-12-15,2011-08-31
061739,P,01,LC,82775.0,31386.0,1995-12-20,
061732,P,01,LU,82777.0,31388.0,1995-12-15,
061655,P,01,LU,82779.0,31389.0,1995-12-13,
061811,P,01,LU,82800.0,31574.0,1996-01-12,
061900,P,01,LU,82825.0,14307.0,1996-01-25,2014-05-30
061871,P,01,LC,82837.0,14304.0,1996-01-24,2011-12-05
011511,P,01,LU,83011.0,6149.0,1983-07-07,
062263,P,01,LU,83111.0,14394.0,1996-02-28,2021-07-30
062374,P,01,LU,83143.0,14330.0,1996-02-01,
003707,C,01,LC,83186.0,31782.0,1995-11-01,2018-04-30
015290,C,01,LC,83189.0,10134.0,1996-03-18,2007-07-31
062516,P,01,LU,83244.0,14479.0,1996-03-29,
062599,P,01,LC,83332.0,31614.0,1996-04-04,2006-11-30
062686,P,01,LC,83366.0,14548.0,1996-04-23,2019-11-29
062730,P,01,LC,83405.0,14567.0,1996-04-30,2016-09-26
062655,P,01,LC,83421.0,14527.0,1996-04-17,2021-06-03
062634,P,01,LC,83435.0,14521.0,1996-04-12,2017-06-16
002176,J,02,LC,83443.0,540.0,1996-05-09,2010-01-31
002176,P,02,LC,83443.0,540.0,2010-02-01,
062922,P,01,LU,83452.0,31636.0,1996-05-23,2012-01-31
062756,P,01,LC,83455.0,31640.0,1996-05-22,2005-05-31
062897,P,01,LU,83462.0,31647.0,1996-05-31,
062823,P,01,LU,83509.0,14602.0,1996-05-09,
062784,P,01,LC,83531.0,14594.0,1996-05-07,2008-05-14
062921,P,01,LU,83534.0,14659.0,1996-05-23,
062826,P,01,LU,83541.0,14603.0,1996-05-09,2013-10-31
062929,P,01,LC,83581.0,14657.0,1996-05-23,2005-07-29
005074,P,01,LC,83596.0,31660.0,1996-06-10,2008-08-25
063172,P,01,LU,83597.0,31661.0,1996-06-28,
062990,P,01,LC,83616.0,14700.0,1996-06-06,2016-03-31
063080,P,01,LU,83621.0,14744.0,1996-06-20,
063123,C,01,LU,83661.0,14754.0,1996-06-25,2020-01-01
063180,P,01,LU,83693.0,14773.0,1996-06-28,2006-01-31
062984,P,01,LC,83699.0,14691.0,1996-06-05,2013-01-07
063405,P,01,LU,83756.0,14859.0,1996-07-31,
063338,P,01,LU,83799.0,14838.0,1996-07-25,
063385,P,01,LU,83807.0,14851.0,1996-07-26,2008-02-29
063447,P,01,LU,83822.0,31710.0,1996-08-08,
063501,P,01,LC,83862.0,14915.0,1996-08-16,2020-10-30
063422,P,01,LU,83879.0,14873.0,1996-08-02,
063531,P,01,LC,83885.0,14931.0,1996-08-27,
063527,P,01,LU,83906.0,14927.0,1996-08-23,2024-11-29
063600,P,01,LC,83928.0,14959.0,1996-09-19,2013-05-30
063643,P,01,LU,83976.0,22200.0,1996-09-26,
063669,P,01,LC,84001.0,31749.0,1996-09-27,2007-03-30
063669,C,99X,LC,84001.0,31749.0,2007-03-31,2007-04-30
063639,P,01,LC,84007.0,14969.0,1996-09-25,
063800,P,01,LC,84020.0,31758.0,1996-11-04,2010-02-25
063892,P,01,LC,84032.0,31769.0,1996-10-29,
063766,P,01,LC,84036.0,31772.0,1996-10-11,2007-03-30
063866,P,01,LC,84060.0,15079.0,1996-10-25,2015-01-21
011687,P,01,LC,84129.0,5057.0,1974-01-01,
063804,P,01,LU,84136.0,15048.0,1996-10-17,2005-07-29
064028,P,01,LU,84172.0,31802.0,1996-11-22,
064030,P,01,LU,84262.0,15171.0,1996-11-22,
064175,P,01,LU,84319.0,15243.0,1996-12-18,
064165,P,01,LC,84320.0,15238.0,1996-12-17,2015-07-01
064103,P,01,LC,84330.0,15207.0,1996-12-06,2016-04-29
064156,P,01,LC,84342.0,15229.0,1996-12-13,2016-10-31
064162,P,01,LC,84364.0,31821.0,1997-01-14,2015-02-18
007648,C,01,LU,84372.0,31832.0,1997-01-02,
064166,P,01,LU,84373.0,31838.0,1997-01-14,
009203,P,01,LC,84381.0,31847.0,1996-12-16,
064303,P,01,LC,84406.0,15292.0,1997-01-29,2006-11-30
064304,P,01,LC,84416.0,15293.0,1997-01-29,2014-09-30
064301,P,01,LC,84439.0,15289.0,1997-01-28,2005-12-30
064334,P,01,LU,84511.0,15314.0,1997-02-04,
064375,P,01,LC,84514.0,15330.0,1997-02-12,2007-06-29
064356,P,01,LC,84519.0,15321.0,1997-02-07,
064383,P,01,LU,84561.0,15338.0,1997-02-13,2011-08-31
029942,P,01,LC,84584.0,31929.0,1997-02-14,2013-01-31
064344,P,01,LU,84588.0,31933.0,1997-02-04,
064552,P,01,LC,84597.0,15370.0,1997-03-04,2020-10-30
064536,P,01,LU,84606.0,15376.0,1997-03-07,
064486,P,01,LU,84616.0,15390.0,1997-03-14,2007-10-31
064542,P,01,LU,84620.0,15377.0,1997-03-07,2006-12-29
064480,P,01,LC,84624.0,15384.0,1997-03-13,2020-06-30
064690,P,01,LC,84656.0,31946.0,1997-04-28,
064606,P,01,LU,84721.0,15433.0,1997-04-11,2008-04-30
029453,C,01,LC,84723.0,15434.0,1997-04-11,2000-12-13
029453,C,01,LC,84723.0,15434.0,2001-03-05,
064630,P,01,LU,84761.0,15436.0,1997-04-15,
014282,P,01,LC,84769.0,31967.0,1997-05-20,
025405,C,01,LC,84776.0,31975.0,1997-05-16,2018-06-05
064768,P,01,LC,84788.0,15473.0,1997-05-15,
064741,P,01,LC,84792.0,15465.0,1997-05-09,2011-12-08
064766,P,01,LU,84827.0,15471.0,1997-05-14,
064857,P,01,LC,85002.0,15507.0,1997-06-04,
064967,P,01,LC,85032.0,15545.0,1997-06-24,2000-06-30
061489,P,01,LC,85032.0,15545.0,2000-07-01,2011-03-31
064853,P,01,LC,85035.0,15506.0,1997-06-03,
064891,P,01,LU,85072.0,32009.0,1997-06-12,
002731,P,01,LC,85073.0,32010.0,1997-06-13,2005-09-30
065006,P,01,LC,85168.0,15563.0,1997-07-01,
065026,P,01,LC,85173.0,15579.0,1997-07-03,2016-09-26
065106,P,01,LU,85198.0,15596.0,1997-07-17,2018-07-15
065106,P,01,LC,85198.0,15596.0,2018-07-16,
065014,C,01,LC,85208.0,15564.0,1997-07-01,1999-09-01
065014,C,01,LC,85208.0,15564.0,2005-12-20,2006-06-20
174876,P,01,LC,85208.0,15564.0,2006-06-21,2016-02-26
065142,P,01,LC,85231.0,32028.0,1997-07-28,2011-01-13
065105,P,01,LU,85232.0,32023.0,1997-07-29,2011-09-30
065084,P,01,LC,85234.0,32025.0,1997-07-15,
065108,P,01,LU,85246.0,32039.0,1997-07-17,
001598,P,01,LC,85257.0,32054.0,1997-08-08,
015247,P,01,LC,85269.0,32066.0,1997-08-12,
065345,P,01,LC,85271.0,15674.0,1997-08-29,2017-01-31
065220,P,01,LU,85280.0,15633.0,1997-08-06,2019-12-31
065247,P,01,LU,85320.0,15641.0,1997-08-08,
065417,P,01,LC,85348.0,32093.0,1997-10-07,
065430,P,01,LU,85390.0,15697.0,1997-09-19,
065376,P,01,LC,85401.0,15686.0,1997-09-09,2015-03-19
065376,P,01,LC,85401.0,15686.0,2018-03-22,
065609,P,01,LU,85459.0,15758.0,1997-10-15,
065554,P,01,LU,85516.0,15736.0,1997-10-01,2013-07-31
065886,P,01,LU,85593.0,32136.0,1997-11-21,
065772,P,01,LU,85621.0,32158.0,1997-11-14,
065459,P,01,LC,85625.0,32162.0,1997-11-21,2008-12-19
001878,P,01,LU,85631.0,7623.0,1985-07-31,
002193,P,01,LC,85640.0,20300.0,1997-12-16,2006-03-14
066016,P,01,LC,85645.0,32174.0,1997-12-11,
066061,P,01,LU,85647.0,32176.0,1997-12-18,2012-11-30
066065,P,01,LU,85663.0,32191.0,1997-12-18,
065967,P,01,LC,85675.0,15867.0,1997-12-04,2018-10-10
065944,P,01,LU,85686.0,15802.0,1997-12-03,
066379,P,01,LC,85724.0,15934.0,1998-01-29,
066368,P,01,LU,85753.0,15940.0,1998-01-30,
066301,P,01,LC,85757.0,34622.0,1998-01-16,
066446,P,01,LU,85792.0,34660.0,1998-02-12,
063196,P,01,LC,85824.0,15963.0,1998-02-11,2008-07-02
066673,P,01,LC,85876.0,16016.0,1998-03-17,2006-05-31
005250,P,01,LC,85908.0,34684.0,1998-04-08,2021-09-30
065526,P,01,LC,85909.0,32075.0,1998-03-20,2009-04-19
182788,P,01,LC,85909.0,32075.0,2009-04-20,2018-11-06
028930,J,02,LC,85913.0,30005.0,1998-03-30,1998-04-30
028930,P,02,LC,85913.0,30005.0,1998-05-01,
002184,P,01,LU,85914.0,7506.0,1985-05-31,
009555,P,01,LC,85926.0,34702.0,1998-04-08,
066708,P,01,LC,85963.0,16056.0,1998-04-17,2016-01-29
013440,P,03,LC,85991.0,16033.0,1998-04-01,2017-10-31
109683,P,01,LC,85994.0,16060.0,1998-04-20,2016-07-29
110685,P,01,LC,86021.0,34746.0,1998-05-19,2019-06-30
110039,P,01,LU,86047.0,16080.0,1998-05-01,
110732,P,01,LC,86097.0,16123.0,1998-05-26,2016-05-31
066731,P,01,LU,86102.0,34765.0,1998-05-14,
111631,P,01,LC,86109.0,34769.0,1998-06-19,2008-12-31
105365,P,01,LC,86111.0,34770.0,1998-06-05,
008272,P,01,LU,86136.0,34798.0,1998-06-29,
111864,P,01,LU,86158.0,16167.0,1998-06-19,
021598,P,01,LC,86165.0,16147.0,1998-06-11,2005-03-23
163595,P,01,LC,86165.0,16147.0,2005-03-24,
111723,P,01,LU,86166.0,16160.0,1998-06-17,2007-05-31
014386,P,01,LC,86168.0,16157.0,1998-06-16,2011-06-30
112033,P,01,LC,86176.0,16179.0,1998-06-25,2011-02-28
111064,P,01,LU,86196.0,16133.0,1998-06-02,2019-05-31
111534,P,01,LU,86211.0,16149.0,1998-06-11,
112168,P,01,LC,86228.0,34838.0,1998-07-01,
112178,P,01,LU,86235.0,16195.0,1998-07-02,2006-03-31
112775,P,01,LC,86259.0,16235.0,1998-07-28,2005-10-31
007123,C,01,LC,86281.0,7680.0,1998-07-31,2006-05-19
112111,P,01,LU,86288.0,16188.0,1998-07-01,
113362,P,01,LU,86322.0,16257.0,1998-08-11,2015-02-27
113490,P,01,LC,86339.0,16268.0,1998-08-18,
114524,P,01,LU,86356.0,16285.0,1998-09-24,
115872,P,01,LU,86401.0,34907.0,1998-11-11,2005-03-31
066697,P,01,LC,86444.0,34949.0,1998-12-08,
066697,N,01C,LX,86444.0,34949.0,1998-12-08,2003-01-31
116857,P,01,LU,86447.0,34953.0,1999-01-04,2005-06-30
116526,P,01,LC,86496.0,16338.0,1999-01-04,2011-04-29
116787,P,01,LC,86525.0,16349.0,1998-12-16,2014-12-04
116503,P,01,LU,86534.0,16331.0,1998-12-04,
116772,P,01,LC,86544.0,16347.0,1998-12-15,2023-11-30
117768,P,01,LU,86580.0,16382.0,1999-01-22,
024283,P,01,LC,86590.0,34987.0,1999-02-05,2011-03-08
118003,P,01,LC,86602.0,35003.0,1999-02-02,2009-11-03
118121,P,01,LC,86715.0,16398.0,1999-02-05,2015-02-13
118223,P,01,LU,86717.0,16410.0,1999-02-12,2022-05-31
118502,P,01,LU,86720.0,16422.0,1999-02-23,2017-04-28
115404,P,01,LC,86721.0,16406.0,1999-02-11,2009-10-23
118577,P,01,LC,86725.0,16425.0,1999-02-26,2014-02-03
119417,P,01,LC,86756.0,35014.0,1999-03-31,2010-02-26
118795,P,01,LC,86759.0,35017.0,1999-03-05,2015-01-07
119314,P,01,LC,86783.0,16454.0,1999-03-30,
119217,P,01,LC,86791.0,16444.0,1999-04-05,2011-11-09
120093,P,01,LC,86799.0,35026.0,1999-04-30,
006239,P,01,LC,86804.0,35031.0,1999-04-28,2013-02-28
006239,C,01,LC,86804.0,35031.0,2013-03-01,
119316,P,01,LU,86810.0,35037.0,1999-04-08,
120134,P,01,LC,86830.0,16496.0,1999-04-29,2015-08-06
016784,P,01,LU,86845.0,7263.0,1984-10-18,2008-03-31
114628,P,01,LU,86868.0,35048.0,1999-05-04,
120444,P,01,LU,86876.0,35057.0,1999-05-12,
120774,P,01,LC,86881.0,16546.0,1999-05-25,2017-11-16
120297,P,01,LC,86899.0,16517.0,1999-05-12,2018-11-30
120302,P,01,LU,86923.0,16515.0,1999-05-12,2007-07-31
120877,P,01,LC,86946.0,35164.0,1999-06-15,2017-07-31
121142,P,01,LU,86949.0,35167.0,1999-06-09,
121656,P,01,LC,86958.0,16605.0,1999-06-24,2010-07-30
121077,P,01,LU,86964.0,16561.0,1999-06-04,
121718,P,01,LU,86979.0,16614.0,1999-06-25,
121257,P,01,LC,86990.0,16581.0,1999-06-11,
121382,P,01,LU,86996.0,16584.0,1999-06-16,
121673,P,01,LU,87000.0,16612.0,1999-06-25,2021-10-29
121440,P,01,LU,87006.0,16587.0,1999-06-17,
121493,P,01,LC,87013.0,16603.0,1999-06-23,
121816,P,01,LC,87020.0,16624.0,1999-06-30,2017-06-22
005020,P,04,LC,87031.0,1928.0,1999-07-20,2009-03-26
122380,P,01,LU,87034.0,35177.0,1999-07-29,
121934,P,01,LC,87054.0,16643.0,1999-07-09,2011-08-31
011814,P,01,LC,87055.0,7882.0,1985-11-27,1993-10-21
029028,P,01,LC,87055.0,7882.0,1993-10-22,
122257,P,01,LU,87056.0,16668.0,1999-07-23,
122015,P,01,LC,87070.0,16646.0,1999-07-13,2015-10-30
122255,P,01,LC,87078.0,16666.0,1999-07-23,2008-10-12
181104,P,01,LC,87078.0,16666.0,2008-10-13,
122175,P,01,LC,87084.0,16687.0,1999-07-30,2001-10-08
122175,P,01,LC,87084.0,16687.0,2007-12-26,
122061,P,01,LC,87092.0,16648.0,1999-07-14,2014-12-05
121834,P,01,LC,87100.0,16632.0,1999-07-01,2005-07-29
014934,P,01,LC,87137.0,35222.0,1999-08-18,
122902,P,01,LU,87179.0,16758.0,1999-08-12,
122841,P,01,LC,87184.0,16753.0,1999-08-11,2019-07-31
124319,P,01,LC,87229.0,17151.0,1999-09-28,2008-12-31
