gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
021178,P,01,LC,16593.0,55865.0,2017-02-14,2023-05-05
030091,P,01,LC,16595.0,55867.0,2017-03-02,
030655,P,01,LC,16597.0,55869.0,2017-03-24,2024-03-28
005597,C,00X,LC,16600.0,20906.0,1950-01-01,1962-01-30
005597,P,01,LC,16600.0,20906.0,1962-01-31,
030535,P,01,LC,16614.0,55877.0,2017-03-17,2018-05-31
030736,P,01,LC,16649.0,55899.0,2017-04-07,
030999,P,01,LC,16655.0,55904.0,2017-04-28,
022155,P,01,LC,16664.0,55909.0,2017-04-27,
006502,C,00X,LC,16678.0,21068.0,1950-01-01,1962-01-30
006502,P,01,LC,16678.0,21068.0,1962-01-31,
142460,P,03,LC,16689.0,55925.0,2017-04-04,
030098,C,02,LC,16692.0,55928.0,2017-05-12,2017-05-31
030098,P,02,LC,16692.0,55928.0,2017-06-01,
031236,P,01,LC,16698.0,55932.0,2017-05-25,
157373,P,02,LC,16736.0,55954.0,2017-05-10,
012485,P,12,LC,16753.0,55965.0,2017-06-22,
031774,P,01,LC,16816.0,56000.0,2017-08-07,
004060,P,01,LC,16851.0,56027.0,2017-09-01,
180272,P,02,LC,16917.0,56055.0,2017-10-02,2023-09-29
032382,P,01,LC,16932.0,56066.0,2017-09-28,
032355,P,03,LC,16964.0,56082.0,2017-09-29,2019-10-27
035808,P,01,LC,16964.0,56082.0,2019-10-28,
032526,P,01,LC,16968.0,56086.0,2017-10-19,
007241,C,00X,LC,17005.0,21185.0,1950-01-01,1962-01-30
007241,P,01,LC,17005.0,21185.0,1962-01-31,
032610,P,01,LC,17035.0,56118.0,2017-11-02,2023-05-31
032641,P,01,LC,17037.0,56120.0,2017-11-17,2022-08-31
032688,P,01,LC,17038.0,56121.0,2017-11-17,
026359,P,01,LC,17104.0,56148.0,2017-11-09,
032571,P,01,LC,17106.0,56150.0,2017-11-10,
032563,P,02,LC,17134.0,56152.0,2017-12-01,2021-05-24
038874,P,01,LC,17134.0,56152.0,2021-05-25,
005071,C,00X,LC,17144.0,20798.0,1950-06-01,1962-01-30
005071,P,01,LC,17144.0,20798.0,1962-01-31,
032930,P,01,LC,17223.0,56212.0,2018-01-19,
147175,P,01,LC,17279.0,56249.0,2008-06-10,2015-06-30
184049,P,01,LC,17313.0,56265.0,2018-02-14,
033037,P,01,LC,17341.0,56287.0,2018-03-16,
033152,P,01,LC,17342.0,56288.0,2018-03-23,
007163,C,00X,LU,17478.0,21179.0,1950-01-01,1962-01-30
007163,P,01,LU,17478.0,21179.0,1962-01-31,
033301,P,01,LC,17685.0,56335.0,2018-04-27,
023546,P,01,LS,17700.0,56345.0,2018-04-26,
023546,N,01C,LX,17700.0,56345.0,2018-04-26,
033275,P,01,LC,17701.0,56346.0,2018-04-27,
003619,C,00X,LU,17726.0,20537.0,1950-01-01,1962-01-30
003619,P,01,LU,17726.0,20537.0,1962-01-31,
014822,C,00X,LC,17743.0,544.0,1987-01-01,1987-01-29
014822,P,01,LC,17743.0,544.0,1987-01-30,
006435,C,00X,LC,17750.0,21055.0,1950-05-01,1962-01-30
006435,P,01,LC,17750.0,21055.0,1962-01-31,
002176,P,01,LC,17778.0,540.0,1976-10-14,2010-01-31
002176,J,01,LC,17778.0,540.0,2010-02-01,
032767,P,01,LC,17787.0,56352.0,2018-05-31,
033435,P,01,LC,17799.0,56363.0,2018-05-31,
008536,C,00X,LC,17806.0,22806.0,1950-01-01,1962-01-30
008536,P,01,LC,17806.0,22806.0,1962-01-31,2007-03-30
008536,C,99X,LC,17806.0,22806.0,2007-03-31,2007-04-30
033445,P,01,LC,17821.0,56378.0,2018-05-24,
033429,P,01,LC,17826.0,56383.0,2018-05-03,
010983,C,00X,LC,17830.0,21832.0,1950-01-01,1962-01-30
010983,P,01,LC,17830.0,21832.0,1962-01-31,
033610,P,01,LC,17855.0,56390.0,2018-06-15,2022-10-31
033718,P,01,LC,17864.0,56394.0,2018-06-28,
033493,P,03,LC,17907.0,56382.0,2018-06-11,2020-06-03
036565,P,01,LC,17907.0,56382.0,2020-06-04,
010801,C,00X,LU,17929.0,21794.0,1951-01-01,1962-01-30
010801,P,01,LU,17929.0,21794.0,1962-01-31,
028877,P,02,LC,17942.0,56438.0,2018-07-10,
033668,P,01,LC,17949.0,56445.0,2018-07-25,
033703,C,01,LC,17977.0,56465.0,2018-07-19,2021-04-30
022387,P,02,LC,17977.0,56465.0,2021-05-01,
022387,N,02C,LX,17977.0,56465.0,2021-05-01,
033725,P,01,LC,17979.0,56466.0,2018-07-27,
033621,P,02,LC,17987.0,56432.0,2018-07-30,2020-02-09
036175,P,01,LC,17987.0,56432.0,2020-02-10,
005589,C,00X,LU,18016.0,20904.0,1950-01-01,1962-01-30
005589,P,01,LU,18016.0,20904.0,1962-01-31,2008-11-28
002222,C,01,LU,18033.0,6438.0,1983-09-29,2014-05-31
033955,P,01,LC,18062.0,56498.0,2018-09-21,
002230,P,01,LU,18092.0,5737.0,1982-12-17,2007-09-28
033749,P,01,LC,18102.0,56483.0,2018-09-21,
034082,P,01,LC,18116.0,56523.0,2018-09-28,
034101,P,01,LC,18134.0,56533.0,2018-10-03,
034102,P,01,LC,18135.0,56534.0,2018-10-01,
034236,P,01,LS,18141.0,56538.0,2018-10-12,2022-06-30
027653,P,01,LC,18145.0,56542.0,2018-10-25,
008762,C,00X,LU,18163.0,21446.0,1949-07-01,1962-01-30
008762,P,01,LU,18163.0,21446.0,1962-01-31,
033868,P,02,LC,18184.0,56480.0,2018-10-01,2020-10-29
037318,P,01,LC,18184.0,56480.0,2020-10-30,2024-03-25
014489,P,08,LC,18267.0,55676.0,2018-12-28,
034410,P,01,LC,18312.0,56611.0,2018-12-07,
033781,P,01,LC,18320.0,56592.0,2018-12-03,
008446,C,00X,LU,18403.0,21375.0,1950-02-01,1962-01-30
008446,P,01,LC,18403.0,21375.0,1962-01-31,2020-05-18
009850,C,00X,LC,18411.0,21640.0,1951-01-01,1962-01-30
009850,P,01,LC,18411.0,21640.0,1962-01-31,
034636,P,01,LC,18420.0,56662.0,2019-03-19,
034443,P,01,LC,18428.0,56668.0,2019-04-02,
034873,P,01,LC,18452.0,56673.0,2019-03-29,
034544,P,02,LC,18453.0,56646.0,2019-03-25,2020-12-02
037490,P,01,LC,18453.0,56646.0,2020-12-03,
034854,P,01,LC,18456.0,56679.0,2019-03-07,2024-06-28
034919,P,01,LC,18480.0,56687.0,2019-04-04,
035005,P,01,LC,18484.0,56690.0,2019-04-18,
035013,P,01,LC,18485.0,56691.0,2019-04-18,
034601,P,02,LC,18533.0,56637.0,2019-04-01,2020-12-29
037617,P,01,LC,18533.0,56637.0,2020-12-30,2022-10-31
034805,P,02,LC,18539.0,56638.0,2019-04-22,2020-10-01
037182,P,01,LC,18539.0,56638.0,2020-10-02,
002817,C,00X,LC,18542.0,20408.0,1950-01-01,1962-01-30
002817,P,01,LC,18542.0,20408.0,1962-01-31,
034683,P,03,LC,18552.0,56644.0,2019-04-15,2020-10-25
037268,P,01,LC,18552.0,56644.0,2020-10-26,2023-07-06
034816,P,02,LC,18558.0,56676.0,2019-04-16,2020-12-21
037576,P,01,LC,18558.0,56676.0,2020-12-22,
034702,P,01,LC,18564.0,56709.0,2019-04-01,
034447,P,01,LC,18572.0,56715.0,2019-05-02,
035077,P,01,LC,18576.0,56719.0,2019-05-10,
035065,P,01,LC,18579.0,56721.0,2019-05-17,
035120,P,01,LC,18580.0,56722.0,2019-05-17,
035168,P,01,LC,18592.0,56723.0,2019-06-03,
035182,P,01,LC,18726.0,56769.0,2019-06-12,
035287,P,01,LC,18727.0,56770.0,2019-06-14,
003170,C,00X,LU,18729.0,20473.0,1950-01-01,1962-01-30
003170,P,01,LU,18729.0,20473.0,1962-01-31,
035133,P,01,LC,18734.0,56773.0,2019-06-20,2021-07-30
033750,P,01,LC,18736.0,56775.0,2019-06-17,2023-03-31
035264,P,01,LC,18770.0,56787.0,2019-06-27,
034954,P,01,LC,18771.0,56788.0,2019-06-27,2022-10-31
035210,C,01,LC,18780.0,56796.0,2019-06-12,
035394,P,01,LC,18790.0,56805.0,2019-07-25,2020-11-30
035082,P,03,LC,18835.0,56738.0,2019-07-03,2020-04-23
036404,P,01,LC,18835.0,56738.0,2020-04-24,
035447,P,01,LC,18886.0,56857.0,2019-08-01,
035602,P,01,LC,18907.0,56872.0,2019-09-12,
035640,P,01,LC,18908.0,56873.0,2019-09-12,
035604,P,01,LC,18909.0,56874.0,2019-09-13,
035497,P,01,LC,18910.0,56875.0,2019-09-18,
035620,P,01,LC,18911.0,56876.0,2019-09-19,
035189,P,02,LC,18936.0,56810.0,2019-09-03,2020-12-21
037594,P,01,LC,18936.0,56810.0,2020-12-22,
035411,P,02,LC,18937.0,56815.0,2019-09-16,2021-02-28
038198,P,01,LC,18937.0,56815.0,2021-03-01,
035627,P,01,LC,18940.0,56886.0,2019-09-26,
035638,P,01,LC,19032.0,56924.0,2019-10-11,
034446,P,01,LC,19058.0,56932.0,2019-11-07,2023-05-10
035868,P,01,LC,19084.0,56959.0,2019-12-12,
004510,C,00X,LU,19166.0,20681.0,1950-01-01,1962-01-30
004510,P,01,LU,19166.0,20681.0,1962-01-31,
036025,P,01,LC,19177.0,56993.0,2020-01-31,2023-02-28
036049,P,01,LC,19199.0,14304.0,2020-02-06,2021-12-31
036191,P,01,LC,19285.0,57036.0,2020-04-03,
036190,P,01,LC,19286.0,57037.0,2020-04-03,
035746,P,04,LC,19295.0,56942.0,2020-03-13,2021-08-26
039535,P,01,LC,19295.0,56942.0,2021-08-27,2023-08-04
036192,P,02,LC,19338.0,57039.0,2020-04-27,2020-12-16
037562,P,01,LC,19338.0,57039.0,2020-12-17,
003835,C,00X,LC,19350.0,20566.0,1949-11-01,1962-01-30
003835,P,01,LC,19350.0,20566.0,1962-01-31,
002403,C,00X,LU,19393.0,20331.0,1950-01-01,1962-01-30
002403,P,01,LU,19393.0,20331.0,1962-01-31,
036494,P,01,LC,19404.0,57092.0,2020-06-05,
022638,P,01,LC,19405.0,57093.0,2020-06-04,
025645,P,01,LC,19413.0,57098.0,2020-06-26,
036303,P,02,LC,19433.0,57062.0,2020-06-22,2020-11-17
037407,P,01,LC,19433.0,57062.0,2020-11-18,
036261,P,03,LC,19455.0,57064.0,2020-06-18,2020-12-20
037519,P,01,LC,19455.0,57064.0,2020-12-21,
036262,P,03,LC,19456.0,57065.0,2020-06-12,2021-01-07
037711,P,01,LC,19456.0,57065.0,2021-01-08,
036619,P,01,LC,19486.0,57128.0,2020-06-19,2024-12-10
004094,P,03,LC,19495.0,57135.0,2020-07-01,
036692,P,01,LC,19497.0,57137.0,2020-07-02,
036642,P,01,LC,19499.0,57138.0,2020-07-10,
011264,C,00X,LU,19502.0,21881.0,1949-10-01,1962-01-30
011264,P,01,LU,19502.0,21881.0,1962-01-31,
002285,C,00X,LU,19561.0,20315.0,1950-01-01,1962-01-30
002285,P,01,LU,19561.0,20315.0,1962-01-31,
036754,P,01,LC,19575.0,57192.0,2020-08-05,
036722,P,01,LC,19577.0,57194.0,2020-08-06,
036605,P,03,LC,19599.0,57104.0,2020-08-17,2020-11-26
037449,P,01,LC,19599.0,57104.0,2020-11-27,
036728,P,01,LC,19605.0,57212.0,2020-08-06,2023-05-31
036495,J,02,LC,19644.0,57124.0,2020-08-27,2021-02-10
038065,P,01,LC,19644.0,57124.0,2021-02-11,
339965,P,01,LC,19654.0,57255.0,2020-09-16,
036950,P,01,LC,19657.0,57258.0,2020-09-17,
137611,P,01,LC,19675.0,37957.0,2000-07-12,2018-05-31
037023,P,01,LC,19679.0,57265.0,2020-09-23,
036964,P,01,LC,19746.0,57296.0,2020-09-30,
036756,P,03,LC,19751.0,57148.0,2020-09-18,2021-07-25
039337,P,01,LC,19751.0,57148.0,2021-07-26,
020653,P,03,LC,19752.0,13960.0,2020-09-21,2023-11-30
036910,P,01,LC,19788.0,57309.0,2020-09-30,
036898,P,01,LC,19794.0,57313.0,2020-09-18,
036203,P,01,LC,19807.0,57315.0,2020-10-09,
037090,P,01,LC,19822.0,57341.0,2020-09-23,
003708,C,00X,LC,19828.0,20550.0,1950-01-01,1962-01-30
003708,P,01,LC,19828.0,20550.0,1962-01-31,1967-11-05
003708,P,01,LC,19828.0,20550.0,1976-06-17,2003-08-31
003708,J,01,LC,19828.0,20550.0,2003-09-01,2008-09-29
003708,P,03,LC,19828.0,20550.0,2008-09-30,
024966,P,01,LC,19832.0,57347.0,2020-09-25,
037200,P,01,LC,19851.0,57368.0,2020-10-15,
036880,P,03,LC,19891.0,57204.0,2020-10-09,2021-03-30
017001,P,01,LC,19893.0,57384.0,2020-10-08,
036867,P,02,LC,19911.0,57210.0,2020-10-08,2021-05-28
037292,P,01,LC,19939.0,57418.0,2020-10-30,
013041,P,01,LC,20053.0,781.0,1981-01-01,
007637,P,01,LC,20057.0,57529.0,2020-11-17,
037111,P,03,LC,20067.0,57411.0,2020-12-31,2021-05-28
038916,P,01,LC,20067.0,57411.0,2021-06-01,
037024,P,02,LC,20179.0,57364.0,2020-11-13,2021-10-17
039909,P,01,LC,20179.0,57364.0,2021-10-18,
037420,P,01,LC,20189.0,57587.0,2020-12-09,
037460,P,01,LC,20190.0,57588.0,2020-12-10,
037517,P,01,LC,20193.0,57590.0,2020-12-09,
037357,P,01,LC,20196.0,57593.0,2020-12-16,
002255,C,00X,LC,20220.0,20306.0,1949-10-01,1962-01-30
002255,P,01,LC,20220.0,20306.0,1962-01-31,2010-03-12
037164,P,03,LC,20246.0,57392.0,2020-12-14,2022-12-30
345980,P,01,LC,20333.0,57666.0,2020-12-16,
037413,P,01,LC,20339.0,57669.0,2021-01-13,
037502,P,01,LC,20341.0,57671.0,2021-01-14,
037306,P,02,LC,20357.0,57538.0,2021-01-04,2021-09-30
039800,P,01,LC,20357.0,57538.0,2021-10-01,
006682,C,00X,LC,20415.0,21097.0,1950-01-01,1962-01-30
006682,P,01,LC,20415.0,21097.0,1962-01-31,
037190,P,02,LC,20440.0,57643.0,2021-01-29,2022-09-30
037752,P,01,LC,20447.0,57775.0,2021-01-15,
037472,P,03,LC,20452.0,57654.0,2021-01-04,2021-07-14
039251,P,01,LC,20452.0,57654.0,2021-07-15,
001078,C,00X,LC,20482.0,20017.0,1950-01-01,1962-01-30
001078,P,01,LC,20482.0,20017.0,1962-01-31,
002596,P,01,LU,20512.0,727.0,1979-03-30,
027786,P,21,LC,20583.0,11937.0,2021-02-10,
037147,P,02,LC,20601.0,57630.0,2021-02-01,2021-07-22
039323,P,01,LC,20601.0,57630.0,2021-07-23,
037526,P,02,LC,20607.0,57637.0,2021-02-04,
002787,C,00X,LU,20618.0,20398.0,1949-07-01,1962-01-30
002787,P,01,LU,20618.0,20398.0,1962-01-31,
004060,C,00X,LC,20626.0,20597.0,1950-06-01,1962-01-30
004060,P,01,LC,20626.0,20597.0,1962-01-31,2017-08-31
037453,P,01,LC,20648.0,57999.0,2021-03-10,
038188,P,01,LC,20656.0,58006.0,2021-03-24,
038092,P,01,LC,20682.0,58024.0,2021-03-11,
002620,P,01,LC,20694.0,841.0,1983-12-30,2008-11-03
038342,P,01,LC,20870.0,58153.0,2021-03-12,2023-06-30
034749,P,01,LC,20892.0,58167.0,2021-04-14,
038212,P,01,LC,20894.0,58169.0,2021-04-15,
038474,P,01,LC,20898.0,58171.0,2021-04-16,
035245,P,01,LC,20923.0,58181.0,2021-04-29,
038646,P,01,LC,20972.0,58186.0,2021-04-21,
001045,C,00X,LC,21020.0,20010.0,1950-01-01,1962-01-30
001045,P,01,LC,21020.0,20010.0,1962-01-31,2012-01-04
001045,P,04,LC,21020.0,20010.0,2013-12-09,
037614,P,03,LC,21102.0,57981.0,2021-04-19,2021-09-16
039680,P,01,LC,21102.0,57981.0,2021-09-17,
006774,C,00X,LU,21178.0,21110.0,1950-01-01,1962-01-30
006774,P,01,LU,21178.0,21110.0,1962-01-31,
011446,C,00X,LC,21186.0,21913.0,1949-11-01,1962-01-30
011446,P,01,LC,21186.0,21913.0,1962-01-31,2015-07-01
029830,P,01,LC,21186.0,21913.0,2015-07-02,2024-07-31
007881,C,00X,LU,21207.0,21286.0,1961-01-01,1962-01-30
007881,P,01,LU,21207.0,21286.0,1962-01-31,
007881,N,01C,LX,21207.0,21286.0,2019-05-11,
011296,C,00X,LU,21231.0,21887.0,1951-01-01,1962-01-30
011296,P,01,LU,21231.0,21887.0,1962-01-31,2018-07-06
038832,P,01,LC,21345.0,58315.0,2021-06-09,
039041,P,01,LC,21356.0,58322.0,2021-07-01,
038927,P,01,LC,21357.0,58323.0,2021-06-24,
038931,P,01,LC,21358.0,58324.0,2021-06-24,
002751,P,01,LC,21371.0,6262.0,1983-08-04,
037596,P,01,LC,21415.0,58344.0,2021-06-30,
006104,C,00X,LC,21573.0,20994.0,1950-01-01,1962-01-30
006104,P,01,LC,21573.0,20994.0,1962-01-31,
039293,P,01,LC,21723.0,58570.0,2021-07-29,
008539,C,00X,LC,21776.0,21396.0,1951-01-01,1962-01-30
008539,P,01,LC,21776.0,21396.0,1962-01-31,
005742,C,00X,LU,21792.0,20939.0,1951-01-01,1962-01-30
005742,P,01,LU,21792.0,20939.0,1962-01-31,
039426,P,01,LC,21837.0,58656.0,2021-08-13,
039483,P,01,LC,21890.0,58692.0,2021-09-15,
039524,P,01,LC,21896.0,58698.0,2021-09-22,
038881,J,02,LC,21927.0,58718.0,2021-09-30,2021-09-30
038881,P,02,LC,21927.0,58718.0,2021-10-01,
008530,C,00X,LC,21936.0,21394.0,1950-01-01,1962-01-30
008530,P,01,LC,21936.0,21394.0,1962-01-31,
002849,C,00X,LC,22032.0,780.0,1978-01-01,1978-01-30
002849,P,01,LU,22032.0,780.0,1978-01-31,2007-09-28
039687,P,01,LC,22084.0,58778.0,2021-10-14,
004321,C,00X,LC,22103.0,20643.0,1949-10-01,1962-01-30
004321,P,01,LC,22103.0,20643.0,1962-01-31,
006266,C,00X,LC,22111.0,21018.0,1950-01-01,1962-01-30
006266,P,01,LC,22111.0,21018.0,1962-01-31,
039575,P,01,LC,22200.0,58843.0,2021-10-20,
039811,P,01,LC,22265.0,58911.0,2021-11-10,
003532,C,00X,LU,22293.0,20523.0,1950-01-01,1962-01-30
003532,P,01,LU,22293.0,20523.0,1962-01-31,
002888,P,01,LC,22374.0,7137.0,1984-07-18,2012-11-28
008247,C,00X,LU,22509.0,21351.0,1950-01-01,1962-01-30
008247,P,01,LU,22509.0,21351.0,1962-01-31,
008455,C,00X,LC,22517.0,21376.0,1951-01-01,1962-01-30
008455,P,01,LC,22517.0,21376.0,1962-01-31,
007435,C,00X,LC,22592.0,21205.0,1950-01-01,1962-01-30
007435,P,01,LC,22592.0,21205.0,1962-01-31,
040614,P,01,LC,22623.0,59113.0,2022-02-02,
007257,C,00X,LC,22752.0,21188.0,1950-01-01,1962-01-01
007257,P,01,LC,22752.0,21188.0,1962-01-02,
007585,C,00X,LC,22779.0,21230.0,1950-01-01,1962-01-30
007585,P,01,LC,22779.0,21230.0,1962-01-31,
009411,C,00X,LC,22840.0,21566.0,1949-07-01,1962-01-30
009411,P,01,LC,22840.0,21566.0,1962-01-31,2014-08-28
012612,C,00X,LD,22859.0,20549.0,1951-01-01,1962-01-30
003814,C,00X,LC,22859.0,20549.0,1951-01-01,1962-01-30
003814,P,01,LC,22859.0,20549.0,1962-01-31,2011-11-25
012612,P,01,LD,22859.0,20549.0,1962-01-31,1986-01-31
002950,P,01,LC,22905.0,899.0,1972-12-14,2010-03-10
030865,C,00X,LC,22947.0,20449.0,1951-01-01,1962-01-30
003039,C,00X,LD,22947.0,20449.0,1951-01-01,1962-01-30
030865,C,01,LC,22947.0,20449.0,1962-01-31,1980-12-31
003039,P,01,LD,22947.0,20449.0,1962-01-31,1980-12-31
003039,P,01,LC,22947.0,20449.0,1981-01-01,1994-10-24
030865,C,01,LC,22947.0,20449.0,1994-10-25,2006-03-31
164296,P,01,LC,22976.0,59247.0,2022-04-11,
008099,C,00X,LU,23026.0,21326.0,1951-01-01,1962-01-30
008099,P,01,LU,23026.0,21326.0,1962-01-31,
005568,C,00X,LC,23077.0,20900.0,1950-05-01,1962-01-30
005568,P,01,LC,23077.0,20900.0,1962-01-31,2013-05-31
005568,C,01,LC,23077.0,20900.0,2013-06-01,2013-06-10
009445,C,00X,LU,23085.0,21570.0,1951-01-01,1962-01-30
009445,P,01,LU,23085.0,21570.0,1962-01-31,2019-01-31
002783,C,00X,LU,23114.0,20397.0,1951-01-01,1962-01-30
002783,P,01,LU,23114.0,20397.0,1962-01-31,2012-06-30
002783,C,01,LU,23114.0,20397.0,2012-07-01,
013948,P,01,LC,23229.0,20361.0,1962-01-31,1987-05-26
003439,P,01,LD,23229.0,20361.0,1962-01-31,1987-05-26
003439,P,01,LC,23229.0,20361.0,1987-05-27,
003007,P,01,LU,23297.0,6760.0,1984-01-06,
005643,C,00X,LC,23309.0,20915.0,1950-01-01,1962-01-30
005643,P,01,LC,23309.0,20915.0,1962-01-31,2007-10-24
003011,P,01,LU,23318.0,6249.0,1983-08-02,2006-04-28
003026,P,01,LU,23393.0,1103.0,1976-12-30,
041640,P,01,LC,23439.0,59414.0,2022-10-26,
014824,C,00X,LC,23473.0,912.0,1982-01-01,1982-01-28
014824,P,01,LC,23473.0,912.0,1982-01-29,
008694,C,00X,LC,23501.0,21432.0,1951-01-01,1962-01-30
008694,P,01,LC,23501.0,21432.0,1962-01-31,2016-03-23
011550,P,01,LC,23536.0,21931.0,1962-01-31,
013353,P,01,LD,23536.0,21931.0,1962-01-31,1986-12-31
013353,C,99X,LD,23536.0,21931.0,1987-01-01,2020-12-31
041818,P,01,LC,23570.0,59446.0,2023-01-04,
010519,C,00X,LC,23579.0,21743.0,1950-01-01,1962-01-30
010519,P,01,LC,23579.0,21743.0,1962-01-31,
003062,P,01,LC,23660.0,6304.0,1983-08-19,
008810,C,00X,LU,23712.0,21458.0,1951-01-01,1962-01-30
008810,P,01,LU,23712.0,21458.0,1962-01-31,
005439,C,00X,LU,23819.0,20868.0,1950-01-01,1962-01-30
005439,P,01,LU,23819.0,20868.0,1962-01-31,
041897,P,01,LC,23876.0,59559.0,2023-05-04,
003078,N,02,LC,23887.0,925.0,1982-01-29,1997-07-31
003078,P,02,LC,23887.0,925.0,1997-08-01,2000-08-30
135484,P,01,LC,23887.0,925.0,2000-08-31,2020-04-23
005134,C,00X,LC,23915.0,20809.0,1950-01-01,1962-01-30
005134,P,01,LU,23915.0,20809.0,1962-01-31,2005-12-30
003082,P,01,LC,23916.0,1194.0,1981-01-01,2015-10-30
007977,C,00X,LC,23931.0,21300.0,1951-01-01,1962-01-30
007977,P,01,LC,23931.0,21300.0,1962-01-31,
043023,P,01,LC,23941.0,59576.0,2023-06-15,
043026,P,01,LC,23942.0,59577.0,2023-07-03,
009217,C,00X,LC,23990.0,21527.0,1950-01-01,1962-01-30
009217,P,01,LC,23990.0,21527.0,1962-01-31,2009-04-01
007366,C,00X,LU,24010.0,21201.0,1951-01-01,1962-01-30
007366,P,01,LU,24010.0,21201.0,1962-01-31,
003105,P,01,LC,24046.0,6996.0,1984-04-19,2008-07-30
006338,C,00X,LC,24053.0,21035.0,1958-01-01,1962-01-30
006338,P,01,LC,24053.0,21035.0,1962-01-31,
001440,C,00X,LC,24109.0,20077.0,1951-01-01,1962-01-30
001440,P,01,LC,24109.0,20077.0,1962-01-31,
043197,P,01,LC,24174.0,59644.0,2023-10-02,
004517,C,00X,LC,24205.0,20684.0,1951-01-01,1962-01-30
004517,P,01,LC,24205.0,20684.0,1962-01-31,
001995,C,00X,LC,24221.0,20258.0,1951-01-01,1962-01-30
001995,P,01,LC,24221.0,20258.0,1962-01-31,2012-03-12
001794,P,01,LC,24272.0,20222.0,1962-01-31,
004430,C,00X,LC,24328.0,20662.0,1951-01-01,1962-01-30
004430,P,01,LC,24328.0,20662.0,1962-01-31,
006799,C,00X,LC,24360.0,21116.0,1951-01-01,1962-01-30
006799,P,01,LC,24360.0,21116.0,1962-01-31,2007-08-24
006334,C,00X,LC,24432.0,21032.0,1951-01-01,1962-01-30
006334,P,01,LC,24432.0,21032.0,1962-01-31,2018-06-04
003153,P,01,LC,24441.0,1071.0,1979-07-25,
003153,N,01C,LX,24441.0,1071.0,2005-01-31,
008606,C,00X,LU,24459.0,21411.0,1950-09-18,1962-01-30
008606,P,01,LU,24459.0,21411.0,1962-01-31,
003157,P,01,LU,24476.0,1033.0,1972-12-14,2022-07-29
010507,C,00X,LU,24563.0,21740.0,1951-02-13,1962-01-30
010507,P,01,LU,24563.0,21740.0,1962-01-31,2007-10-31
001356,C,00X,LC,24643.0,20060.0,1951-06-11,1962-01-30
001356,P,01,LC,24643.0,20060.0,1962-01-31,2016-10-31
028192,P,01,LC,24643.0,20060.0,2016-11-01,
007985,P,01,LU,24766.0,21303.0,1962-01-31,
008972,C,00X,LU,24942.0,21492.0,1952-09-15,1962-02-27
008972,P,01,LU,24942.0,21492.0,1962-02-28,2020-04-30
010860,C,00X,LU,24985.0,21808.0,1952-12-15,1962-01-30
010860,P,01,LU,24985.0,21808.0,1962-01-31,
009459,C,00X,LC,25013.0,21575.0,1953-03-23,1962-01-30
009459,P,01,LC,25013.0,21575.0,1962-01-31,2009-11-30
003231,P,01,LC,25081.0,1261.0,1972-12-14,
008151,P,01,LC,25232.0,21332.0,1962-01-31,
002663,P,01,LU,25320.0,20384.0,1962-01-31,
011465,C,00X,LC,25419.0,21916.0,1956-01-01,1962-01-30
011465,P,01,LC,25419.0,21916.0,1962-01-31,
008818,C,00X,LC,25443.0,21461.0,1955-02-07,1962-01-30
008818,P,01,LC,25443.0,21461.0,1962-01-31,2009-02-06
003278,P,01,LC,25487.0,6391.0,1983-09-14,
005492,P,01,LC,25582.0,20883.0,1962-01-31,
006403,P,01,LC,25769.0,21049.0,1962-01-31,2006-08-10
003310,P,01,LC,25778.0,5220.0,1981-12-15,2018-11-30
004839,C,00X,LC,25785.0,20750.0,1950-01-01,1962-01-30
004839,P,01,LC,25785.0,20750.0,1962-01-31,
004058,C,00X,LC,25953.0,20596.0,1960-01-01,1962-01-30
004058,P,01,LC,25953.0,20596.0,1962-01-31,
004818,C,00X,LC,26382.0,20745.0,1957-10-28,1965-12-30
004818,P,01,LC,26382.0,20745.0,1965-12-31,2000-11-30
141400,P,01,LC,26382.0,20745.0,2000-12-01,2011-06-01
003980,P,01,LC,26403.0,20587.0,1962-01-31,
004351,P,01,LU,26470.0,20649.0,1962-01-31,2018-11-30
002085,P,01,LU,26518.0,20276.0,1962-01-31,2007-10-26
009831,P,01,LC,26614.0,21637.0,1970-04-20,2023-02-28
006781,P,01,LC,26710.0,21111.0,1962-01-31,
006375,P,01,LU,26825.0,21041.0,1962-01-31,
011115,P,01,LU,27043.0,21859.0,1962-01-31,2021-04-30
002771,P,01,LU,27334.0,20392.0,1962-01-31,
003107,P,01,LC,27422.0,20462.0,1962-01-31,
003570,P,01,LC,27562.0,5169.0,1981-11-05,
009299,P,01,LU,27633.0,21541.0,1962-01-31,
001919,P,01,LU,27684.0,20239.0,1962-01-31,
006109,C,00X,LC,27705.0,20996.0,1960-12-12,1962-01-30
006109,P,01,LC,27705.0,20996.0,1962-01-31,2015-01-13
008488,C,00X,LC,27713.0,21387.0,1960-12-13,1962-01-30
008488,P,01,LC,27713.0,21387.0,1962-01-31,2008-11-21
008873,C,00X,LC,27756.0,21476.0,1962-01-01,1962-01-30
008873,P,01,LC,27756.0,21476.0,1962-01-31,2016-09-16
005606,P,01,LC,27828.0,20908.0,1962-01-31,
002086,P,01,LC,27887.0,20277.0,1962-01-31,
003643,P,01,LU,27888.0,840.0,1977-07-08,
