ticker,earnings_date,analysis_date,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio
VMED,2010-02-25,2010-01-27,2010-01-27,29,1.1526356761565837,0.431616,0.497496,0.9593172119487909
WYNN,2010-02-25,2010-01-27,2010-01-27,29,1.1584083198780863,0.44096799999999997,0.510821,1.056678751983468
AES,2010-02-26,2010-01-28,2010-01-28,29,1.0166904211157581,0.385191,0.39162,0.9633194784148373
AIG,2010-02-26,2010-01-28,2010-01-28,29,1.0339141054059668,0.6643646666666666,0.686896,1.0259232868035761
CMS,2010-03-01,2010-01-29,2010-01-29,31,1.1469358606925646,0.211446,0.242515,0.9640981214663505
DISH,2010-03-01,2010-01-29,2010-01-29,31,1.1363775863911503,0.364939,0.41470850000000004,0.9760631177924217
EIX,2010-03-01,2010-01-29,2010-01-29,31,1.1325833176426285,0.21244,0.240606,0.9598380691188231
RDC,2010-03-01,2010-01-29,2010-01-29,31,1.1243780701615833,0.379866,0.427113,0.9452012869225084
AZO,2010-03-02,2010-02-01,2010-02-01,29,1.2947789432056156,0.185435,0.24009733333333333,1.1646250735319563
HGSI,2010-03-02,2010-02-01,2010-02-01,29,1.083246614492599,0.4319515000000001,0.46791,1.0317418856877958
COST,2010-03-03,2010-02-02,2010-02-02,29,1.1196628346880775,0.1912415,0.21412599999999998,1.094619919465434
CIEN,2010-03-04,2010-02-03,2010-02-03,29,1.1677183414407772,0.48700099999999996,0.56868,1.057702305725215
URBN,2010-03-04,2010-02-03,2010-02-03,29,1.0717646261270422,0.36877499999999996,0.3952399999999999,1.078768297694455
HRB,2010-03-08,2010-02-05,2010-02-05,31,1.148169917641959,0.28837500000000005,0.3311035,1.1282588504654731
KR,2010-03-09,2010-02-08,2010-02-08,29,1.3704139464810963,0.209085,0.286533,0.9622172622471755
ADBE,2010-03-23,2010-02-22,2010-02-22,29,1.105091356659236,0.2724486666666667,0.30108066666666666,1.081408583222047
DRI,2010-03-23,2010-02-22,2010-02-22,29,1.1131094642033972,0.253809,0.2825172,1.178034179287761
JBL,2010-03-23,2010-02-22,2010-02-22,29,1.152482847531971,0.404898,0.466638,0.9588173028423661
KBH,2010-03-23,2010-02-22,2010-02-22,29,1.0248131664127953,0.42016,0.4305855,1.0633779013901563
GIS,2010-03-24,2010-02-23,2010-02-23,29,1.1515569385059659,0.14890333333333333,0.17147066666666666,0.998592966064563
LEN,2010-03-24,2010-02-23,2010-02-23,29,1.1131232438467205,0.426358,0.47458900000000004,0.9654732240437158
PAYX,2010-03-24,2010-02-23,2010-02-23,29,1.1946184166676244,0.174038,0.207909,0.9075823946599916
RHT,2010-03-24,2010-02-23,2010-02-23,29,1.098516051416685,0.337478,0.370725,0.993982699155575
BBY,2010-03-25,2010-02-24,2010-02-24,29,1.1605270059571327,0.23131933333333335,0.2684523333333333,1.0526972138669946
CAG,2010-03-25,2010-02-24,2010-02-24,29,1.1265963788317608,0.166079,0.187104,1.000668803624795
ORCL,2010-03-25,2010-02-24,2010-02-24,29,1.028347236733125,0.2463026666666667,0.25328466666666666,1.1015357145850972
APOL,2010-03-29,2010-02-26,2010-02-26,31,1.2355925490722346,0.305519,0.377497,0.9536144578313253
GPN,2010-03-31,2010-03-02,2010-03-02,29,1.653877018075976,0.147046,0.243196,0.908644874250757
MOS,2010-03-31,2010-03-02,2010-03-02,29,1.1197401490718069,0.370828,0.415231,1.0018452228180847
MU,2010-03-31,2010-03-02,2010-03-02,29,1.1381232669271324,0.449707,0.511822,1.007877774590311
FDO,2010-04-07,2010-03-09,2010-03-09,29,1.4629482947745065,0.2001055,0.292744,1.225370696834341
AMZN,2010-04-22,2010-03-24,2010-03-24,29,1.4512702741495622,0.2682295,0.3892735,1.0392047940644917
APD,2010-04-22,2010-03-24,2010-03-24,29,1.1521065314133583,0.205836,0.237145,1.0028892580989364
AXP,2010-04-22,2010-03-24,2010-03-24,29,1.1668654816312976,0.24444839999999995,0.2852384,1.1623485684621058
BAX,2010-04-22,2010-03-24,2010-03-24,29,1.273755195767811,0.1548135,0.1971945,1.00965902180801
BCR,2010-04-22,2010-03-24,2010-03-24,29,1.4279836007824853,0.133421,0.190523,0.8965139562699064
BUCY,2010-04-22,2010-03-24,2010-03-24,29,1.1418759946966541,0.391451,0.44698849999999996,1.0371193072845162
COF,2010-04-22,2010-03-24,2010-03-24,29,1.1523823226871144,0.3144935,0.36241675,1.0662223297289524
DECK,2010-04-22,2010-03-24,2010-03-24,29,1.2064856256076733,0.33529533333333333,0.404529,1.053622761670881
DHR,2010-04-22,2010-03-24,2010-03-24,29,1.1486107439046256,0.1645305,0.1889815,1.084194312363395
DO,2010-04-22,2010-03-24,2010-03-24,29,0.7995116334471533,0.25186,0.201365,0.7955352646505341
EMN,2010-04-22,2010-03-24,2010-03-24,29,1.1519748512991757,0.229992,0.264945,0.9925812758134055
FITB,2010-04-22,2010-03-24,2010-03-24,29,1.122032354486431,0.3644935,0.4089735,1.0831564521965076
GR,2010-04-22,2010-03-24,2010-03-24,29,1.2392300094181425,0.217665,0.269737,0.9751535542603187
HSY,2010-04-22,2010-03-24,2010-03-24,29,1.0599010272702956,0.213089,0.22585325000000003,0.9454047349211591
KMB,2010-04-22,2010-03-24,2010-03-24,29,1.1422437081655235,0.141281,0.16137733333333332,1.177097610392706
MAR,2010-04-22,2010-03-24,2010-03-24,29,1.0821715060445147,0.23602666666666666,0.25542133333333333,1.0480505661019834
MSFT,2010-04-22,2010-03-24,2010-03-24,29,1.2054138764214746,0.19079366666666664,0.22998533333333332,0.9668208614081797
NUE,2010-04-22,2010-03-24,2010-03-24,29,1.1325793216042621,0.279306,0.3163362,1.0744646393262811
PEP,2010-04-22,2010-03-24,2010-03-24,29,1.0975158404894167,0.15103699999999998,0.1657655,1.085121055290792
PM,2010-04-22,2010-03-24,2010-03-24,29,1.1580042833437643,0.174163,0.2016815,1.157348508151338
PNC,2010-04-22,2010-03-24,2010-03-24,29,1.159293682521408,0.2507276666666666,0.290667,1.1418993986990187
RS,2010-04-22,2010-03-24,2010-03-24,29,1.085240765855132,0.337714,0.366501,1.0086464627156764
RTN,2010-04-22,2010-03-24,2010-03-24,29,1.2068436060539594,0.150447,0.181566,1.0300394347473172
SHW,2010-04-22,2010-03-24,2010-03-24,29,1.1869916774761637,0.211234,0.250733,0.9718431682876782
TXT,2010-04-22,2010-03-24,2010-03-24,29,1.1964227400440368,0.309287,0.370038,1.029897753373757
UNP,2010-04-22,2010-03-24,2010-03-24,29,1.1458803056330973,0.22353599999999996,0.25614549999999997,1.0533238836440142
VZ,2010-04-22,2010-03-24,2010-03-24,29,1.0857136818522863,0.157715,0.17123333333333332,1.1347411561978138
WDC,2010-04-22,2010-03-24,2010-03-24,29,1.135052133276748,0.3404895,0.38647333333333334,1.0834846392976583
COL,2010-04-23,2010-03-25,2010-03-25,29,1.1312542124872529,0.1995555,0.225748,1.1307413313322703
DOV,2010-04-23,2010-03-25,2010-03-25,29,1.0849156257427313,0.227202,0.246495,1.0128341721535463
EXC,2010-04-23,2010-03-25,2010-03-25,29,1.0881744931757853,0.17027599999999998,0.18529,1.0646401835305481
HON,2010-04-23,2010-03-25,2010-03-25,29,1.167345524971114,0.1977585,0.23085250000000004,1.1238060642321417
JCI,2010-04-23,2010-03-25,2010-03-25,29,1.0968656756180732,0.25024,0.2744796666666667,1.1979503053626706
TROW,2010-04-23,2010-03-25,2010-03-25,29,1.2329529773404266,0.210154,0.25911,0.9597694587670064
TRV,2010-04-23,2010-03-25,2010-03-25,29,1.2911341353174328,0.14381,0.185678,1.0007167361367226
XRX,2010-04-23,2010-03-25,2010-03-25,29,1.1064909092236164,0.274014,0.303194,0.9328231437257232
AMP,2010-04-26,2010-03-26,2010-03-26,31,1.1554435845107045,0.228829,0.264399,1.0028090872438515
BLK,2010-04-26,2010-03-26,2010-03-26,31,1.1939746431680676,0.22781500000000002,0.2720053333333333,1.0574137309380898
BSX,2010-04-26,2010-03-26,2010-03-26,31,1.0643282736436164,0.437708,0.465865,1.092751076004354
CAT,2010-04-26,2010-03-26,2010-03-26,31,1.3594363367500697,0.23758866666666661,0.32298666666666664,1.015248074146312
HTZ,2010-04-26,2010-03-26,2010-03-26,31,1.1961348430262482,0.3886,0.464818,1.105887441945178
HUM,2010-04-26,2010-03-26,2010-03-26,31,1.105961666306543,0.3137814000000001,0.3470302,1.1232331558606525
LO,2010-04-26,2010-03-26,2010-03-26,31,1.0438087297426473,0.2374755,0.24787900000000002,1.1267997426673795
MAS,2010-04-26,2010-03-26,2010-03-26,31,1.157481867428601,0.309388,0.358111,1.0085768213928288
TXN,2010-04-26,2010-03-26,2010-03-26,31,1.1901860986106474,0.25443499999999997,0.302825,1.0596784118142366
VECO,2010-04-26,2010-03-26,2010-03-26,31,1.0469309307986299,0.453965,0.47527,0.9867989166112364
WHR,2010-04-26,2010-03-26,2010-03-26,31,1.223425248546239,0.26655,0.326104,0.9504334090447173
ADP,2010-04-27,2010-03-29,2010-03-29,29,1.116449851787327,0.15670050000000002,0.17494825000000003,1.1380594804835833
AFL,2010-04-27,2010-03-29,2010-03-29,29,1.1616515378934078,0.209865,0.24379,0.9799037208933132
ALV,2010-04-27,2010-03-29,2010-03-29,29,1.0384331116038432,0.299013,0.310505,1.0305143042263034
ASH,2010-04-27,2010-03-29,2010-03-29,29,1.1262278948734823,0.331258,0.373072,1.000655507928021
BRCM,2010-04-27,2010-03-29,2010-03-29,29,1.1890908964395928,0.28742966666666664,0.34178,1.0987701040681173
CIT,2010-04-27,2010-03-29,2010-03-29,29,1.0481472440665465,0.30997966666666665,0.32490433333333335,1.0486748350117006
CMI,2010-04-27,2010-03-29,2010-03-29,29,1.184029951923025,0.30929566666666664,0.3662153333333333,1.0616926058314753
ECL,2010-04-27,2010-03-29,2010-03-29,29,1.089566035975677,0.1768695,0.19271100000000002,1.1082349153734716
EL,2010-04-27,2010-03-29,2010-03-29,29,1.226327105350816,0.231161,0.283479,0.9735636250305343
F,2010-04-27,2010-03-29,2010-03-29,29,1.08807897012435,0.410535,0.4466945,1.0052468562830372
FIS,2010-04-27,2010-03-29,2010-03-29,29,1.257019224883582,0.212381,0.266967,0.7547299218194741
LCC,2010-04-27,2010-03-29,2010-03-29,29,1.17223266357252,0.557612,0.653651,0.9880080796626387
LXK,2010-04-27,2010-03-29,2010-03-29,29,1.1119642736315043,0.369475,0.410843,1.0036781384381765
MMM,2010-04-27,2010-03-29,2010-03-29,29,1.0796315200210749,0.18220799999999998,0.1967175,1.0434691567628749
NEM,2010-04-27,2010-03-29,2010-03-29,29,1.0401040162732542,0.31081675,0.32328175,0.9960719362371814
NFX,2010-04-27,2010-03-29,2010-03-29,29,1.09523310053872,0.343221,0.375907,0.9722506281567176
NOV,2010-04-27,2010-03-29,2010-03-29,29,1.1260999135190608,0.2942845,0.33139375000000004,1.0753289336864142
NSC,2010-04-27,2010-03-29,2010-03-29,29,1.1581808250325296,0.225179,0.260798,0.9587062219535247
PFWD,2010-04-27,2010-03-29,2010-03-29,29,0.9939661445699632,0.461728,0.458942,0.9563862928348911
RRC,2010-04-27,2010-03-29,2010-03-29,29,1.0200380297354794,0.3762845,0.3838245,1.011169060548065
SWK,2010-04-27,2010-03-29,2010-03-29,29,1.1331660946455442,0.236588,0.2680935,1.1625313479292394
TLAB,2010-04-27,2010-03-29,2010-03-29,29,1.1590904510121403,0.297686,0.345045,0.9799297524877955
UPS,2010-04-27,2010-03-29,2010-03-29,29,1.1141174736148332,0.1729665,0.19270500000000002,1.0831832501099272
VLO,2010-04-27,2010-03-29,2010-03-29,29,1.0878883839048599,0.3228925,0.351271,1.0536253872732142
WAT,2010-04-27,2010-03-29,2010-03-29,29,1.1153156121036207,0.224627,0.25053000000000003,1.088048297593486
WU,2010-04-27,2010-03-29,2010-03-29,29,1.186766835246469,0.238265,0.282765,0.978231862280194
X,2010-04-27,2010-03-29,2010-03-29,29,1.0720381000586685,0.434645,0.465956,0.9991655325879064
AKAM,2010-04-28,2010-03-30,2010-03-30,29,1.3223431293361345,0.2814526666666667,0.372177,0.9723616640701634
ALL,2010-04-28,2010-03-30,2010-03-30,29,1.2621639659945074,0.18279399999999998,0.23071599999999998,1.1087702932796863
ATI,2010-04-28,2010-03-30,2010-03-30,29,1.0231397342427369,0.427533,0.437426,0.983897544473339
BEC,2010-04-28,2010-03-30,2010-03-30,29,1.16130010863237,0.22415049999999997,0.26030600000000004,1.2759408446593636
BEN,2010-04-28,2010-03-30,2010-03-30,29,1.1641098517564161,0.2373526,0.27630449999999995,1.2246328973055558
CCI,2010-04-28,2010-03-30,2010-03-30,29,1.1748352483947277,0.23672,0.278107,0.94350602246367
CERN,2010-04-28,2010-03-30,2010-03-30,29,1.2259221050236726,0.254933,0.312528,1.007903247487487
CLF,2010-04-28,2010-03-30,2010-03-30,29,1.0908649223972349,0.485743,0.52988,0.9862101170475194
CMCSA,2010-04-28,2010-03-30,2010-03-30,29,1.2252690281358591,0.21410400000000002,0.262335,1.0312223216865357
DD,2010-04-28,2010-03-30,2010-03-30,29,1.1382794156834084,0.21859725000000002,0.24882474999999998,1.1262724036720164
EQT,2010-04-28,2010-03-30,2010-03-30,29,0.979000545965584,0.296722,0.290491,1.0153019674935841
ESRX,2010-04-28,2010-03-30,2010-03-30,29,1.198742017336979,0.22345300000000004,0.2678625,1.0700012963203023
FSLR,2010-04-28,2010-03-30,2010-03-30,29,1.2402497248635027,0.373451,0.46317249999999993,1.0239755364946486
GD,2010-04-28,2010-03-30,2010-03-30,29,1.0576892857472986,0.216366,0.228848,1.0700426226707043
GLW,2010-04-28,2010-03-30,2010-03-30,29,1.2045960725088343,0.23572300000000004,0.283951,1.0209603072983355
GT,2010-04-28,2010-03-30,2010-03-30,29,1.1357162957772124,0.362462,0.411654,0.9776215816743491
HES,2010-04-28,2010-03-30,2010-03-30,29,1.1556293370427795,0.25089100000000003,0.289937,1.0303974588367746
ILMN,2010-04-28,2010-03-30,2010-03-30,29,1.3813850573687123,0.280205,0.387071,0.9732821113106422
LNC,2010-04-28,2010-03-30,2010-03-30,29,1.1875105479989605,0.321941,0.3823083333333333,1.0783934079293964
MHS,2010-04-28,2010-03-30,2010-03-30,29,1.1795086777898884,0.190832,0.225088,0.9843043197936815
NOC,2010-04-28,2010-03-30,2010-03-30,29,1.1402410375142227,0.176653,0.201427,1.0026506078803084
OC,2010-04-28,2010-03-30,2010-03-30,29,1.185723046047497,0.287008,0.340312,1.0211518414021055
OI,2010-04-28,2010-03-30,2010-03-30,29,1.242824932038052,0.297593,0.369856,1.0155232661306834
ORLY,2010-04-28,2010-03-30,2010-03-30,29,1.2171372318093348,0.222463,0.270768,1.071909376069076
ROK,2010-04-28,2010-03-30,2010-03-30,29,1.1722745732597248,0.252144,0.295582,0.9795347536245397
SO,2010-04-28,2010-03-30,2010-03-30,29,1.125401147395114,0.12474633333333332,0.14038966666666666,1.3755702389572775
TMO,2010-04-28,2010-03-30,2010-03-30,29,1.0777651686447838,0.234398,0.252626,0.9623750831410482
V,2010-04-28,2010-03-30,2010-03-30,29,1.0899997636436691,0.211545,0.23058399999999998,0.911975222215151
VMED,2010-04-28,2010-03-30,2010-03-30,29,1.116994801062229,0.347571,0.388235,1.0010425997021968
VRSN,2010-04-28,2010-03-30,2010-03-30,29,1.3619336929934185,0.20618233333333333,0.28080666666666665,1.0513834173156207
WLL,2010-04-28,2010-03-30,2010-03-30,29,1.0853418472176084,0.325116,0.352862,0.9996802164688519
XLNX,2010-04-28,2010-03-30,2010-03-30,29,1.1407629640778774,0.2635423333333333,0.3006393333333333,1.0471902996889493
AEP,2010-04-29,2010-03-31,2010-03-31,29,1.1758660471157178,0.13551033333333334,0.15934199999999998,1.0830810775495983
AET,2010-04-29,2010-03-31,2010-03-31,29,1.1916882098353037,0.275416,0.32821,1.0598051455834485
APA,2010-04-29,2010-03-31,2010-03-31,29,1.1519258466774596,0.2294705,0.264333,1.0276137479541734
AVP,2010-04-29,2010-03-31,2010-03-31,29,1.276326722881837,0.22785466666666668,0.290817,1.0834595583826019
BDX,2010-04-29,2010-03-31,2010-03-31,29,1.143686551877644,0.16061350000000002,0.1836915,1.255535937358243
BMY,2010-04-29,2010-03-31,2010-03-31,29,1.2836831838700489,0.15447866666666665,0.19830166666666665,1.192164202698772
BWA,2010-04-29,2010-03-31,2010-03-31,29,1.2519328565840193,0.227513,0.284831,1.000615728340656
CAH,2010-04-29,2010-03-31,2010-03-31,29,1.1408087531633455,0.188092,0.214577,0.9653565453033741
CAM,2010-04-29,2010-03-31,2010-03-31,29,1.1111898126845103,0.29012550000000004,0.32238449999999996,0.9992845161069461
CELG,2010-04-29,2010-03-31,2010-03-31,29,1.1734972024928072,0.251176,0.29475433333333334,1.0808758094347592
CL,2010-04-29,2010-03-31,2010-03-31,29,1.2478861003138082,0.133521,0.166619,0.9693698272106868
CME,2010-04-29,2010-03-31,2010-03-31,29,1.1803689164364772,0.2464153333333333,0.290861,1.0262265056741395
CNX,2010-04-29,2010-03-31,2010-03-31,29,1.1027553182169831,0.4052345,0.4468745,1.001553449053313
COP,2010-04-29,2010-03-31,2010-03-31,29,1.139199787364185,0.19563966666666663,0.22287266666666666,1.1129532793145995
CYBS,2010-04-29,2010-03-31,2010-03-31,29,1.2381814255956918,0.314928,0.389938,0.8429053963631691
ETR,2010-04-29,2010-03-31,2010-03-31,29,1.2706023886322029,0.1433875,0.18218849999999998,0.9694966798898816
EXPE,2010-04-29,2010-03-31,2010-03-31,29,1.0834528882103018,0.325513,0.352678,1.0001628464327412
GNW,2010-04-29,2010-03-31,2010-03-31,29,1.1249424934825947,0.40430200000000005,0.4548165,1.1404133855803298
HGSI,2010-04-29,2010-03-31,2010-03-31,29,1.2970912453364754,0.3943726666666666,0.5115373333333333,1.066466681956549
HIG,2010-04-29,2010-03-31,2010-03-31,29,1.2151315713303854,0.31669766666666666,0.3848293333333333,1.054366533377513
HOT,2010-04-29,2010-03-31,2010-03-31,29,1.0852060468642222,0.292846,0.31779825,1.070455527823868
HP,2010-04-29,2010-03-31,2010-03-31,29,1.1285795695221958,0.328147,0.37034,0.9798328461246757
IP,2010-04-29,2010-03-31,2010-03-31,29,1.205585072022483,0.3134785,0.37792499999999996,0.9988787927598437
ITMN,2010-04-29,2010-03-31,2010-03-31,29,1.7751077970444131,0.605768,1.0753035,1.0030465251449783
K,2010-04-29,2010-03-31,2010-03-31,29,1.0974913134120918,0.1439,0.157929,0.9677918339621627
KLAC,2010-04-29,2010-03-31,2010-03-31,29,1.125765053194452,0.2992166666666667,0.33684766666666666,1.038107517275453
MET,2010-04-29,2010-03-31,2010-03-31,29,1.1834672671374513,0.23248425,0.27513750000000003,1.1425114462883779
MFE,2010-04-29,2010-03-31,2010-03-31,29,1.2569914048406856,0.207326,0.260607,0.9785344119618263
MHK,2010-04-29,2010-03-31,2010-03-31,29,1.1798655869738262,0.297739,0.351292,1.0009480361867429
MJN,2010-04-29,2010-03-31,2010-03-31,29,1.1346716677706064,0.259676,0.294647,1.0750848720708785
MXIM,2010-04-29,2010-03-31,2010-03-31,29,1.1147377817098891,0.253186,0.282236,0.9788143783875732
NBL,2010-04-29,2010-03-31,2010-03-31,29,1.087943121765987,0.272301,0.296248,1.0583043524080515
NIHD,2010-04-29,2010-03-31,2010-03-31,29,1.2330764182475848,0.327605,0.403962,0.9842776365679399
OXY,2010-04-29,2010-03-31,2010-03-31,29,1.170929855785712,0.212947,0.249346,0.9898296418527901
PDE,2010-04-29,2010-03-31,2010-03-31,29,1.0787473994757815,0.340316,0.367115,0.9343719026190287
PG,2010-04-29,2010-03-31,2010-03-31,29,1.19367092120967,0.1261005,0.1505225,1.028258537600666
RSG,2010-04-29,2010-03-31,2010-03-31,29,1.2501725053888852,0.163763,0.204732,0.9921963514307698
SWKS,2010-04-29,2010-03-31,2010-03-31,29,1.208136714177096,0.331436,0.40042,0.8875475659362289
SWN,2010-04-29,2010-03-31,2010-03-31,29,1.0695169895904462,0.36538550000000003,0.39078599999999997,1.011260127620192
SWY,2010-04-29,2010-03-31,2010-03-31,29,1.2235440340909092,0.219648,0.268749,1.0010847272230072
TWC,2010-04-29,2010-03-31,2010-03-31,29,1.243512810423225,0.182976,0.227533,0.998074499942726
WM,2010-04-29,2010-03-31,2010-03-31,29,1.4054941575796844,0.135817,0.19089,0.9992789611154029
WYNN,2010-04-29,2010-03-31,2010-03-31,29,1.14814025830031,0.389624,0.447343,1.0046542330313883
XOM,2010-04-29,2010-03-31,2010-03-31,29,1.122955743718306,0.14898450000000002,0.16730299999999998,0.9298911384044017
CVX,2010-04-30,2010-04-01,2010-04-01,29,1.086509658431709,0.152561,0.165759,1.0048578377705082
DHI,2010-04-30,2010-04-01,2010-04-01,29,1.087812996928771,0.34367349999999997,0.3738525,1.129816960162647
ITT,2010-04-30,2010-04-01,2010-04-01,29,1.2910927609877865,0.179472,0.231715,0.9603493113301441
NDAQ,2010-04-30,2010-04-01,2010-04-01,29,1.1396797194842798,0.212751,0.242468,1.257309836896562
NWL,2010-04-30,2010-04-01,2010-04-01,29,1.0776576937189366,0.29979,0.323071,1.0758503376947754
UFS,2010-04-30,2010-04-01,2010-04-01,29,1.1315423871029864,0.363495,0.41131,1.0308493351143024
VFC,2010-04-30,2010-04-01,2010-04-01,29,1.1505593378875765,0.17265950000000002,0.19865500000000003,1.148389400662624
WBD,2010-04-30,2010-04-01,2010-04-01,29,0.8706549197082898,0.560145,0.487693,0.9427638045483311
APC,2010-05-03,2010-04-02,2010-04-01,31,1.1988431202074081,0.255342,0.306115,1.0060875424059388
CLX,2010-05-03,2010-04-02,2010-04-01,31,1.0654358209530912,0.155557,0.165736,1.002041999484669
EOG,2010-05-03,2010-04-02,2010-04-01,31,1.0014269629101125,0.3139535,0.3144015,0.9810494468650387
MCK,2010-05-03,2010-04-02,2010-04-01,31,1.2554645518703682,0.19242199999999998,0.241579,1.0549879377535059
PFG,2010-05-03,2010-04-02,2010-04-01,31,1.2994818689549903,0.282361,0.366923,1.2366652468171708
SYY,2010-05-03,2010-04-02,2010-04-01,31,1.2792279799443502,0.146991,0.188035,1.0004696369502186
VMC,2010-05-03,2010-04-02,2010-04-01,31,1.1070762276702426,0.281407,0.311539,1.0010458427749696
ADM,2010-05-04,2010-04-05,2010-04-05,29,1.1925561974276497,0.214823,0.2561885,0.9596119977734585
AMT,2010-05-04,2010-04-05,2010-04-05,29,1.1133957213335988,0.226005,0.251633,1.087510557481158
BHI,2010-05-04,2010-04-05,2010-04-05,29,1.0972962371348651,0.3178163333333333,0.34873866666666664,1.019674430506108
CEPH,2010-05-04,2010-04-05,2010-04-05,29,1.0977911747726663,0.258101,0.28334099999999995,0.9376972016758909
CTSH,2010-05-04,2010-04-05,2010-04-05,29,1.120548958666379,0.268982,0.3014075,0.9175200060035067
CVS,2010-05-04,2010-04-05,2010-04-05,29,1.3544048202950751,0.18621266666666664,0.25220733333333334,1.1704551341457097
DUK,2010-05-04,2010-04-05,2010-04-05,29,0.8587504029021594,0.158227,0.13587749999999998,0.824326929255285
EMR,2010-05-04,2010-04-05,2010-04-05,29,1.086229436757817,0.211117,0.2293215,1.250834372787648
FE,2010-05-04,2010-04-05,2010-04-05,29,1.1735710504981476,0.149253,0.175159,1.000087108013937
MA,2010-05-04,2010-04-05,2010-04-05,29,1.269893138247065,0.2287535,0.2904925,1.0429480381760339
MLM,2010-05-04,2010-04-05,2010-04-05,29,1.0257821087308896,0.3143265,0.32243049999999995,1.056439899018307
MMC,2010-05-04,2010-04-05,2010-04-05,29,1.1289257996663522,0.165444,0.186774,1.0725357362808337
MRK,2010-05-04,2010-04-05,2010-04-05,29,1.2024776064397484,0.20215075,0.24308174999999999,1.1157779273552215
MRO,2010-05-04,2010-04-05,2010-04-05,29,1.1432857785973982,0.2188005,0.2501515,1.0431707570105682
PFE,2010-05-04,2010-04-05,2010-04-05,29,1.2146439892918766,0.174447,0.211891,0.9886091229024634
PXD,2010-05-04,2010-04-05,2010-04-05,29,1.0156897238092164,0.371772,0.377605,1.0196652788520084
RDC,2010-05-04,2010-04-05,2010-04-05,29,0.9576704238362437,0.407044,0.389814,1.039756820271789
RDN,2010-05-04,2010-04-05,2010-04-05,29,1.1653560799890263,0.670692,0.781595,0.9186731062671045
SRE,2010-05-04,2010-04-05,2010-04-05,29,1.0016003314602377,0.193085,0.193394,1.2513853153334156
UNM,2010-05-04,2010-04-05,2010-04-05,29,1.3082080808450653,0.218492,0.285833,0.9789331254424402
AYE,2010-05-05,2010-04-06,2010-04-06,29,0.7550283534103672,0.219903,0.166033,1.499795392233089
BMC,2010-05-05,2010-04-06,2010-04-06,29,1.2261102445628185,0.20387399999999997,0.249972,0.9428768868637571
DVN,2010-05-05,2010-04-06,2010-04-06,29,1.0690042988953097,0.270302,0.288954,0.9951403052771868
EXPD,2010-05-05,2010-04-06,2010-04-06,29,1.36165140784246,0.202615,0.275891,1.1488478633197088
FLS,2010-05-05,2010-04-06,2010-04-06,29,1.1745753798873142,0.24404166666666666,0.2866453333333333,1.1199471688757998
ICE,2010-05-05,2010-04-06,2010-04-06,29,1.1065812473841372,0.284323,0.31462650000000003,1.038598415169096
MCHP,2010-05-05,2010-04-06,2010-04-06,29,0.8775148018940344,0.263142,0.230911,1.3011179620555469
MUR,2010-05-05,2010-04-06,2010-04-06,29,1.1164911632242278,0.248903,0.277898,1.000337594797825
PEG,2010-05-05,2010-04-06,2010-04-06,29,1.1024866300526561,0.194279,0.21419,1.38359588650866
PHM,2010-05-05,2010-04-06,2010-04-06,29,1.2220007389674947,0.322071,0.393571,0.9439195090355972
PRU,2010-05-05,2010-04-06,2010-04-06,29,1.2287575725924378,0.229776,0.282339,0.9886070285340585
TWX,2010-05-05,2010-04-06,2010-04-06,29,1.2162364563721366,0.17403633333333335,0.21166933333333332,0.9978900527774264
WMB,2010-05-05,2010-04-06,2010-04-06,29,1.1979317859963208,0.22666899999999995,0.271534,1.152298583485147
XTO,2010-05-05,2010-04-06,2010-04-06,29,1.080812449328424,0.15491920000000003,0.16743860000000002,1.221461051328445
ATVI,2010-05-06,2010-04-07,2010-04-07,29,1.4583095942194126,0.221154,0.322511,1.0057940694924503
CI,2010-05-06,2010-04-07,2010-04-07,29,1.301607432502006,0.24522025000000003,0.31918050000000003,0.9556284018289466
DPS,2010-05-06,2010-04-07,2010-04-07,29,1.3508537640738185,0.227639,0.307507,0.8783249863026383
LVS,2010-05-06,2010-04-07,2010-04-07,29,1.1459254232782934,0.521682,0.5978086666666667,1.1601469406849692
MGM,2010-05-06,2010-04-07,2010-04-07,29,1.061664453809686,0.5622445,0.5969150000000001,1.026182524019172
PCP,2010-05-06,2010-04-07,2010-04-07,29,1.1927749220312782,0.23545766666666662,0.280848,1.1479713388848105
PPL,2010-05-06,2010-04-07,2010-04-07,29,1.180694091792841,0.181561,0.214368,1.2669727779599869
AIG,2010-05-07,2010-04-08,2010-04-08,29,1.1077209757196103,0.63498775,0.70338925,0.9590541692474687
CF,2010-05-07,2010-04-08,2010-04-08,29,1.3797251662563206,0.2459305,0.3393165,0.9091517218312408
EIX,2010-05-07,2010-04-08,2010-04-08,29,1.2785328523169832,0.139427,0.178262,0.9900587245343577
XEC,2010-05-07,2010-04-08,2010-04-08,29,1.0867395588328779,0.346082,0.376101,1.002650890728256
DISH,2010-05-10,2010-04-09,2010-04-09,31,1.1756344976280249,0.3276805,0.3852325,1.1692799191559988
FLR,2010-05-10,2010-04-09,2010-04-09,31,1.2019898281174592,0.242433,0.291402,1.0356976550451347
LM,2010-05-10,2010-04-09,2010-04-09,31,1.3323967820646003,0.27595333333333333,0.36767933333333336,1.1255635451631723
MBI,2010-05-10,2010-04-09,2010-04-09,31,1.0826773792122626,0.810016,0.876986,0.9736939536001923
