date,secid,exdate,strike_price,cp_flag,best_bid,best_offer,open_interest,impl_volatility,delta,gamma,theta,vega,volume,tte,underlying_price,underlying_price_stock,mid_price,moneyness,bid_ask_spread,log_moneyness,earnings_date,days_to_earnings,ticker
2023-01-03,101594.0,2023-01-20,120.0,C,7.8,7.85,18468.0,0.447198,0.690158,0.029211,-48.86264,9.522116,4967.0,17,7.824999999999999,125.07,7.824999999999999,1.04225,0.0064102564102563875,0.04138183777876912,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,121.0,C,7.1,7.2,111.0,0.443491,0.66018,0.030594,-50.11117,9.884273,237.0,17,7.15,125.07,7.15,1.0336363636363637,0.014084507042253596,0.03308303496407418,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,122.0,C,6.45,6.5,315.0,0.436832,0.629512,0.032027,-50.71974,10.19605,425.0,17,6.475,125.07,6.475,1.0251639344262296,0.007751937984496096,0.024852535827558697,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,123.0,C,5.8,5.9,435.0,0.432082,0.59703,0.03318,-51.23048,10.44753,516.0,17,5.85,125.07,5.85,1.016829268292683,0.01724137931034492,0.016689225188397733,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,124.0,C,5.2,5.3,371.0,0.426666,0.563456,0.034192,-51.31831,10.63223,23080.0,17,5.25,125.07,5.25,1.0086290322580644,0.019230769230769162,0.008592014955778274,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,125.0,C,4.65,4.7,29753.0,0.42046,0.528803,0.035048,-50.94407,10.74087,6267.0,17,4.675000000000001,125.07,4.675000000000001,1.00056,0.010752688172042972,0.0005598432585139854,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,126.0,C,4.1,4.2,1945.0,0.415768,0.493329,0.035534,-50.36714,10.7675,4199.0,17,4.15,125.07,4.15,0.9926190476190475,0.024390243902439157,-0.00740832639066289,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,127.0,C,3.6,3.7,10303.0,0.410105,0.457222,0.035823,-49.28537,10.70576,2320.0,17,3.6500000000000004,125.07,3.6500000000000004,0.9848031496062991,0.0277777777777778,-0.01531350589777616,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,128.0,C,3.15,3.2,989.0,0.403415,0.420463,0.035898,-47.69031,10.55411,1865.0,17,3.175,125.07,3.175,0.977109375,0.01587301587301596,-0.023156683358802006,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,129.0,C,2.75,2.77,1985.0,0.398944,0.384286,0.035469,-45.98251,10.30848,2183.0,17,2.76,125.07,2.76,0.9695348837209302,0.007272727272727279,-0.030938823800856913,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,130.0,C,2.36,2.38,40126.0,0.393407,0.348069,0.034802,-43.79073,9.98122,18515.0,17,2.37,125.07,2.37,0.962076923076923,0.00847457627118645,-0.03866086989476723,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,131.0,C,2.01,2.03,5349.0,0.388278,0.312692,0.033783,-41.33326,9.555921,2161.0,17,2.0199999999999996,125.07,2.0199999999999996,0.9547328244274809,0.009950248756218916,-0.04632374264033638,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,132.0,C,1.7,1.72,2219.0,0.383654,0.278621,0.032425,-38.66699,9.066105,3490.0,17,1.71,125.07,1.71,0.9474999999999999,0.011764705882352951,-0.05392834202555575,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,133.0,C,1.43,1.45,3755.0,0.37975,0.2464,0.03076,-35.88192,8.503482,2520.0,17,1.44,125.07,1.44,0.940375939849624,0.013986013986014,-0.061475547660938636,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,134.0,C,1.2,1.22,6204.0,0.376911,0.216598,0.028841,-33.09102,7.923922,2162.0,17,1.21,125.07,1.21,0.9333582089552238,0.016666666666666684,-0.06896621939009623,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,135.0,C,1.0,1.02,35919.0,0.374314,0.188938,0.026766,-30.24571,7.296607,16630.0,17,1.01,125.07,1.01,0.9264444444444444,0.020000000000000018,-0.07640119787761428,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,136.0,C,0.83,0.85,3338.0,0.372279,0.163802,0.024589,-27.44713,6.671035,2173.0,17,0.84,125.07,0.84,0.9196323529411764,0.024096385542168697,-0.08378130517523687,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,137.0,C,0.69,0.7,6124.0,0.370526,0.141056,0.022373,-24.70786,6.030923,1548.0,17,0.695,125.07,0.695,0.9129197080291971,0.01449275362318842,-0.0911073452673097,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,138.0,C,0.57,0.58,3597.0,0.369525,0.12102,0.020178,-22.13833,5.432196,1403.0,17,0.575,125.07,0.575,0.9063043478260869,0.017543859649122823,-0.0983801045963895,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,139.0,C,0.47,0.48,3221.0,0.369033,0.103411,0.018058,-19.73821,4.854096,973.0,17,0.475,125.07,0.475,0.8997841726618705,0.02127659574468087,-0.10560035256987656,2023-02-02,30,AAPL
2023-01-03,101594.0,2023-01-20,140.0,C,0.39,0.4,77171.0,0.369634,0.088496,0.016078,-17.61278,4.329468,14140.0,17,0.395,125.07,0.395,0.8933571428571428,0.025641025641025664,-0.1127688420484891,2023-02-02,30,AAPL
