ievr_mean_beta,ievr_std_beta,ievr_min_beta,ievr_max_beta,ievr_cv,normative_iv_rv_ratio_mean_beta,normative_iv_rv_ratio_std_beta,normative_iv_rv_ratio_min_beta,normative_iv_rv_ratio_max_beta,normative_iv_rv_ratio_cv,SKEW_mean_beta,SKEW_std_beta,SKEW_min_beta,SKEW_max_beta,SKEW_cv,KURT_mean_beta,KURT_std_beta,KURT_min_beta,KURT_max_beta,KURT_cv,IV_RATIO_mean_beta,IV_RATIO_std_beta,IV_RATIO_min_beta,IV_RATIO_max_beta,IV_RATIO_cv,SMIRK_mean_beta,SMIRK_std_beta,SMIRK_min_beta,SMIRK_max_beta,SMIRK_cv,vol_hl7_mean_beta,vol_hl7_std_beta,vol_hl7_min_beta,vol_hl7_max_beta,vol_hl7_cv,vol_hl10_mean_beta,vol_hl10_std_beta,vol_hl10_min_beta,vol_hl10_max_beta,vol_hl10_cv,vol_hl21_mean_beta,vol_hl21_std_beta,vol_hl21_min_beta,vol_hl21_max_beta,vol_hl21_cv,z_score_momentum_mean_beta,z_score_momentum_std_beta,z_score_momentum_min_beta,z_score_momentum_max_beta,z_score_momentum_cv
0.060060343394884724,0.015276989354601169,0.03738332018016107,0.07785206334105454,0.2543606728013196,0.0719857366173586,0.013235836495949393,0.04935614594033704,0.08985132870423443,0.1838674870593421,-0.0011998590773204454,0.006827799862013873,-0.01550745332708854,0.008257160292619822,5.690501485609363,0.0058437952425708945,0.011844397736006092,-0.014098204140906507,0.02545726364074851,2.02683311860792,0.002817830907207556,0.007502957416377933,-0.010535154568607171,0.014889201010869246,2.662671275691732,-0.011963316239060313,0.011555585999155247,-0.03324157597585999,0.003592138303093948,0.9659182929082971,0.11146202481309875,0.06466438946182816,-0.04733748129009325,0.3068736144680488,0.5801472705188911,-0.16620202666633424,0.09452974149128784,-0.4579602695997431,0.05502065280210468,0.5687640721798474,0.028795534218149926,0.03495581817812015,-0.041388720798649664,0.11321770193502102,1.2139319212938018,0.004692641533369995,0.004328951837699736,-0.0018230183994268202,0.013662293363847831,0.922497873940719
