LinearRegression_mean_r2,LinearRegression_std_r2,LinearRegression_mean_rmse,LinearRegression_std_rmse,RandomForest_mean_r2,RandomForest_std_r2,RandomForest_mean_rmse,RandomForest_std_rmse,XGBoost_mean_r2,XGBoost_std_r2,XGBoost_mean_rmse,XGBoost_std_rmse
0.13095367661515256,0.09004880757468482,0.218119844174243,0.010672635273706262,0.16495600141671835,0.08876931006296228,0.21375346205975,0.010366272119076703,0.12846737280526466,0.10309086626098424,0.21832288928589444,0.011907233422346439
