window_id,train_start,train_end,test_start,test_end,test_year,n_obs,r2,adj_r2,f_stat,f_p_value,beta_ievr,se_ievr,t_stat_ievr,p_value_ievr,ci_lower_ievr,ci_upper_ievr,sig_ievr,beta_normative_iv_rv_ratio,se_normative_iv_rv_ratio,t_stat_normative_iv_rv_ratio,p_value_normative_iv_rv_ratio,ci_lower_normative_iv_rv_ratio,ci_upper_normative_iv_rv_ratio,sig_normative_iv_rv_ratio,beta_SKEW,se_SKEW,t_stat_SKEW,p_value_SKEW,ci_lower_SKEW,ci_upper_SKEW,sig_SKEW,beta_KURT,se_KURT,t_stat_KURT,p_value_KURT,ci_lower_KURT,ci_upper_KURT,sig_KURT,beta_IV_RATIO,se_IV_RATIO,t_stat_IV_RATIO,p_value_IV_RATIO,ci_lower_IV_RATIO,ci_upper_IV_RATIO,sig_IV_RATIO,beta_SMIRK,se_SMIRK,t_stat_SMIRK,p_value_SMIRK,ci_lower_SMIRK,ci_upper_SMIRK,sig_SMIRK,beta_vol_hl7,se_vol_hl7,t_stat_vol_hl7,p_value_vol_hl7,ci_lower_vol_hl7,ci_upper_vol_hl7,sig_vol_hl7,beta_vol_hl10,se_vol_hl10,t_stat_vol_hl10,p_value_vol_hl10,ci_lower_vol_hl10,ci_upper_vol_hl10,sig_vol_hl10,beta_vol_hl21,se_vol_hl21,t_stat_vol_hl21,p_value_vol_hl21,ci_lower_vol_hl21,ci_upper_vol_hl21,sig_vol_hl21,beta_z_score_momentum,se_z_score_momentum,t_stat_z_score_momentum,p_value_z_score_momentum,ci_lower_z_score_momentum,ci_upper_z_score_momentum,sig_z_score_momentum
11,2010-01,2014-12,2015-01,2015-06,2015,4254,0.14262910677737783,0.14060843533447753,70.58500642373409,1.1102230246251565e-16,0.055260144241464415,0.0036403389545568016,15.179944760993319,0.0,0.04812317510613533,0.0623971133767935,***,0.06631731532739411,0.003726931058175575,17.794081589439994,0.0,0.05901058036020016,0.07362405029458806,***,-0.013203829155581633,0.0074024116055548175,-1.7837199360372495,0.07454063481653961,-0.027716429167653454,0.0013087708564901903,.,0.02545726364074851,0.008711533561648456,2.9222482425851224,0.0034934971424598338,0.008378099604926477,0.042536427676570544,**,0.0063992676400910055,0.0035425873127087875,1.8063824756369657,0.07092944237255594,-0.0005460571292859127,0.013344592409467924,.,-0.03324157597585999,0.010486872665039766,-3.169827367760257,0.001536148202750054,-0.05380133358931749,-0.012681818362402498,**,0.1307087458992487,0.04256526480815816,3.0707842765304902,0.002148489309431678,0.04725855486891395,0.21415893692958343,**,-0.20975779385462331,0.061345531072593495,-3.4192840160826963,0.0006337791448065566,-0.33002713341912393,-0.08948845429012267,***,0.053712182612712656,0.022645150977945706,2.371906580133795,0.017740933082220245,0.009315837763516549,0.09810852746190876,*,0.009751052279499559,0.0033796024187693996,2.8852660967884405,0.003930548324406757,0.003125263183061622,0.016376841375937496,**
12,2010-07,2015-06,2015-07,2015-12,2015,4453,0.15109596368795786,0.14918487850940754,79.06291429803017,1.1102230246251565e-16,0.058680333145300544,0.0036056271457227283,16.274653693716406,0.0,0.051611507679798364,0.06574915861080273,***,0.06765811280066378,0.003631044917657571,18.63323487727902,0.0,0.06053945583948338,0.07477676976184418,***,-0.0012474811753285205,0.005722957242661678,-0.21797841962354628,0.827455938339642,-0.012467328447362001,0.00997236609670496,,0.014155188672548908,0.00867882701474583,1.6310025131850678,0.10296068141954984,-0.0028596359149852257,0.031170013260083042,,0.008473940985870803,0.0034628336296062103,2.447111785394798,0.014439092347623417,0.0016850619491696256,0.015262820022571979,*,-0.016641887204516974,0.008680449943526193,-1.9171687312048098,0.05528057426109778,-0.033659893540975136,0.0003761191319411848,.,0.14156561538359097,0.044382887854502465,3.1896440774128156,0.001434387034386475,0.054553044416398494,0.22857818635078345,**,-0.2182365727663838,0.06512470004579103,-3.351056858809875,0.0008117600840769068,-0.3459134288337083,-0.09055971669905932,***,0.05333623051902121,0.024346087471433468,2.190751617959288,0.0285215563996859,0.0056057702833951645,0.10106669075464726,*,0.013662293363847831,0.00331393883657547,4.122675172232827,3.8133342561419425e-05,0.007165322298248142,0.02015926442944752,***
13,2011-01,2015-12,2016-01,2016-06,2016,4642,0.1725128285718811,0.17072598518723825,96.54613832110385,1.1102230246251565e-16,0.06253689751785609,0.003566958929981236,17.53227293766039,0.0,0.05554395880456369,0.06952983623114847,***,0.08330251856253246,0.00358479327493907,23.237746830449613,0.0,0.07627461603728429,0.09033042108778062,***,-0.00026584901067911885,0.005063732786952148,-0.05250060022206127,0.9581320814960266,-0.010193177509477375,0.009661479488119136,,0.011437755601338915,0.00725353567177096,1.5768524646334816,0.11489777924139877,-0.0027826297193413313,0.025658140922019162,,-0.0015373876977578193,0.0033819761832637,-0.45458265063067294,0.6494308251141137,-0.008167672106303555,0.005092896710787918,,-0.015619624795304248,0.0073172249590356935,-2.1346377735751196,0.03284296394262198,-0.029964871459015965,-0.0012743781315925316,*,0.09658068820775156,0.04415645499195981,2.1872382695879318,0.02877497599814549,0.010013001386458886,0.18314837502904424,*,-0.16230464138243086,0.06424521060302334,-2.526330598950405,0.011559150036516641,-0.28825585898500306,-0.03635342377985867,*,0.04325165098720303,0.023643902408960474,1.8292940919436247,0.06741982900098376,-0.0031016611014777137,0.08960496307588378,.,0.010331017812694361,0.0032504382743773455,3.178346100011197,0.0014909287251754222,0.003958610366954517,0.016703425258434206,**
14,2011-07,2016-06,2016-07,2016-12,2016,4793,0.18299614414795007,0.18128764591321134,107.10935512083624,1.1102230246251565e-16,0.06460961435979476,0.003537834548476989,18.26247482025656,0.0,0.05767383056347101,0.07154539815611852,***,0.08494675231399204,0.0035740046819524775,23.76794656787793,0.0,0.07794005841086915,0.09195344621711493,***,-0.002411771101166499,0.005073231157206529,-0.475391525919448,0.6345296465199439,-0.012357638827034435,0.007534096624701437,,0.013334876521619307,0.0071106389458171805,1.875341530238084,0.06080664044962414,-0.0006052480676265008,0.027275001110865116,.,0.0033438265484356383,0.0033619888847870286,0.9945977405120003,0.31998227049361416,-0.003247218824379965,0.009934871921251242,,-0.01612990473901556,0.007203940416017321,-2.2390391657254898,0.025199174792135626,-0.03025294314639509,-0.0020068663316360306,*,0.12069529180466435,0.04535216574247746,2.661290587311897,0.00781019317561471,0.031784176269236894,0.20960640734009178,**,-0.18573459109898877,0.06665835509216765,-2.7863662528452124,0.005351275125555333,-0.31641564268657074,-0.05505353951140676,**,0.042608317996019156,0.02481183217125061,1.7172580284252155,0.08599678524929621,-0.006034291253344301,0.09125092724538261,.,0.007299073084716056,0.0032345575563720594,2.2565908806714305,0.024078613747163136,0.0009578517584051252,0.013640294411026987,*
15,2012-01,2016-12,2017-01,2017-06,2017,5013,0.19302948621792626,0.19141619050864578,119.64916605649533,1.1102230246251565e-16,0.07091051946468573,0.003484234151071495,20.35182378396666,0.0,0.06407989317304685,0.0777411457563246,***,0.08610073516251444,0.003578819444232504,24.058418286865876,0.0,0.07908468023369018,0.0931167900913387,***,-0.0020083601993959475,0.0049973220519377685,-0.401887286535232,0.6877841500023871,-0.01180530205683555,0.007788581658043656,,0.011976660604013024,0.007365223030704795,1.6261096987944097,0.10398931453729388,-0.002462405169406644,0.02641572637743269,,0.0027803433980426464,0.0033116926529640836,0.8395535725678346,0.40119886300318464,-0.0037120259216849717,0.009272712717770264,,-0.014830707856441349,0.007393326524732079,-2.005958725998347,0.044914400352411565,-0.029324868797655827,-0.0003365469152268718,*,0.09089177407968715,0.0427230107372478,2.127466498994737,0.03343012371558096,0.007135944894076596,0.1746476032652977,*,-0.1392277232803509,0.06242264450318158,-2.2304041167825677,0.025764813580943624,-0.2616034702162835,-0.016851976344418304,*,0.029483082758110978,0.023129268078798025,1.2747088519042815,0.2024715226009295,-0.015860421666474354,0.0748265871826963,,0.006790597665098441,0.00323340814603194,2.1001362520323665,0.03576680853744474,0.0004517002959038381,0.013129495034293046,*
16,2012-07,2017-06,2017-07,2017-12,2017,5198,0.20262698000407764,0.2010897272182749,131.8110995637306,1.1102230246251565e-16,0.07472679181498586,0.0034559589444893794,21.6225924599422,0.0,0.06795165580844466,0.08150192782152706,***,0.08985132870423443,0.0035559241355778803,25.268066831136853,0.0,0.0828802187939452,0.09682243861452365,***,0.0034972789931149405,0.0051847801977193105,0.6745279182043877,0.5000058038534694,-0.006667075262187133,0.013661633248417014,,-0.005183422296241088,0.007857093358366093,-0.6597124483345832,0.5094676663987787,-0.020586636562979724,0.01021979197049755,,0.0018703271087492901,0.003274069452365435,0.5712545613221566,0.567851847680477,-0.004548228837931703,0.008288883055430284,,0.0005814129295176635,0.007930947724064934,0.0733093887069105,0.9415627473580135,-0.014966587019089195,0.016129412878124524,,0.12506006757117846,0.04244677436815827,2.946279650992588,0.0032305260562461857,0.04184650109007272,0.20827363405228422,**,-0.18467088824415678,0.06252006965612669,-2.9537857084914467,0.0031531168460074976,-0.30723657315603936,-0.06210520333227419,**,0.043993041995121704,0.023472341751099933,1.8742502329602522,0.06095210752317248,-0.0020226399936045664,0.09000872398384797,.,0.0053267211954260785,0.0032111454706027446,1.6588227609714088,0.09721197155206451,-0.0009684772283899161,0.011621919619242072,.
17,2013-01,2017-12,2018-01,2018-06,2018,5440,0.20280877420041932,0.20134037997349075,138.11602530242695,1.1102230246251565e-16,0.07785206334105454,0.003438228229226185,22.64307607019331,0.0,0.07111175713388128,0.08459236954822781,***,0.08788263248052645,0.003479788646480593,25.25516386445184,0.0,0.08106085118801377,0.09470441377303913,***,0.00400872453621437,0.005112449406969109,0.7841103582853688,0.43300956687228354,-0.0060137266142750445,0.014031175686703784,,-0.005777397316558857,0.007742163227272546,-0.74622520178952,0.45556369709093314,-0.02095514218356511,0.009400347550447396,,0.0021644663578340045,0.0032291608817579917,0.6702875567647917,0.5027030079614452,-0.004165984003273372,0.008494916718941382,,0.0003906299795055111,0.007694165555146942,0.05076963534326379,0.959510954870382,-0.01469302020099679,0.015474280160007813,,0.1338032769033002,0.04158303105969373,3.2177374639001535,0.0012996510360818725,0.052283859436411104,0.2153226943701893,**,-0.2029777063433626,0.061453115003410656,-3.302968553052149,0.0009628628909468251,-0.32345045710105297,-0.08250495558567224,***,0.051882294951882985,0.023254831586948195,2.2310329256911063,0.0257196325293787,0.00629349885048134,0.09747109105328464,*,0.00083592265633052,0.0031697108539030586,0.2637220537959156,0.7920041095795534,-0.005377981808154569,0.007049827120815608,
18,2013-07,2018-06,2018-07,2018-12,2018,5588,0.20453883217216595,0.20311250768260547,143.40273455951532,1.1102230246251565e-16,0.07701127480456572,0.003399447869333775,22.65405376540115,0.0,0.07034703309219062,0.08367551651694083,***,0.0890561287533801,0.0033926178065176063,26.249973864516395,0.0,0.08240527662403943,0.09570698088272078,***,0.005574605507525074,0.005036635685970524,1.106811342947249,0.26842324018958985,-0.004299161915494679,0.015448372930544827,,-0.00889509989052643,0.0077245391348365776,-1.1515379410029511,0.24956035943185118,-0.024038204856375048,0.006248005075322187,,0.0010601597243962055,0.003191857927393747,0.3321450229026514,0.7397922368006729,-0.005197124857491294,0.007317444306283706,,0.0021054090378603554,0.007687647078495885,0.273869106680205,0.7841953557803079,-0.01296537313023666,0.017176191205957373,,0.12424959026921417,0.041679057608416684,2.9811036381044076,0.002884521728570455,0.04254240577253571,0.20595677476589264,**,-0.19149921695967362,0.06145884789943963,-3.1158933742625474,0.0018432006547741686,-0.3119824935119425,-0.07101594040740475,**,0.049708206929307636,0.02313955043215995,2.1481924238347294,0.031741413562661025,0.004345676564684264,0.095070737293931,*,0.0007482287155069636,0.0031221705440092904,0.23965017444118744,0.8106102713880232,-0.005372441455738614,0.006868898886752541,
19,2014-01,2018-12,2019-01,2019-06,2019,5814,0.19917842504865213,0.19779841199514303,144.33082682962785,1.1102230246251565e-16,0.07419506093430361,0.003336296916140597,22.238746370371587,0.0,0.06765467497629984,0.08073544689230738,***,0.08175319984020968,0.003292026636588451,24.83369937885164,0.0,0.07529960013715191,0.08820679954326745,***,0.0033131769626436364,0.004891288449322522,0.6773628251473361,0.4982027813813814,-0.006275572208848551,0.012901926134135823,,-0.006702836101559697,0.007516874762372345,-0.8917051718238638,0.37258795225281416,-0.021438713446902433,0.00803304124378304,,0.005290053022481907,0.0031235974756514003,1.6935770577733325,0.09039934872658328,-0.0008333627230924382,0.011413468768056254,.,-0.0008742270480421161,0.007484964931555718,-0.11679774802370539,0.9070243701544802,-0.015547549226791116,0.013799095130706885,,0.1444567444216682,0.04030106807516053,3.5844396022522234,0.00034057761342443094,0.06545162396726727,0.22346186487606912,***,-0.22020680731861808,0.05958063580127073,-3.695945911908539,0.00022108884015348274,-0.33700706927322477,-0.10340654536401139,***,0.05667946924483766,0.02257116789359852,2.511144727292233,0.012060991141776611,0.012431564080027588,0.10092737440964773,*,0.006033243119182633,0.0030464854017265793,1.9803945608153333,0.04770636333323375,6.099579121839321e-05,0.012005490447146872,*
20,2014-07,2019-06,2019-07,2019-12,2019,5990,0.19994373343173955,0.1986056229340506,149.42243841375804,1.1102230246251565e-16,0.07549670105553764,0.0032992519552874685,22.88297531643336,0.0,0.06902897675168229,0.081964425359393,***,0.08344593572449141,0.0032913553045567073,25.353062189598592,0.0,0.0769936917054226,0.08989817974356022,***,0.005053628012922699,0.004904470477959139,1.0304125665826471,0.3028580562657428,-0.004560903807540687,0.014668159833386084,,-0.009818375418326737,0.007492657299048083,-1.3103996388002597,0.19011101141129694,-0.024506687305464826,0.004869936468811351,,0.002581791959944219,0.0031209245470181085,0.8272522840742804,0.40812709703499417,-0.0035363462776942614,0.0086999301975827,,0.0008671508911212355,0.00739153625356124,0.11731673381206004,0.9066130054234065,-0.013622927259281967,0.015357229041524437,,0.15616632930300517,0.046471442842718355,3.3604794633028052,0.0007829476260852175,0.06506553300662596,0.24726712559938438,***,-0.22967008607036454,0.06614712402021464,-3.472109928772974,0.0005200389238824155,-0.3593423170650416,-0.09999785507568751,***,0.053095356346694336,0.02287921690041869,2.3206806674280314,0.020337559694572294,0.008243835697334681,0.09794687699605399,*,0.0027407213477875403,0.0030009757213615325,0.9132767480518251,0.3611338326859177,-0.0031422739103417114,0.008623716605916792,
21,2015-01,2019-12,2020-01,2020-06,2020,6165,0.19531726529148463,0.19400968853700218,149.37346096274788,1.1102230246251565e-16,0.07417511809812938,0.003254780300559273,22.789592921335974,0.0,0.06779461102168083,0.08055562517457793,***,0.08300135982389824,0.003213846470702174,25.82617451721761,0.0,0.07670109736212444,0.08930162228567204,***,0.007122945080217069,0.00483688557503986,1.4726304705189082,0.14090184391136185,-0.002359041348854887,0.016604931509289024,,-0.013386125256255396,0.00764503421304688,-1.7509568804036053,0.08000315851115425,-0.02837306458597149,0.0016008140734606966,.,0.002919180945855617,0.0030792909612029247,0.9480042589789044,0.34316450995237435,-0.0031173056842936724,0.008955667576004906,,0.003547662787570933,0.0071920694185764866,0.49327426935113144,0.621836408008116,-0.010551307214075982,0.01764663278921785,,0.18782131358902668,0.04787149536251985,3.923447808903795,8.824143365115944e-05,0.09397644950764852,0.2816661776704048,***,-0.27850237687737767,0.0693447675926153,-4.0161988646860225,5.984835127836874e-05,-0.41444236037283355,-0.1425623933819218,***,0.07235054773455789,0.02462488857390165,2.9381066037081536,0.0033144927243149436,0.0240771586595599,0.12062393680955588,**,0.002883878435077505,0.0029660620260138454,0.9722920187725176,0.33094350701625475,-0.002930639903660989,0.008698396773816,
22,2015-07,2020-06,2020-07,2020-12,2020,6268,0.22425243038444642,0.2230126228574918,180.87680991522225,1.1102230246251565e-16,0.07643960566015356,0.003252623218696149,23.50091004109454,0.0,0.07006334786616202,0.08281586345414511,***,0.08543333280712634,0.0032577471401768685,26.224666657980098,0.0,0.07904703036852626,0.09181963524572642,***,0.002065788600787955,0.005395571916406352,0.38286740178673134,0.7018310882166698,-0.008511384090864601,0.01264296129244051,,-0.004324482130597657,0.008010683569786596,-0.5398393399170129,0.5893270454164019,-0.02002817115718191,0.011379206895986595,,-0.010535154568607171,0.0034196132384585786,-3.080802954592604,0.0020733963208652284,-0.01723877011154077,-0.0038315390256735745,**,-0.0056568062838149025,0.00808168946033181,-0.6999534331999253,0.4839824087629485,-0.02149969122476323,0.010186078657133425,,0.3068736144680488,0.0679760132116072,4.514439726154001,6.4647584678834136e-06,0.17361729951782542,0.4401299294182721,***,-0.4579602695997431,0.09657261978695621,-4.742133646265631,2.1616619099162904e-06,-0.6472757476616631,-0.2686447915378231,***,0.11321770193502102,0.0327809649327022,3.453763553557734,0.0005564863691269739,0.04895576039034552,0.17747964347969652,***,-0.00025632495493859195,0.0029231993707627534,-0.08768644297830046,0.93012870109565,-0.005986798950229352,0.005474149040352167,
23,2016-01,2020-12,2021-01,2021-06,2021,6385,0.21896967534202938,0.2177443375248691,178.70147503444335,1.1102230246251565e-16,0.07636882644247217,0.0031646805725578024,24.13160655286871,0.0,0.07016498844901248,0.08257266443593186,***,0.07822174886070452,0.0032504058420371167,24.06522528635404,0.0,0.07184986051536824,0.0845936372060408,***,0.008257160292619822,0.006956001108081394,1.1870556321543362,0.23524991519756555,-0.005378940718985462,0.021893261304225108,,-0.014098204140906507,0.01118719979190473,-1.2602084885538771,0.2076402954089842,-0.036028877243041595,0.007832468961228583,,-0.007653420470003283,0.0034041360313346327,-2.2482710442692464,0.02459294304476911,-0.014326671675583887,-0.0009801692644226794,*,0.003592138303093948,0.01111715054759679,0.3231168173638222,0.7466173736643791,-0.01820121472730338,0.025385491333491276,,0.10936308031839184,0.056220054588844985,1.9452681275071428,0.05178662659965405,-0.0008471297347378559,0.21957329037152154,.,-0.1450404799251111,0.07626334221360159,-1.9018374452941702,0.05723744936262154,-0.2945422729451136,0.004461313094891395,.,-0.006328458803572674,0.02386853562104871,-0.26513812594317093,0.7909116315066207,-0.05311881401924217,0.04046189641209682,,-0.0008942387794488228,0.002979305869379633,-0.3001500412023912,0.7640724984907383,-0.006734680025516231,0.004946202466618586,
24,2016-07,2021-06,2021-07,2021-12,2021,6410,0.2197638746101801,0.21854456514715492,180.23633972702115,1.1102230246251565e-16,0.07744780546500293,0.0031273929819015593,24.764334355547504,0.0,0.0713170682356514,0.08357854269435447,***,0.07909760315391125,0.003233867185723855,24.45913780970766,0.0,0.07275814083976337,0.08543706546805913,***,0.0007632646108770743,0.0067528719033691864,0.11302814888229427,0.9100117841890225,-0.012474625037981444,0.014001154259735592,,-0.004316165297256487,0.011296860740598276,-0.3820676731673958,0.7024238567252525,-0.026461794298148586,0.017829463703635612,,-0.009077823268429487,0.00337122428324815,-2.6927378618912505,0.00710525562568054,-0.015686551477967287,-0.002469095058891687,**,-0.004339979505390126,0.011253658125687536,-0.38565055530554226,0.6997683059249531,-0.026400916917738222,0.01772095790695797,,0.04614271139104484,0.053859434179345966,0.8567247705832688,0.39162909194092466,-0.05943981059643924,0.15172523337852892,,-0.0600387666830579,0.07381289855675227,-0.8133912616491561,0.41602403099399643,-0.2047367588468305,0.0846592254807147,,-0.02701615093683954,0.023925461472031076,-1.1291799311131987,0.25886426619583003,-0.07391806515895623,0.01988576328527715,,0.0010647580406392906,0.002937560225696788,0.36246339098859853,0.7170177462181968,-0.004693843434571309,0.00682335951584989,
25,2017-01,2021-12,2022-01,2022-06,2022,6489,0.21062604769599524,0.20940750192213908,172.85033702875262,1.1102230246251565e-16,0.07284776629887188,0.0030912155075091393,23.566058762940035,0.0,0.06678796301145679,0.07890756958628697,***,0.07769845813167275,0.0032134469855983933,24.179162898872004,0.0,0.07139904077951466,0.08399787548383085,***,-0.010863449439455667,0.006065756271614143,-1.7909472377406985,0.07334843387293266,-0.022754334984671075,0.0010274361057597426,.,0.010103136962428745,0.009699812280610738,1.041580668795439,0.29764500522716353,-0.00891169852948997,0.02911797245434746,,-0.007954122888693098,0.0033337981911795243,-2.3859041347307426,0.01706574689172191,-0.014489468350506865,-0.00141877742687933,*,-0.022705124892173065,0.00961471339088665,-2.3614978386869256,0.018230707946878644,-0.041553138455807354,-0.0038571113285387794,*,0.08461153513280288,0.05314164475241109,1.5921888666978825,0.11139106500104301,-0.01956363893288106,0.18878670919848684,,-0.12463537825339,0.07219748895181655,-1.7263118158661952,0.08433900961302587,-0.2661663002581994,0.016895543751419384,.,5.930472790230517e-05,0.022833484729121997,0.0025972701322574507,0.9979277605652448,-0.04470186623819763,0.044820475694002236,,0.0020506897349685453,0.00288480854084573,0.7108581751381501,0.47719771857572657,-0.0036044877306318306,0.007705867200568921,
26,2017-07,2022-06,2022-07,2022-12,2022,6634,0.2070058335739534,0.20580849978801652,172.88899386728977,1.1102230246251565e-16,0.06837171026359798,0.002993400172273785,22.84081857711088,0.0,0.06250368134553133,0.07423973918166463,***,0.074158917385907,0.0031285173299437233,23.70417343580481,0.0,0.06802601529923494,0.08029181947257907,***,-0.01509973065045181,0.006064116180597294,-2.4900134167555708,0.01279815924643124,-0.026987352439165377,-0.0032121088617382415,*,0.021672227814994765,0.010124283304591369,2.1406184677947917,0.03234122719621668,0.0018253701324437432,0.04151908549754579,*,-0.009058982857185071,0.0032315984462977926,-2.803251396398983,0.005073736310166499,-0.015393957148327149,-0.002724008566042993,**,-0.030337309345820702,0.009789262033680926,-3.099039461957621,0.0019496299475869616,-0.049527417381572375,-0.011147201310069028,**,0.028011739473052997,0.051223378827781454,0.5468545830846399,0.5844970636295961,-0.07240258903090506,0.12842606797701106,,-0.04751682918368838,0.06988716268407853,-0.6799078308341957,0.4965865864483434,-0.1845181881835075,0.08948452981613073,,-0.023477990852916276,0.02223589304800327,-1.0558600368436537,0.29107067740614223,-0.06706750642563944,0.020111524719806886,,0.0020474092748481013,0.0027918200100222608,0.7333600545515742,0.46336481240625704,-0.003425457568880188,0.007520276118576391,
27,2018-01,2022-12,2023-01,2023-06,2023,6723,0.20284114313120127,0.2016534809487388,170.7902685851613,1.1102230246251565e-16,0.06644498065874661,0.002951255935566575,22.514137068898656,0.0,0.06065958204698976,0.07223037927050346,***,0.07547112447447736,0.0030530615987026085,24.719817152247646,0.0,0.06948615444125275,0.08145609450770197,***,-0.01550745332708854,0.0059131320675856495,-2.6225447275390015,0.008747299805184294,-0.02709906950739702,-0.003915837146780059,**,0.020699637914784193,0.009964218846962025,2.0773969573234807,0.03780287056080556,0.0011666054895944564,0.04023267033997393,*,-0.007892908750714436,0.0031474234668460864,-2.5077365133277154,0.012174140949624102,-0.014062858003931797,-0.0017229594974970744,*,-0.029470341715312695,0.00962288413716506,-3.062526919709414,0.002203458878579312,-0.04833424974081709,-0.0106064336898083,**,0.06901117226086587,0.049805972834692076,1.385600327292403,0.1659150164116059,-0.028624347120041124,0.16664669164177287,,-0.10766758868609176,0.06797029390519659,-1.5840388866975337,0.11323198181829386,-0.24091094425577309,0.025575766883589576,,-0.001567023962102055,0.021699983792022474,-0.0722131397479724,0.9424344400742637,-0.044105881603200406,0.04097183367899629,,0.002473635738698184,0.0027400465280481654,0.9027714359508502,0.36667961006183813,-0.002897725378607207,0.007844996856003575,
