LinearRegression_mean_r2,LinearRegression_std_r2,LinearRegression_mean_rmse,LinearRegression_std_rmse,RandomForest_mean_r2,RandomForest_std_r2,RandomForest_mean_rmse,RandomForest_std_rmse,XGBoost_mean_r2,XGBoost_std_r2,XGBoost_mean_rmse,XGBoost_std_rmse,Baseline_mean_r2,Baseline_std_r2,Baseline_mean_rmse,Baseline_std_rmse
0.11001935304220693,0.10137730057540191,0.22309525141132247,0.014410883995052666,0.16191416083456445,0.0843510663231784,0.21649169525514178,0.011376312995902738,0.1272904877126687,0.09491788176406336,0.22081767524375112,0.011433493944253236,-0.152371232882701,0.0794314666763079,0.2531493310939961,0.014740640710299692
